date,ts,exit_ts,strat,dir,pnl_1c,mae_1c
2025-02-18,2025-02-18T19:20:00-05:00,2025-02-19T02:00:00-05:00,OD,LONG,-160.0,-260.0
2025-02-19,2025-02-19T11:20:00-05:00,2025-02-19T15:00:00-05:00,RV,SHORT,-1680.0,-1750.0
2025-02-19,2025-02-19T19:20:00-05:00,2025-02-19T20:20:00-05:00,OD,LONG,-400.0,-200.0
2025-02-20,2025-02-20T10:20:00-05:00,2025-02-20T11:00:00-05:00,RV,SHORT,1924.077830407914,-610.0
2025-02-20,2025-02-20T19:20:00-05:00,2025-02-21T08:00:00-05:00,OD,LONG,1215.0,-1200.0
2025-02-21,2025-02-21T10:25:00-05:00,2025-02-21T11:00:00-05:00,B2,SHORT,2933.2763799795066,-190.0
2025-02-23,2025-02-23T19:20:00-05:00,2025-02-24T02:20:00-05:00,OD,LONG,-245.0,-690.0
2025-02-24,2025-02-24T11:40:00-05:00,2025-02-24T16:00:00-05:00,B2,SHORT,2292.540946144946,-2085.0
2025-02-24,2025-02-24T19:20:00-05:00,2025-02-25T02:00:00-05:00,OD,LONG,-130.0,-305.0
2025-02-25,2025-02-25T12:00:00-05:00,2025-02-25T15:00:00-05:00,RV,SHORT,-615.0,-2215.0
2025-02-25,2025-02-25T12:05:00-05:00,2025-02-25T16:20:00-05:00,B2,SHORT,-830.0,-2590.0
2025-02-25,2025-02-25T19:20:00-05:00,2025-02-26T04:00:00-05:00,OD,LONG,2065.0,-440.0
2025-02-26,2025-02-26T11:00:00-05:00,2025-02-26T13:00:00-05:00,FB,LONG,-1955.0,-2450.0
2025-02-26,2025-02-26T14:15:00-05:00,2025-02-26T16:00:00-05:00,B2,LONG,2533.340598426439,-530.0
2025-02-26,2025-02-26T19:20:00-05:00,2025-02-27T01:40:00-05:00,OD,LONG,1775.0,-1340.0
2025-02-27,2025-02-27T10:20:00-05:00,2025-02-27T14:40:00-05:00,RV,SHORT,3234.199937046505,-1575.0
2025-02-27,2025-02-27T19:20:00-05:00,2025-02-27T22:00:00-05:00,OD,LONG,-2505.0,-2715.0
2025-03-02,2025-03-02T19:20:00-05:00,2025-03-03T00:20:00-05:00,OD,LONG,2235.0,-740.0
2025-03-03,2025-03-03T11:20:00-05:00,2025-03-03T13:20:00-05:00,RV,LONG,-3463.719042841112,-4600.0
2025-03-03,2025-03-03T14:00:00-05:00,2025-03-03T15:00:00-05:00,RV,SHORT,2905.0,-1440.0
2025-03-03,2025-03-03T19:20:00-05:00,2025-03-04T02:20:00-05:00,OD,LONG,-555.0,-1205.0
2025-03-04,2025-03-04T19:20:00-05:00,2025-03-05T06:00:00-05:00,OD,LONG,-265.0,-2225.0
2025-03-05,2025-03-05T12:40:00-05:00,2025-03-05T14:20:00-05:00,RV,LONG,4138.571901119722,-1210.0
2025-03-05,2025-03-05T13:05:00-05:00,2025-03-05T14:00:00-05:00,FB,LONG,365.0,-2515.0
2025-03-05,2025-03-05T19:20:00-05:00,2025-03-06T02:40:00-05:00,OD,LONG,-1640.0,-960.0
2025-03-06,2025-03-06T10:20:00-05:00,2025-03-06T12:00:00-05:00,RV,SHORT,3041.346291383743,-1375.0
2025-03-06,2025-03-06T19:20:00-05:00,2025-03-07T01:40:00-05:00,OD,LONG,-1465.0,-1625.0
2025-03-07,2025-03-07T14:05:00-05:00,2025-03-07T16:20:00-05:00,B2,LONG,480.0,-1760.0
2025-03-09,2025-03-09T19:20:00-04:00,2025-03-10T03:00:00-04:00,OD,LONG,1445.0,-840.0
2025-03-10,2025-03-10T11:40:00-04:00,2025-03-10T13:20:00-04:00,RV,SHORT,3464.5100447647565,-170.0
2025-03-10,2025-03-10T19:20:00-04:00,2025-03-10T21:00:00-04:00,OD,LONG,-2390.0,-2945.0
2025-03-11,2025-03-11T11:20:00-04:00,2025-03-11T13:40:00-04:00,RV,SHORT,4340.556960542453,-1465.0
2025-03-11,2025-03-11T19:20:00-04:00,2025-03-12T02:40:00-04:00,OD,LONG,-560.0,-530.0
2025-03-12,2025-03-12T19:20:00-04:00,2025-03-12T22:40:00-04:00,OD,LONG,-1135.0,-885.0
2025-03-13,2025-03-13T10:20:00-04:00,2025-03-13T11:20:00-04:00,RV,SHORT,3195.5348454098566,-965.0
2025-03-13,2025-03-13T19:20:00-04:00,2025-03-14T02:00:00-04:00,OD,LONG,875.0,-545.0
2025-03-14,2025-03-14T09:40:00-04:00,2025-03-14T10:20:00-04:00,RV,LONG,-1776.9899242775136,-2895.0
2025-03-14,2025-03-14T09:50:00-04:00,2025-03-14T10:05:00-04:00,FB,LONG,-2195.0,-3205.0
2025-03-14,2025-03-14T10:20:00-04:00,2025-03-14T11:20:00-04:00,B2,LONG,2223.0510359533214,-990.0
2025-03-16,2025-03-16T19:20:00-04:00,2025-03-17T00:00:00-04:00,OD,LONG,4645.0,-275.0
2025-03-17,2025-03-17T19:20:00-04:00,2025-03-17T21:20:00-04:00,OD,LONG,-1115.0,-900.0
2025-03-18,2025-03-18T19:20:00-04:00,2025-03-19T01:00:00-04:00,OD,LONG,640.0,-250.0
2025-03-19,2025-03-19T11:55:00-04:00,2025-03-19T14:00:00-04:00,FB,LONG,-2190.0,-2790.0
2025-03-19,2025-03-19T19:20:00-04:00,2025-03-20T02:20:00-04:00,OD,LONG,835.0,-50.0
2025-03-20,2025-03-20T19:20:00-04:00,2025-03-20T23:00:00-04:00,OD,LONG,435.0,-130.0
2025-03-23,2025-03-23T19:20:00-04:00,2025-03-24T02:40:00-04:00,OD,LONG,1725.0,-130.0
2025-03-24,2025-03-24T10:15:00-04:00,2025-03-24T14:00:00-04:00,FB,LONG,465.0,-190.0
2025-03-24,2025-03-24T19:20:00-04:00,2025-03-24T23:20:00-04:00,OD,LONG,-275.0,-355.0
2025-03-25,2025-03-25T10:40:00-04:00,2025-03-25T15:00:00-04:00,RV,LONG,-695.0,-1210.0
2025-03-25,2025-03-25T19:20:00-04:00,2025-03-25T22:00:00-04:00,OD,LONG,-310.0,-155.0
2025-03-26,2025-03-26T14:20:00-04:00,2025-03-26T15:00:00-04:00,RV,SHORT,1305.0,-480.0
2025-03-26,2025-03-26T19:20:00-04:00,2025-03-26T23:00:00-04:00,OD,LONG,2000.0,-10.0
2025-03-27,2025-03-27T10:00:00-04:00,2025-03-27T11:00:00-04:00,RV,SHORT,-1994.0692179559849,-2460.0
2025-03-27,2025-03-27T12:20:00-04:00,2025-03-27T16:20:00-04:00,B2,LONG,-2795.0,-3215.0
2025-03-27,2025-03-27T19:20:00-04:00,2025-03-28T02:40:00-04:00,OD,LONG,-825.0,-725.0
2025-03-28,2025-03-28T09:20:00-04:00,2025-03-28T09:40:00-04:00,RV,SHORT,1647.5900342706882,-55.0
2025-03-30,2025-03-30T19:20:00-04:00,2025-03-30T20:00:00-04:00,OD,LONG,-2315.0,-1395.0
2025-03-31,2025-03-31T10:00:00-04:00,2025-03-31T11:40:00-04:00,RV,SHORT,-2313.324285947674,-3010.0
2025-03-31,2025-03-31T12:45:00-04:00,2025-03-31T14:00:00-04:00,FB,LONG,-620.0,-910.0
2025-03-31,2025-03-31T19:20:00-04:00,2025-04-01T03:00:00-04:00,OD,LONG,1155.0,-1915.0
2025-04-01,2025-04-01T10:40:00-04:00,2025-04-01T11:20:00-04:00,RV,LONG,2655.66557230166,-245.0
2025-04-01,2025-04-01T10:55:00-04:00,2025-04-01T14:00:00-04:00,FB,LONG,225.0,-435.0
2025-04-01,2025-04-01T11:45:00-04:00,2025-04-01T14:20:00-04:00,B2,LONG,-3365.0,-3405.0
2025-04-01,2025-04-01T19:20:00-04:00,2025-04-01T20:20:00-04:00,OD,LONG,-1400.0,-1305.0
2025-04-02,2025-04-02T09:40:00-04:00,2025-04-02T10:20:00-04:00,RV,LONG,2045.632795072088,-510.0
2025-04-02,2025-04-02T09:50:00-04:00,2025-04-02T14:00:00-04:00,FB,LONG,3530.0,-1520.0
2025-04-02,2025-04-02T13:00:00-04:00,2025-04-02T15:00:00-04:00,B2,LONG,-3855.0,-4180.0
2025-04-02,2025-04-02T19:20:00-04:00,2025-04-02T21:40:00-04:00,OD,LONG,3595.0,-890.0
2025-04-03,2025-04-03T19:20:00-04:00,2025-04-03T23:20:00-04:00,OD,LONG,-1770.0,-645.0
2025-04-04,2025-04-04T11:20:00-04:00,2025-04-04T13:20:00-04:00,RV,SHORT,6775.670097847615,-1740.0
2025-04-06,2025-04-06T19:20:00-04:00,2025-04-06T21:00:00-04:00,OD,LONG,4950.0,-1700.0
2025-04-07,2025-04-07T10:20:00-04:00,2025-04-07T10:40:00-04:00,RV,LONG,-11227.58996616176,-16225.0
2025-04-07,2025-04-07T10:25:00-04:00,2025-04-07T14:00:00-04:00,FB,LONG,6450.0,-6215.0
2025-04-07,2025-04-07T19:20:00-04:00,2025-04-08T01:00:00-04:00,OD,LONG,-1785.0,-1980.0
2025-04-08,2025-04-08T09:35:00-04:00,2025-04-08T12:20:00-04:00,FB,LONG,-4885.0,-5430.0
2025-04-08,2025-04-08T19:20:00-04:00,2025-04-08T21:40:00-04:00,OD,LONG,3330.0,-2360.0
2025-04-09,2025-04-09T10:20:00-04:00,2025-04-09T14:00:00-04:00,FB,LONG,28855.0,-4565.0
2025-04-09,2025-04-09T19:20:00-04:00,2025-04-09T23:00:00-04:00,OD,LONG,-6045.0,-4515.0
2025-04-10,2025-04-10T19:20:00-04:00,2025-04-10T20:40:00-04:00,OD,LONG,-5435.0,-5275.0
2025-04-13,2025-04-13T19:20:00-04:00,2025-04-14T02:20:00-04:00,OD,LONG,1985.0,-1685.0
2025-04-14,2025-04-14T19:20:00-04:00,2025-04-15T03:00:00-04:00,OD,LONG,2790.0,-700.0
2025-04-15,2025-04-15T09:40:00-04:00,2025-04-15T10:40:00-04:00,RV,LONG,-2046.0177603214104,-2695.0
2025-04-15,2025-04-15T10:35:00-04:00,2025-04-15T14:00:00-04:00,FB,LONG,-1635.0,-2500.0
2025-04-15,2025-04-15T19:20:00-04:00,2025-04-16T01:00:00-04:00,OD,LONG,-2755.0,-1850.0
2025-04-16,2025-04-16T19:20:00-04:00,2025-04-16T23:40:00-04:00,OD,LONG,2530.0,-1345.0
2025-04-17,2025-04-17T11:20:00-04:00,2025-04-17T15:00:00-04:00,RV,SHORT,45.0,-2075.0
2025-04-20,2025-04-20T19:20:00-04:00,2025-04-20T21:00:00-04:00,OD,LONG,-785.0,-595.0
2025-04-21,2025-04-21T19:20:00-04:00,2025-04-21T21:20:00-04:00,OD,LONG,2960.0,-285.0
2025-04-22,2025-04-22T10:10:00-04:00,2025-04-22T14:00:00-04:00,FB,LONG,-1325.0,-1550.0
2025-04-22,2025-04-22T10:25:00-04:00,2025-04-22T11:40:00-04:00,B2,LONG,810.0,-1005.0
2025-04-22,2025-04-22T19:20:00-04:00,2025-04-22T21:20:00-04:00,OD,LONG,-2230.0,-1670.0
2025-04-23,2025-04-23T09:50:00-04:00,2025-04-23T11:30:00-04:00,FB,LONG,-3790.0,-4150.0
2025-04-23,2025-04-23T19:20:00-04:00,2025-04-23T22:20:00-04:00,OD,LONG,-1390.0,-1145.0
2025-04-24,2025-04-24T09:45:00-04:00,2025-04-24T14:00:00-04:00,FB,LONG,6185.0,-50.0
2025-04-24,2025-04-24T10:00:00-04:00,2025-04-24T10:40:00-04:00,RV,LONG,2494.3370758983656,-140.0
2025-04-24,2025-04-24T10:25:00-04:00,2025-04-24T12:40:00-04:00,B2,LONG,2630.5769743784917,-585.0
2025-04-24,2025-04-24T19:20:00-04:00,2025-04-24T22:20:00-04:00,OD,LONG,-450.0,-240.0
2025-04-25,2025-04-25T12:15:00-04:00,2025-04-25T14:00:00-04:00,FB,LONG,925.0,-205.0
2025-04-27,2025-04-27T19:20:00-04:00,2025-04-28T05:20:00-04:00,OD,LONG,1520.0,-1105.0
2025-04-28,2025-04-28T19:20:00-04:00,2025-04-28T22:00:00-04:00,OD,LONG,2130.0,-115.0
2025-04-29,2025-04-29T10:00:00-04:00,2025-04-29T11:20:00-04:00,RV,LONG,2073.2470922941866,-800.0
2025-04-29,2025-04-29T12:05:00-04:00,2025-04-29T14:00:00-04:00,FB,LONG,1555.0,-2130.0
2025-04-29,2025-04-29T19:20:00-04:00,2025-04-29T23:00:00-04:00,OD,LONG,-1255.0,-1115.0
2025-04-30,2025-04-30T10:20:00-04:00,2025-04-30T11:20:00-04:00,RV,SHORT,-2574.3239902891946,-2890.0
2025-04-30,2025-04-30T14:10:00-04:00,2025-04-30T16:00:00-04:00,B2,LONG,2951.498798824832,-1220.0
2025-04-30,2025-04-30T19:20:00-04:00,2025-05-01T04:40:00-04:00,OD,LONG,1855.0,-10.0
2025-05-01,2025-05-01T11:00:00-04:00,2025-05-01T12:00:00-04:00,FB,LONG,-2480.0,-2795.0
2025-05-01,2025-05-01T12:05:00-04:00,2025-05-01T16:00:00-04:00,B2,LONG,-1855.0,-2165.0
2025-05-01,2025-05-01T19:20:00-04:00,2025-05-01T20:40:00-04:00,OD,LONG,2660.0,-1190.0
2025-05-02,2025-05-02T12:00:00-04:00,2025-05-02T14:00:00-04:00,FB,LONG,550.0,-115.0
2025-05-04,2025-05-04T19:20:00-04:00,2025-05-04T21:40:00-04:00,OD,LONG,-2135.0,-1185.0
2025-05-05,2025-05-05T10:55:00-04:00,2025-05-05T14:00:00-04:00,FB,LONG,820.0,-730.0
2025-05-05,2025-05-05T19:20:00-04:00,2025-05-05T21:20:00-04:00,OD,LONG,-1375.0,-1090.0
2025-05-06,2025-05-06T09:40:00-04:00,2025-05-06T10:00:00-04:00,RV,SHORT,1591.765487006196,-45.0
2025-05-06,2025-05-06T10:20:00-04:00,2025-05-06T12:20:00-04:00,RV,SHORT,-2059.3284046125336,-3180.0
2025-05-06,2025-05-06T19:20:00-04:00,2025-05-06T22:40:00-04:00,OD,LONG,-1015.0,-1360.0
2025-05-07,2025-05-07T19:20:00-04:00,2025-05-07T21:00:00-04:00,OD,LONG,2560.0,-650.0
2025-05-08,2025-05-08T12:05:00-04:00,2025-05-08T14:00:00-04:00,FB,LONG,-840.0,-905.0
2025-05-08,2025-05-08T19:20:00-04:00,2025-05-09T07:00:00-04:00,OD,LONG,1555.0,-1695.0
2025-05-11,2025-05-11T19:20:00-04:00,2025-05-12T01:40:00-04:00,OD,LONG,1880.0,-410.0
2025-05-12,2025-05-12T19:20:00-04:00,2025-05-12T20:40:00-04:00,OD,LONG,-1535.0,-1565.0
2025-05-13,2025-05-13T10:15:00-04:00,2025-05-13T14:00:00-04:00,FB,LONG,1840.0,-320.0
2025-05-13,2025-05-13T10:20:00-04:00,2025-05-13T12:40:00-04:00,RV,LONG,1956.8356334601413,-600.0
2025-05-13,2025-05-13T19:20:00-04:00,2025-05-14T02:40:00-04:00,OD,LONG,1525.0,-465.0
2025-05-14,2025-05-14T12:35:00-04:00,2025-05-14T13:20:00-04:00,FB,LONG,-1910.0,-1915.0
2025-05-14,2025-05-14T19:20:00-04:00,2025-05-15T01:00:00-04:00,OD,LONG,-60.0,-250.0
2025-05-15,2025-05-15T11:20:00-04:00,2025-05-15T13:00:00-04:00,RV,LONG,1948.398148677152,-185.0
2025-05-15,2025-05-15T11:20:00-04:00,2025-05-15T14:00:00-04:00,FB,LONG,1705.0,-185.0
2025-05-15,2025-05-15T19:20:00-04:00,2025-05-15T20:40:00-04:00,OD,LONG,-500.0,-70.0
2025-05-18,2025-05-18T19:20:00-04:00,2025-05-18T20:00:00-04:00,OD,LONG,-610.0,-85.0
2025-05-19,2025-05-19T10:05:00-04:00,2025-05-19T14:00:00-04:00,FB,LONG,2180.0,-260.0
2025-05-19,2025-05-19T10:35:00-04:00,2025-05-19T13:20:00-04:00,B2,LONG,1070.5733394372146,-630.0
2025-05-19,2025-05-19T19:20:00-04:00,2025-05-19T21:00:00-04:00,OD,LONG,-940.0,-245.0
2025-05-20,2025-05-20T19:20:00-04:00,2025-05-20T22:00:00-04:00,OD,LONG,-750.0,-535.0
2025-05-21,2025-05-21T09:40:00-04:00,2025-05-21T10:20:00-04:00,RV,SHORT,-1550.5154003148346,-2000.0
2025-05-21,2025-05-21T11:25:00-04:00,2025-05-21T13:20:00-04:00,B2,LONG,-3495.0,-3780.0
2025-05-21,2025-05-21T19:20:00-04:00,2025-05-22T07:00:00-04:00,OD,LONG,915.0,-490.0
2025-05-22,2025-05-22T11:50:00-04:00,2025-05-22T14:00:00-04:00,FB,LONG,810.0,-1100.0
2025-05-22,2025-05-22T19:20:00-04:00,2025-05-23T02:00:00-04:00,OD,LONG,-1320.0,-660.0
2025-05-23,2025-05-23T09:50:00-04:00,2025-05-23T14:00:00-04:00,FB,LONG,3770.0,-290.0
2025-05-25,2025-05-25T19:20:00-04:00,2025-05-26T03:00:00-04:00,OD,LONG,1495.0,-150.0
2025-05-26,2025-05-26T19:20:00-04:00,2025-05-26T21:00:00-04:00,OD,LONG,-920.0,-745.0
2025-05-27,2025-05-27T10:20:00-04:00,2025-05-27T13:20:00-04:00,RV,LONG,1750.1783522863116,-500.0
2025-05-27,2025-05-27T10:20:00-04:00,2025-05-27T14:00:00-04:00,FB,LONG,2040.0,-500.0
2025-05-27,2025-05-27T19:20:00-04:00,2025-05-27T23:40:00-04:00,OD,LONG,-795.0,-485.0
2025-05-28,2025-05-28T19:20:00-04:00,2025-05-29T04:00:00-04:00,OD,LONG,1350.0,-860.0
2025-05-29,2025-05-29T11:50:00-04:00,2025-05-29T12:20:00-04:00,B2,SHORT,150.0,-715.0
2025-05-29,2025-05-29T19:20:00-04:00,2025-05-30T02:20:00-04:00,OD,LONG,-200.0,-1890.0
2025-05-30,2025-05-30T10:20:00-04:00,2025-05-30T12:40:00-04:00,RV,SHORT,2323.4783180826344,-465.0
2025-05-30,2025-05-30T14:20:00-04:00,2025-05-30T15:00:00-04:00,RV,SHORT,-430.0,-560.0
2025-06-01,2025-06-01T19:20:00-04:00,2025-06-01T23:00:00-04:00,OD,LONG,-985.0,-900.0
2025-06-02,2025-06-02T10:20:00-04:00,2025-06-02T12:00:00-04:00,B2,LONG,2396.3574659390724,-195.0
2025-06-02,2025-06-02T10:25:00-04:00,2025-06-02T14:00:00-04:00,FB,LONG,1880.0,-35.0
2025-06-02,2025-06-02T19:20:00-04:00,2025-06-03T00:00:00-04:00,OD,LONG,-1105.0,-1575.0
2025-06-03,2025-06-03T10:05:00-04:00,2025-06-03T14:00:00-04:00,FB,LONG,2020.0,-1170.0
2025-06-03,2025-06-03T11:15:00-04:00,2025-06-03T12:40:00-04:00,B2,LONG,1574.407047957793,-155.0
2025-06-03,2025-06-03T19:20:00-04:00,2025-06-04T08:00:00-04:00,OD,LONG,-190.0,-955.0
2025-06-04,2025-06-04T09:35:00-04:00,2025-06-04T10:10:00-04:00,FB,LONG,-1570.0,-2280.0
2025-06-04,2025-06-04T19:20:00-04:00,2025-06-05T01:00:00-04:00,OD,LONG,-225.0,-200.0
2025-06-05,2025-06-05T11:55:00-04:00,2025-06-05T13:00:00-04:00,B2,LONG,-4045.0,-4795.0
2025-06-05,2025-06-05T14:40:00-04:00,2025-06-05T15:00:00-04:00,RV,SHORT,695.0,-145.0
2025-06-05,2025-06-05T19:20:00-04:00,2025-06-06T01:00:00-04:00,OD,LONG,2305.0,-115.0
2025-06-06,2025-06-06T11:10:00-04:00,2025-06-06T14:00:00-04:00,FB,LONG,-560.0,-2535.0
2025-06-08,2025-06-08T19:20:00-04:00,2025-06-08T21:20:00-04:00,OD,LONG,-335.0,-305.0
2025-06-09,2025-06-09T10:35:00-04:00,2025-06-09T14:00:00-04:00,FB,LONG,-240.0,-1310.0
2025-06-09,2025-06-09T19:20:00-04:00,2025-06-09T21:20:00-04:00,OD,LONG,2470.0,-390.0
2025-06-10,2025-06-10T12:30:00-04:00,2025-06-10T14:00:00-04:00,FB,LONG,-715.0,-820.0
2025-06-10,2025-06-10T19:20:00-04:00,2025-06-10T21:00:00-04:00,OD,LONG,-1485.0,-1430.0
2025-06-11,2025-06-11T19:20:00-04:00,2025-06-11T20:40:00-04:00,OD,LONG,-580.0,-685.0
2025-06-12,2025-06-12T10:10:00-04:00,2025-06-12T14:00:00-04:00,FB,LONG,920.0,-185.0
2025-06-12,2025-06-12T11:05:00-04:00,2025-06-12T16:20:00-04:00,B2,LONG,-845.0,-1765.0
2025-06-12,2025-06-12T19:20:00-04:00,2025-06-12T20:00:00-04:00,OD,LONG,-4955.0,-1960.0
2025-06-15,2025-06-15T19:20:00-04:00,2025-06-16T00:00:00-04:00,OD,LONG,5425.0,-820.0
2025-06-16,2025-06-16T09:50:00-04:00,2025-06-16T14:00:00-04:00,FB,LONG,1100.0,-260.0
2025-06-16,2025-06-16T19:20:00-04:00,2025-06-16T19:40:00-04:00,OD,LONG,-1640.0,-900.0
2025-06-17,2025-06-17T19:20:00-04:00,2025-06-17T22:40:00-04:00,OD,LONG,1735.0,-135.0
2025-06-18,2025-06-18T19:20:00-04:00,2025-06-18T20:00:00-04:00,OD,LONG,-1580.0,-255.0
2025-06-19,2025-06-19T19:20:00-04:00,2025-06-20T04:40:00-04:00,OD,LONG,-440.0,-915.0
2025-06-22,2025-06-22T19:20:00-04:00,2025-06-23T02:40:00-04:00,OD,LONG,1450.0,-795.0
2025-06-23,2025-06-23T10:00:00-04:00,2025-06-23T11:00:00-04:00,RV,LONG,1769.985131599242,-0.0
2025-06-23,2025-06-23T10:20:00-04:00,2025-06-23T12:35:00-04:00,FB,LONG,-3260.0,-4085.0
2025-06-23,2025-06-23T19:20:00-04:00,2025-06-24T02:00:00-04:00,OD,LONG,1630.0,-945.0
2025-06-24,2025-06-24T10:35:00-04:00,2025-06-24T14:00:00-04:00,FB,LONG,1825.0,-495.0
2025-06-24,2025-06-24T19:20:00-04:00,2025-06-25T06:40:00-04:00,OD,LONG,1100.0,-0.0
2025-06-25,2025-06-25T09:40:00-04:00,2025-06-25T10:00:00-04:00,RV,LONG,-803.1670998928166,-1100.0
2025-06-25,2025-06-25T19:20:00-04:00,2025-06-26T02:40:00-04:00,OD,LONG,1590.0,-360.0
2025-06-26,2025-06-26T10:00:00-04:00,2025-06-26T11:20:00-04:00,RV,LONG,1121.894387764405,-130.0
2025-06-26,2025-06-26T11:20:00-04:00,2025-06-26T14:00:00-04:00,FB,LONG,775.0,-1010.0
2025-06-26,2025-06-26T19:20:00-04:00,2025-06-27T03:20:00-04:00,OD,LONG,1195.0,-345.0
2025-06-27,2025-06-27T10:00:00-04:00,2025-06-27T10:20:00-04:00,RV,LONG,1032.0677508899098,-0.0
2025-06-27,2025-06-27T10:40:00-04:00,2025-06-27T13:50:00-04:00,FB,LONG,-1530.0,-1890.0
2025-06-27,2025-06-27T11:40:00-04:00,2025-06-27T14:00:00-04:00,RV,LONG,-1351.373407343635,-2315.0
2025-06-30,2025-06-30T19:20:00-04:00,2025-06-30T22:40:00-04:00,OD,LONG,165.0,-375.0
2025-07-01,2025-07-01T19:20:00-04:00,2025-07-02T03:20:00-04:00,OD,LONG,595.0,-705.0
2025-07-02,2025-07-02T09:40:00-04:00,2025-07-02T10:40:00-04:00,RV,SHORT,-1329.0033676240273,-2185.0
2025-07-02,2025-07-02T19:20:00-04:00,2025-07-03T04:40:00-04:00,OD,LONG,205.0,-400.0
2025-07-03,2025-07-03T09:55:00-04:00,2025-07-03T13:15:00-04:00,FB,LONG,1285.0,-105.0
2025-07-03,2025-07-03T10:20:00-04:00,2025-07-03T18:20:00-04:00,RV,LONG,-200.0,-795.0
2025-07-03,2025-07-03T19:20:00-04:00,2025-07-03T22:00:00-04:00,OD,LONG,-910.0,-410.0
2025-07-06,2025-07-06T19:20:00-04:00,2025-07-06T21:00:00-04:00,OD,LONG,-925.0,-580.0
2025-07-07,2025-07-07T19:20:00-04:00,2025-07-08T02:20:00-04:00,OD,LONG,1395.0,-80.0
2025-07-08,2025-07-08T19:20:00-04:00,2025-07-09T02:00:00-04:00,OD,LONG,-1290.0,-1290.0
2025-07-09,2025-07-09T09:35:00-04:00,2025-07-09T11:20:00-04:00,FB,LONG,-2050.0,-2095.0
2025-07-09,2025-07-09T10:15:00-04:00,2025-07-09T10:40:00-04:00,B2,LONG,-1985.0,-2570.0
2025-07-09,2025-07-09T11:25:00-04:00,2025-07-09T16:00:00-04:00,B2,LONG,1608.470734703369,-690.0
2025-07-09,2025-07-09T19:20:00-04:00,2025-07-09T21:00:00-04:00,OD,LONG,-830.0,-885.0
2025-07-10,2025-07-10T19:20:00-04:00,2025-07-10T20:00:00-04:00,OD,LONG,-1430.0,-110.0
2025-07-11,2025-07-11T10:00:00-04:00,2025-07-11T15:00:00-04:00,RV,LONG,255.0,-1100.0
2025-07-11,2025-07-11T10:15:00-04:00,2025-07-11T14:00:00-04:00,FB,LONG,390.0,-1390.0
2025-07-13,2025-07-13T19:20:00-04:00,2025-07-14T01:40:00-04:00,OD,LONG,-530.0,-410.0
2025-07-14,2025-07-14T10:05:00-04:00,2025-07-14T14:00:00-04:00,FB,LONG,2210.0,-455.0
2025-07-14,2025-07-14T11:20:00-04:00,2025-07-14T15:40:00-04:00,B2,LONG,415.0,-325.0
2025-07-14,2025-07-14T19:20:00-04:00,2025-07-14T21:40:00-04:00,OD,LONG,2820.0,-155.0
2025-07-15,2025-07-15T19:20:00-04:00,2025-07-16T02:20:00-04:00,OD,LONG,-590.0,-465.0
2025-07-16,2025-07-16T12:00:00-04:00,2025-07-16T15:00:00-04:00,RV,SHORT,-1640.0,-1665.0
2025-07-16,2025-07-16T19:20:00-04:00,2025-07-17T02:00:00-04:00,OD,LONG,1675.0,-395.0
2025-07-17,2025-07-17T10:50:00-04:00,2025-07-17T14:00:00-04:00,FB,LONG,1640.0,-225.0
2025-07-17,2025-07-17T19:20:00-04:00,2025-07-18T02:40:00-04:00,OD,LONG,200.0,-250.0
2025-07-20,2025-07-20T19:20:00-04:00,2025-07-21T02:20:00-04:00,OD,LONG,1460.0,-180.0
2025-07-21,2025-07-21T09:40:00-04:00,2025-07-21T10:00:00-04:00,RV,LONG,844.5767791954131,-65.0
2025-07-21,2025-07-21T09:50:00-04:00,2025-07-21T14:00:00-04:00,FB,LONG,645.0,-390.0
2025-07-21,2025-07-21T19:20:00-04:00,2025-07-21T23:00:00-04:00,OD,LONG,-165.0,-235.0
2025-07-22,2025-07-22T19:20:00-04:00,2025-07-22T20:20:00-04:00,OD,LONG,-370.0,-370.0
2025-07-23,2025-07-23T10:15:00-04:00,2025-07-23T12:00:00-04:00,B2,SHORT,-2175.0,-2860.0
2025-07-23,2025-07-23T11:00:00-04:00,2025-07-23T12:00:00-04:00,RV,SHORT,-1201.3074146983854,-1880.0
2025-07-23,2025-07-23T13:45:00-04:00,2025-07-23T15:40:00-04:00,B2,LONG,375.0,-730.0
2025-07-23,2025-07-23T19:20:00-04:00,2025-07-23T23:40:00-04:00,OD,LONG,-290.0,-220.0
2025-07-24,2025-07-24T19:20:00-04:00,2025-07-25T00:20:00-04:00,OD,LONG,290.0,-115.0
2025-07-25,2025-07-25T10:00:00-04:00,2025-07-25T12:20:00-04:00,RV,LONG,857.0909815654159,-105.0
2025-07-25,2025-07-25T10:35:00-04:00,2025-07-25T14:00:00-04:00,FB,LONG,755.0,-195.0
2025-07-27,2025-07-27T19:20:00-04:00,2025-07-28T02:40:00-04:00,OD,LONG,705.0,-120.0
2025-07-28,2025-07-28T19:20:00-04:00,2025-07-29T03:40:00-04:00,OD,LONG,1330.0,-60.0
2025-07-29,2025-07-29T09:40:00-04:00,2025-07-29T10:00:00-04:00,RV,LONG,-743.4283802787832,-1800.0
2025-07-29,2025-07-29T11:50:00-04:00,2025-07-29T16:20:00-04:00,B2,LONG,-865.0,-1535.0
2025-07-29,2025-07-29T19:20:00-04:00,2025-07-30T03:00:00-04:00,OD,LONG,200.0,-155.0
