bm,norm,zlook,ema,hz,sl,tp,variant,of_p1,of_p2,gamma,is_t,is_pf,is_wr,is_pnl,is_mdd,oos_t,oos_pf,oos_wr,oos_pnl,oos_mdd,tot_t,tot_pf,tot_wr,tot_pnl,tot_mdd
15,275,100,40,1.5,2.5,0.75,window_N10_D100,10,100,drop_pos,1134,1.2518160009991308,75.22045855379189,97300.74869129792,-18309.03863537765,281,1.2109684176063567,73.66548042704626,29935.847734690615,-14303.856685638166,1415,1.2408445211008112,74.91166077738517,127236.59642598854,-18309.03863537765
15,275,100,40,1.5,2.5,0.75,window_N10_D250,10,250,none,492,1.1991871384417643,75.40650406504065,33444.349571108396,-21140.692572634507,63,1.3815592649868225,77.77777777777777,10526.745156926336,-7761.513761869428,555,1.2249242343208318,75.67567567567568,43971.09472803473,-21140.692572634507
15,275,100,40,1.5,2.5,0.75,multi_pd25_K2,25,2,none,1430,1.2338298150319087,74.82517482517483,111769.54136604458,-17946.08853178456,411,1.2173483803636311,73.96593673965937,41714.23316101624,-13208.44796317535,1841,1.2291080886087615,74.63335143943509,153483.7745270608,-17946.08853178456
15,275,100,40,1.5,2.5,0.75,multi_pd25_K2,25,2,drop_pos,1216,1.259738904802615,75.41118421052632,106051.61900271614,-17946.088531784553,314,1.1286685730095791,73.2484076433121,21287.885983995657,-13755.763897893994,1530,1.2219431488617551,74.9673202614379,127339.5049867118,-17946.088531784553
15,275,100,40,1.5,2.5,0.75,multi_pd25_K3,25,3,none,1354,1.2305004099490329,74.81536189069423,105070.09301555732,-17408.428552953148,370,1.1939588945172006,72.70270270270271,34817.23083276753,-15787.886341964986,1724,1.220176057771752,74.36194895591647,139887.32384832483,-17408.428552953148
15,275,100,40,1.5,2.5,0.75,multi_pd25_K3,25,3,drop_pos,1151,1.2624142295779897,75.49956559513467,101871.91856330367,-17408.428552953148,288,1.1596576333586759,72.91666666666667,24186.202323911057,-14045.674546888404,1439,1.2335714783127354,74.98262682418346,126058.12088721473,-17408.428552953148
15,275,100,40,1.5,2.5,0.75,multi_pd25_K4,25,4,none,1281,1.209654626413213,74.78532396565184,92210.31033164392,-20598.06673052648,343,1.1569143502556907,72.01166180758017,27133.72561837532,-14617.619656288152,1624,1.1947708733289588,74.19950738916256,119344.03595001924,-20598.06673052648
15,275,100,40,1.5,2.5,0.75,multi_pd25_K4,25,4,drop_pos,1090,1.232379428958169,75.13761467889908,87917.68248142274,-19955.004269427445,272,1.1431382374301398,72.79411764705883,20880.32374070659,-12773.258411854113,1362,1.2075458128946173,74.66960352422907,108798.00622212933,-19955.004269427445
15,275,100,40,1.5,2.5,0.75,multi_pd25_K5,25,5,none,1204,1.2091042587678187,74.91694352159469,87418.24077135487,-18333.55597355381,307,1.1528328681452589,71.66123778501628,23795.333390614906,-12085.406767484455,1511,1.1938343767207367,74.2554599602912,111213.57416196977,-18333.55597355381
15,275,100,40,1.5,2.5,0.75,multi_pd25_K5,25,5,drop_pos,1026,1.2211531532598023,74.95126705653021,80141.6013581013,-18333.55597355381,245,1.1055557162702807,71.83673469387755,14267.081665627265,-13947.032844313435,1271,1.18975011281366,74.35090479937057,94408.68302372856,-18333.55597355381
