bm,norm,zlook,ema,hz,sl,tp,variant,of_p1,of_p2,gamma,is_t,is_pf,is_wr,is_pnl,is_mdd,oos_t,oos_pf,oos_wr,oos_pnl,oos_mdd,tot_t,tot_pf,tot_wr,tot_pnl,tot_mdd
15,400,75,80,1.75,2.0,2.0,window_N3_D100,3,100,drop_pos,847,1.1131648485103562,52.77449822904369,56663.81336825786,-29516.209193301693,183,1.1902000350368502,55.19125683060109,28241.03406173126,-17232.008377983802,1030,1.1307838256295817,53.20388349514563,84904.84742998914,-29516.209193301693
15,400,75,80,1.75,2.0,2.0,window_N5_D100,5,100,none,1226,1.0960053587298737,52.61011419249592,69045.59973003753,-40138.56516078471,337,1.2049801350547327,54.00593471810089,51480.29152989482,-16623.13581271803,1563,1.1242109107164355,52.91106845809341,120525.89125993235,-40760.036088294146
15,400,75,80,1.75,2.0,2.0,window_N5_D100,5,100,drop_pos,1036,1.0723503221718231,52.7027027027027,45565.45263968001,-39068.29382318417,266,1.2529497819760194,55.6390977443609,51911.93058652054,-18426.870729415605,1302,1.1167372215042997,53.3026113671275,97477.38322620056,-39689.764750693605
15,400,75,80,1.75,2.0,2.0,window_N8_D100,8,100,none,1361,1.0936844165647654,52.97575312270389,75185.12649219425,-44796.96516794087,384,1.2149063275913916,53.645833333333336,62690.30946124163,-16749.655667188345,1745,1.1260003985408058,53.12320916905444,137875.43595343587,-44796.96516794087
15,400,75,80,1.75,2.0,2.0,window_N8_D100,8,100,drop_pos,1152,1.0946827510110269,53.55902777777778,65829.06950063098,-35826.71766062587,303,1.267600298838655,55.115511551155116,64247.78584574764,-16863.764230583256,1455,1.1390678736919215,53.88316151202749,130076.85534637861,-35826.71766062587
15,400,75,80,1.75,2.0,2.0,window_N8_D250,8,250,none,455,1.0211779882952454,51.64835164835165,5754.783955723287,-34257.28951275549,65,1.9958821643321307,60.0,32881.36677914823,-8726.258474015922,520,1.1267791819250395,52.69230769230769,38636.15073487152,-34257.28951275549
15,400,75,80,1.75,2.0,2.0,window_N10_D100,10,100,none,1395,1.0780228170004635,52.68817204301075,64463.1073989029,-43897.66515100557,401,1.2221913539971971,54.3640897755611,66583.64263658361,-14307.527229063635,1796,1.1163953228437256,53.062360801781736,131046.7500354865,-43897.66515100557
15,400,75,80,1.75,2.0,2.0,window_N10_D100,10,100,drop_pos,1184,1.0777728831450553,53.29391891891892,55862.7221372271,-37980.04218086142,314,1.2751623595381179,55.732484076433124,67305.69459485014,-14307.527229063635,1498,1.1279161835006695,53.80507343124165,123168.41673207724,-37980.04218086142
15,400,75,80,1.75,2.0,2.0,window_N10_D250,10,250,none,598,1.1274938643385664,53.34448160535117,43324.89101929932,-18616.664816203956,83,1.0372311145417805,48.19277108433735,2308.5907251966273,-14188.739617508327,681,1.1135651525571657,52.71659324522761,45633.48174449595,-18616.664816203956
15,400,75,80,1.75,2.0,2.0,window_N10_D250,10,250,drop_pos,511,1.098434765250212,52.83757338551859,29523.70584020129,-21566.04166827732,62,1.025987534465227,50.0,1303.8395766163012,-14593.261525591079,573,1.0880526818661171,52.5305410122164,30827.545416817593,-21566.04166827732
15,400,75,80,1.75,2.0,2.0,multi_pd25_K2,25,2,none,1494,1.1163463791125654,53.6144578313253,99541.35127567021,-44092.63618110861,443,1.2993463808138679,54.627539503386004,95140.63458636396,-17321.642324420318,1937,1.1659143772051872,53.84615384615385,194681.98586203414,-44092.63618110861
15,400,75,80,1.75,2.0,2.0,multi_pd25_K2,25,2,drop_pos,1259,1.119118561538977,54.169976171564734,88002.46511237568,-38180.20717270135,350,1.3418611969689995,55.42857142857143,89469.32163323734,-17321.642324420318,1609,1.177384358156731,54.44375388440025,177471.78674561303,-38180.20717270135
