entry_ts,exit_ts,side,entry_price,exit_price,pnl_pts,pnl_dollars,reason,gsign,year,hour,regime,in_is
2021-01-15 10:40:00-05:00,2021-01-15 11:20:00-05:00,SHORT,12826.5,12748.35997522661,78.1400247733909,1562.800495467818,target,0,2021,10,ZERO,True
2021-01-20 10:20:00-05:00,2021-01-20 13:20:00-05:00,LONG,13224.0,13277.712287638922,53.712287638922135,1074.2457527784427,target,-1,2021,10,NEG,True
2021-01-21 10:20:00-05:00,2021-01-21 15:00:00-05:00,LONG,13373.0,13407.0,34.0,680.0,force_close,-1,2021,10,NEG,True
2021-01-25 12:00:00-05:00,2021-01-25 15:00:00-05:00,SHORT,13398.0,13438.25,-40.25,-805.0,force_close,0,2021,12,ZERO,True
2021-01-27 12:20:00-05:00,2021-01-27 14:40:00-05:00,SHORT,13291.75,13166.38287863154,125.36712136845927,2507.3424273691853,target,-1,2021,12,NEG,True
2021-01-29 13:40:00-05:00,2021-01-29 15:00:00-05:00,SHORT,12924.75,12911.5,13.25,265.0,force_close,0,2021,13,ZERO,True
2021-02-02 09:40:00-05:00,2021-02-02 12:00:00-05:00,LONG,13390.25,13449.895583591937,59.645583591936884,1192.9116718387377,target,0,2021,9,ZERO,True
2021-02-03 10:00:00-05:00,2021-02-03 10:20:00-05:00,LONG,13527.75,13463.400456167123,-64.34954383287732,-1286.9908766575463,stop,-1,2021,10,NEG,True
2021-02-05 11:00:00-05:00,2021-02-05 13:00:00-05:00,LONG,13563.0,13621.214958864592,58.21495886459161,1164.2991772918322,target,0,2021,11,ZERO,True
2021-02-08 10:00:00-05:00,2021-02-08 11:40:00-05:00,LONG,13661.0,13617.61398917736,-43.386010822639946,-867.7202164527989,stop,0,2021,10,ZERO,True
2021-02-08 12:00:00-05:00,2021-02-08 15:00:00-05:00,SHORT,13631.75,13640.75,-9.0,-180.0,force_close,0,2021,12,ZERO,True
2021-02-09 10:00:00-05:00,2021-02-09 14:00:00-05:00,LONG,13706.5,13664.365800158552,-42.13419984144821,-842.6839968289642,stop,-1,2021,10,NEG,True
2021-02-10 14:40:00-05:00,2021-02-10 15:00:00-05:00,SHORT,13676.0,13680.75,-4.75,-95.0,force_close,-1,2021,14,NEG,True
2021-02-16 10:00:00-05:00,2021-02-16 11:20:00-05:00,SHORT,13852.5,13808.093558430885,44.406441569115486,888.1288313823097,target,0,2021,10,ZERO,True
2021-02-16 13:00:00-05:00,2021-02-16 15:00:00-05:00,SHORT,13790.0,13772.75,17.25,345.0,force_close,0,2021,13,ZERO,True
2021-02-17 10:00:00-05:00,2021-02-17 10:40:00-05:00,SHORT,13673.0,13604.850241517122,68.14975848287759,1362.9951696575517,target,-1,2021,10,NEG,True
2021-02-17 11:00:00-05:00,2021-02-17 11:20:00-05:00,SHORT,13652.5,13567.623535208862,84.87646479113755,1697.529295822751,target,-1,2021,11,NEG,True
2021-02-17 12:00:00-05:00,2021-02-17 15:00:00-05:00,SHORT,13600.25,13658.25,-58.0,-1160.0,force_close,-1,2021,12,NEG,True
2021-02-18 13:40:00-05:00,2021-02-18 15:00:00-05:00,SHORT,13606.0,13644.25,-38.25,-765.0,force_close,-1,2021,13,NEG,True
2021-02-19 13:40:00-05:00,2021-02-19 15:00:00-05:00,SHORT,13582.25,13590.5,-8.25,-165.0,force_close,0,2021,13,ZERO,True
2021-02-22 11:20:00-05:00,2021-02-22 15:00:00-05:00,SHORT,13332.0,13329.25,2.75,55.0,force_close,0,2021,11,ZERO,True
2021-02-23 10:20:00-05:00,2021-02-23 11:00:00-05:00,SHORT,12954.0,13083.59272370618,-129.59272370618055,-2591.854474123611,stop,0,2021,10,ZERO,True
2021-02-23 13:20:00-05:00,2021-02-23 15:00:00-05:00,SHORT,12993.75,13128.75,-135.0,-2700.0,force_close,0,2021,13,ZERO,True
2021-02-25 14:20:00-05:00,2021-02-25 15:00:00-05:00,SHORT,13001.5,12908.25,93.25,1865.0,force_close,-1,2021,14,NEG,True
2021-03-02 11:00:00-05:00,2021-03-02 15:00:00-05:00,SHORT,13178.5,13165.75,12.75,255.0,force_close,0,2021,11,ZERO,True
2021-03-03 10:40:00-05:00,2021-03-03 14:00:00-05:00,SHORT,12880.0,12777.167910172406,102.83208982759425,2056.641796551885,target,-1,2021,10,NEG,True
2021-03-04 10:40:00-05:00,2021-03-04 13:00:00-05:00,SHORT,12677.25,12527.418119336293,149.83188066370712,2996.6376132741425,target,-1,2021,10,NEG,True
2021-03-09 10:00:00-05:00,2021-03-09 13:20:00-05:00,LONG,12705.25,12802.913044939032,97.66304493903226,1953.2608987806452,target,0,2021,10,ZERO,True
2021-03-17 10:00:00-04:00,2021-03-17 12:00:00-04:00,SHORT,13033.0,12952.483124575487,80.51687542451327,1610.3375084902655,target,-1,2021,10,NEG,True
2021-03-17 14:20:00-04:00,2021-03-17 15:00:00-04:00,LONG,13119.0,13232.75,113.75,2275.0,force_close,-1,2021,14,NEG,True
2021-03-19 10:40:00-04:00,2021-03-19 15:00:00-04:00,SHORT,12817.5,12875.5,-58.0,-1160.0,force_close,0,2021,10,ZERO,True
2021-03-22 09:40:00-04:00,2021-03-22 11:00:00-04:00,LONG,12984.25,13044.492962416722,60.24296241672164,1204.8592483344328,target,0,2021,9,ZERO,True
2021-03-23 11:00:00-04:00,2021-03-23 15:00:00-04:00,LONG,13125.25,13043.75,-81.5,-1630.0,force_close,0,2021,11,ZERO,True
2021-03-24 10:40:00-04:00,2021-03-24 11:20:00-04:00,SHORT,12961.0,13038.538308295252,-77.53830829525214,-1550.7661659050427,stop,-1,2021,10,NEG,True
2021-03-25 09:40:00-04:00,2021-03-25 11:00:00-04:00,SHORT,12781.75,12703.260257079799,78.48974292020102,1569.7948584040205,target,-1,2021,9,NEG,True
2021-03-26 10:40:00-04:00,2021-03-26 11:40:00-04:00,LONG,12844.75,12757.49891636515,-87.25108363485015,-1745.021672697003,stop,0,2021,10,ZERO,True
2021-03-31 09:40:00-04:00,2021-03-31 10:00:00-04:00,LONG,12992.75,13041.967203496566,49.21720349656607,984.3440699313214,target,-1,2021,9,NEG,True
2021-04-01 09:40:00-04:00,2021-04-01 15:00:00-04:00,LONG,13290.25,13301.25,11.0,220.0,force_close,0,2021,9,ZERO,True
2021-04-05 10:00:00-04:00,2021-04-05 10:40:00-04:00,LONG,13477.0,13529.319362466531,52.31936246653095,1046.387249330619,target,0,2021,10,ZERO,True
2021-04-06 10:00:00-04:00,2021-04-06 12:00:00-04:00,LONG,13597.25,13651.398674140944,54.14867414094442,1082.9734828188884,target,0,2021,10,ZERO,True
2021-04-09 10:00:00-04:00,2021-04-09 12:20:00-04:00,SHORT,13718.5,13778.856813628525,-60.35681362852483,-1207.1362725704967,stop,0,2021,10,ZERO,True
2021-04-12 10:20:00-04:00,2021-04-12 11:00:00-04:00,LONG,13798.75,13745.229750474784,-53.52024952521606,-1070.4049905043212,stop,0,2021,10,ZERO,True
2021-04-13 09:40:00-04:00,2021-04-13 15:00:00-04:00,LONG,13934.0,13968.5,34.5,690.0,force_close,0,2021,9,ZERO,True
2021-04-14 12:00:00-04:00,2021-04-14 14:00:00-04:00,SHORT,13907.25,13848.729998511006,58.52000148899424,1170.4000297798848,target,1,2021,12,POS,True
2021-04-14 14:40:00-04:00,2021-04-14 15:00:00-04:00,SHORT,13844.0,13808.25,35.75,715.0,force_close,1,2021,14,POS,True
2021-04-15 09:40:00-04:00,2021-04-15 13:20:00-04:00,LONG,13967.0,14015.293221611104,48.293221611103945,965.8644322220789,target,-1,2021,9,NEG,True
2021-04-19 13:20:00-04:00,2021-04-19 15:00:00-04:00,SHORT,13879.0,13886.25,-7.25,-145.0,force_close,0,2021,13,ZERO,True
2021-04-20 12:20:00-04:00,2021-04-20 15:00:00-04:00,SHORT,13800.75,13744.25,56.5,1130.0,force_close,0,2021,12,ZERO,True
2021-04-21 10:00:00-04:00,2021-04-21 11:40:00-04:00,LONG,13803.0,13869.620084816946,66.62008481694647,1332.4016963389295,target,-1,2021,10,NEG,True
2021-04-27 11:00:00-04:00,2021-04-27 15:00:00-04:00,SHORT,13943.25,13957.75,-14.5,-290.0,force_close,0,2021,11,ZERO,True
2021-04-30 09:40:00-04:00,2021-04-30 10:40:00-04:00,SHORT,13884.75,13941.437829914294,-56.687829914293616,-1133.7565982858723,stop,-1,2021,9,NEG,True
2021-04-30 11:40:00-04:00,2021-04-30 14:00:00-04:00,SHORT,13897.0,13826.492639105414,70.50736089458587,1410.1472178917174,target,-1,2021,11,NEG,True
2021-05-03 10:20:00-04:00,2021-05-03 11:00:00-04:00,LONG,13938.75,13878.200243522591,-60.549756477408664,-1210.9951295481733,stop,-1,2021,10,NEG,True
2021-05-04 12:20:00-04:00,2021-05-04 15:00:00-04:00,SHORT,13432.25,13476.5,-44.25,-885.0,force_close,-1,2021,12,NEG,True
2021-05-06 09:40:00-04:00,2021-05-06 10:00:00-04:00,SHORT,13505.75,13438.763108364235,66.98689163576455,1339.737832715291,target,-1,2021,9,NEG,True
2021-05-06 10:40:00-04:00,2021-05-06 12:00:00-04:00,SHORT,13467.25,13552.309111123825,-85.05911112382455,-1701.182222476491,stop,-1,2021,10,NEG,True
2021-05-07 08:40:00-04:00,2021-05-07 09:40:00-04:00,LONG,13777.5,13712.115041213046,-65.38495878695358,-1307.6991757390715,stop,-1,2021,8,NEG,True
2021-05-11 09:40:00-04:00,2021-05-11 10:00:00-04:00,SHORT,13163.25,13247.876245525104,-84.62624552510351,-1692.5249105020703,stop,-1,2021,9,NEG,True
2021-05-18 10:40:00-04:00,2021-05-18 14:20:00-04:00,LONG,13385.5,13322.644348775902,-62.85565122409753,-1257.1130244819506,stop,-1,2021,10,NEG,True
2021-05-19 09:40:00-04:00,2021-05-19 10:40:00-04:00,SHORT,13007.5,13091.136604281139,-83.63660428113872,-1672.7320856227743,stop,-1,2021,9,NEG,True
2021-05-19 11:00:00-04:00,2021-05-19 13:20:00-04:00,SHORT,13093.75,13196.495081603332,-102.74508160333244,-2054.9016320666487,stop,-1,2021,11,NEG,True
2021-05-20 09:40:00-04:00,2021-05-20 10:40:00-04:00,LONG,13360.5,13427.625195513185,67.12519551318474,1342.5039102636947,target,-1,2021,9,NEG,True
2021-05-21 10:00:00-04:00,2021-05-21 10:20:00-04:00,LONG,13540.25,13483.920263991435,-56.329736008565305,-1126.594720171306,stop,-1,2021,10,NEG,True
2021-05-21 12:40:00-04:00,2021-05-21 15:00:00-04:00,SHORT,13437.5,13443.75,-6.25,-125.0,force_close,-1,2021,12,NEG,True
2021-05-24 09:40:00-04:00,2021-05-24 10:20:00-04:00,LONG,13561.5,13612.002346549292,50.50234654929227,1010.0469309858454,target,-1,2021,9,NEG,True
2021-05-25 12:00:00-04:00,2021-05-25 15:00:00-04:00,SHORT,13645.75,13644.75,1.0,20.0,force_close,-1,2021,12,NEG,True
2021-06-01 10:40:00-04:00,2021-06-01 11:00:00-04:00,SHORT,13659.25,13601.332049540983,57.91795045901745,1158.359009180349,target,1,2021,10,POS,True
2021-06-01 11:20:00-04:00,2021-06-01 15:00:00-04:00,SHORT,13638.75,13686.5,-47.75,-955.0,force_close,1,2021,11,POS,True
2021-06-03 10:20:00-04:00,2021-06-03 11:20:00-04:00,SHORT,13523.0,13590.523689392521,-67.52368939252119,-1350.4737878504238,stop,-1,2021,10,NEG,True
2021-06-14 10:00:00-04:00,2021-06-14 10:20:00-04:00,LONG,14023.5,13981.900095086301,-41.59990491369899,-831.9980982739798,stop,-1,2021,10,NEG,True
2021-06-16 10:00:00-04:00,2021-06-16 11:20:00-04:00,LONG,14080.5,14045.12409052907,-35.3759094709294,-707.518189418588,stop,0,2021,10,ZERO,True
2021-06-16 13:00:00-04:00,2021-06-16 14:20:00-04:00,SHORT,14015.75,13967.735812458544,48.01418754145561,960.2837508291123,target,0,2021,13,ZERO,True
2021-06-16 14:40:00-04:00,2021-06-17 09:40:00-04:00,SHORT,13887.75,13963.405763288418,-75.6557632884178,-1513.115265768356,stop,0,2021,14,ZERO,True
2021-06-17 10:40:00-04:00,2021-06-17 15:00:00-04:00,LONG,14127.5,14161.5,34.0,680.0,force_close,-1,2021,10,NEG,True
2021-06-21 10:00:00-04:00,2021-06-21 11:20:00-04:00,SHORT,14056.5,14131.676585160552,-75.17658516055235,-1503.531703211047,stop,-1,2021,10,NEG,True
2021-06-23 09:40:00-04:00,2021-06-23 12:40:00-04:00,LONG,14287.75,14245.293601605865,-42.45639839413525,-849.127967882705,stop,-1,2021,9,NEG,True
2021-06-24 09:40:00-04:00,2021-06-24 11:00:00-04:00,LONG,14376.75,14412.587440765237,35.83744076523726,716.7488153047452,target,-1,2021,9,NEG,True
2021-06-25 14:20:00-04:00,2021-06-25 15:00:00-04:00,SHORT,14345.5,14352.5,-7.0,-140.0,force_close,1,2021,14,POS,True
2021-06-29 10:40:00-04:00,2021-06-29 14:20:00-04:00,LONG,14512.5,14559.35835645657,46.85835645657062,937.1671291314124,target,1,2021,10,POS,True
2021-07-01 10:40:00-04:00,2021-07-01 11:20:00-04:00,SHORT,14539.75,14483.994992083168,55.755007916832255,1115.100158336645,target,-1,2021,10,NEG,True
2021-07-01 12:00:00-04:00,2021-07-01 15:00:00-04:00,SHORT,14519.0,14543.5,-24.5,-490.0,force_close,-1,2021,12,NEG,True
2021-07-06 09:40:00-04:00,2021-07-06 10:40:00-04:00,LONG,14764.5,14727.660143119521,-36.83985688047869,-736.7971376095738,stop,1,2021,9,POS,True
2021-07-06 12:40:00-04:00,2021-07-06 14:00:00-04:00,SHORT,14664.5,14733.164198968712,-68.6641989687123,-1373.283979374246,stop,1,2021,12,POS,True
2021-07-08 07:00:00-04:00,2021-07-08 08:20:00-04:00,SHORT,14631.0,14563.66055814651,67.33944185348992,1346.7888370697983,target,1,2021,7,POS,True
2021-07-08 11:20:00-04:00,2021-07-08 13:40:00-04:00,SHORT,14632.5,14732.448447386887,-99.94844738688698,-1998.9689477377397,stop,1,2021,11,POS,True
2021-07-13 09:20:00-04:00,2021-07-13 10:00:00-04:00,SHORT,14830.0,14884.377532119532,-54.37753211953168,-1087.5506423906336,stop,-1,2021,9,NEG,True
2021-07-14 12:20:00-04:00,2021-07-14 15:00:00-04:00,LONG,14926.5,14932.0,5.5,110.0,force_close,-1,2021,12,NEG,True
2021-07-15 10:00:00-04:00,2021-07-15 10:40:00-04:00,SHORT,14890.75,14817.655037280145,73.09496271985518,1461.8992543971035,target,-1,2021,10,NEG,True
2021-07-16 12:20:00-04:00,2021-07-16 15:00:00-04:00,SHORT,14767.5,14706.0,61.5,1230.0,force_close,-1,2021,12,NEG,True
2021-07-19 11:00:00-04:00,2021-07-19 15:00:00-04:00,SHORT,14517.5,14487.75,29.75,595.0,force_close,-1,2021,11,NEG,True
2021-07-20 10:00:00-04:00,2021-07-20 11:00:00-04:00,SHORT,14585.25,14652.458723646661,-67.20872364666138,-1344.1744729332277,stop,-1,2021,10,NEG,True
2021-07-22 12:40:00-04:00,2021-07-22 15:00:00-04:00,LONG,14889.25,14922.5,33.25,665.0,force_close,-1,2021,12,NEG,True
2021-07-23 10:00:00-04:00,2021-07-23 11:00:00-04:00,LONG,14975.75,15020.09976166545,44.34976166544948,886.9952333089896,target,-1,2021,10,NEG,True
2021-07-23 11:20:00-04:00,2021-07-23 13:20:00-04:00,LONG,15041.0,15092.661223004136,51.661223004135536,1033.2244600827107,target,-1,2021,11,NEG,True
2021-07-26 10:00:00-04:00,2021-07-26 15:00:00-04:00,LONG,15101.75,15119.0,17.25,345.0,force_close,-1,2021,10,NEG,True
2021-07-27 12:00:00-04:00,2021-07-27 13:40:00-04:00,SHORT,14858.5,14778.184326282257,80.31567371774327,1606.3134743548653,target,-1,2021,12,NEG,True
2021-07-27 14:20:00-04:00,2021-07-27 15:00:00-04:00,SHORT,14866.5,14920.0,-53.5,-1070.0,force_close,-1,2021,14,NEG,True
2021-07-28 10:00:00-04:00,2021-07-28 10:20:00-04:00,LONG,14978.25,15044.84852537055,66.5985253705494,1331.970507410988,target,-1,2021,10,NEG,True
2021-07-30 10:00:00-04:00,2021-07-30 15:00:00-04:00,LONG,14950.75,14954.5,3.75,75.0,force_close,-1,2021,10,NEG,True
2021-08-03 11:40:00-04:00,2021-08-03 12:00:00-04:00,SHORT,14910.5,14987.743340509978,-77.24334050997822,-1544.8668101995645,stop,-1,2021,11,NEG,True
2021-08-05 10:00:00-04:00,2021-08-05 11:20:00-04:00,LONG,15124.0,15163.451189116775,39.45118911677491,789.0237823354983,target,-1,2021,10,NEG,True
2021-08-06 09:40:00-04:00,2021-08-06 10:00:00-04:00,SHORT,15139.25,15098.564976542964,40.68502345703564,813.7004691407128,target,1,2021,9,POS,True
2021-08-06 12:00:00-04:00,2021-08-06 15:00:00-04:00,SHORT,15102.25,15078.25,24.0,480.0,force_close,1,2021,12,POS,True
2021-08-10 11:40:00-04:00,2021-08-10 15:00:00-04:00,SHORT,15050.0,15052.25,-2.25,-45.0,force_close,-1,2021,11,NEG,True
2021-08-12 10:20:00-04:00,2021-08-12 11:40:00-04:00,SHORT,15007.75,15059.170373579836,-51.42037357983645,-1028.407471596729,stop,-1,2021,10,NEG,True
2021-08-13 10:20:00-04:00,2021-08-13 12:40:00-04:00,LONG,15131.25,15090.375980037514,-40.87401996248627,-817.4803992497255,stop,-1,2021,10,NEG,True
2021-08-16 09:40:00-04:00,2021-08-16 10:00:00-04:00,LONG,15106.5,15069.236745614406,-37.26325438559434,-745.2650877118867,stop,1,2021,9,POS,True
2021-08-16 11:20:00-04:00,2021-08-16 12:20:00-04:00,SHORT,14955.75,15022.19040803421,-66.44040803421012,-1328.8081606842024,stop,1,2021,11,POS,True
2021-08-16 13:00:00-04:00,2021-08-16 14:20:00-04:00,SHORT,15022.5,15092.013375974753,-69.51337597475322,-1390.2675194950643,stop,1,2021,13,POS,True
2021-08-17 10:40:00-04:00,2021-08-17 12:00:00-04:00,SHORT,15021.75,14955.161726808401,66.588273191599,1331.76546383198,target,-1,2021,10,NEG,True
2021-08-18 14:40:00-04:00,2021-08-18 15:00:00-04:00,SHORT,14991.25,14989.0,2.25,45.0,force_close,-1,2021,14,NEG,True
2021-08-19 09:20:00-04:00,2021-08-19 10:20:00-04:00,SHORT,14784.5,14849.059523087071,-64.55952308707128,-1291.1904617414257,stop,-1,2021,9,NEG,True
2021-08-19 11:00:00-04:00,2021-08-19 12:00:00-04:00,LONG,14897.25,14987.98418535723,90.73418535723067,1814.6837071446134,target,-1,2021,11,NEG,True
2021-08-23 09:40:00-04:00,2021-08-23 10:20:00-04:00,LONG,15179.5,15216.197971134148,36.69797113414825,733.9594226829649,target,-1,2021,9,NEG,True
2021-08-24 12:00:00-04:00,2021-08-24 15:00:00-04:00,LONG,15360.5,15362.0,1.5,30.0,force_close,-1,2021,12,NEG,True
2021-08-25 09:40:00-04:00,2021-08-25 10:40:00-04:00,LONG,15386.5,15351.401483056845,-35.09851694315512,-701.9703388631024,stop,-1,2021,9,NEG,True
2021-08-26 09:40:00-04:00,2021-08-26 10:40:00-04:00,LONG,15345.25,15308.715442215791,-36.53455778420903,-730.6911556841806,stop,-1,2021,9,NEG,True
2021-08-26 11:20:00-04:00,2021-08-26 15:00:00-04:00,SHORT,15322.0,15294.5,27.5,550.0,force_close,-1,2021,11,NEG,True
2021-08-27 10:00:00-04:00,2021-08-27 10:20:00-04:00,SHORT,15308.5,15347.447395819125,-38.94739581912472,-778.9479163824944,stop,-1,2021,10,NEG,True
2021-08-31 12:40:00-04:00,2021-08-31 15:00:00-04:00,LONG,15593.75,15599.5,5.75,115.0,force_close,1,2021,12,POS,True
2021-09-01 09:40:00-04:00,2021-09-01 10:00:00-04:00,LONG,15655.25,15695.239517685795,39.98951768579536,799.7903537159073,target,-1,2021,9,NEG,True
2021-09-02 13:00:00-04:00,2021-09-02 14:00:00-04:00,SHORT,15620.5,15574.214762060836,46.28523793916429,925.7047587832858,target,-1,2021,13,NEG,True
2021-09-03 10:00:00-04:00,2021-09-03 15:00:00-04:00,LONG,15640.75,15653.75,13.0,260.0,force_close,-1,2021,10,NEG,True
2021-09-07 09:40:00-04:00,2021-09-07 10:00:00-04:00,SHORT,15655.0,15616.925972734638,38.07402726536202,761.4805453072404,target,-1,2021,9,NEG,True
2021-09-07 10:40:00-04:00,2021-09-07 15:00:00-04:00,SHORT,15658.75,15689.5,-30.75,-615.0,force_close,-1,2021,10,NEG,True
2021-09-08 12:20:00-04:00,2021-09-08 15:00:00-04:00,SHORT,15589.5,15605.0,-15.5,-310.0,force_close,-1,2021,12,NEG,True
2021-09-16 10:40:00-04:00,2021-09-16 14:00:00-04:00,SHORT,15408.75,15466.955299601132,-58.20529960113163,-1164.1059920226326,stop,-1,2021,10,NEG,True
2021-09-17 12:40:00-04:00,2021-09-17 14:00:00-04:00,SHORT,15359.5,15287.869570082958,71.63042991704242,1432.6085983408484,target,-1,2021,12,NEG,True
2021-09-20 09:20:00-04:00,2021-09-20 10:40:00-04:00,SHORT,15094.75,15023.977888257363,70.77211174263721,1415.4422348527441,target,-1,2021,9,NEG,True
2021-09-20 11:20:00-04:00,2021-09-20 12:20:00-04:00,SHORT,15033.75,14937.292651378735,96.45734862126483,1929.1469724252966,target,-1,2021,11,NEG,True
2021-09-20 13:40:00-04:00,2021-09-20 14:40:00-04:00,SHORT,14947.25,14852.62304255405,94.6269574459493,1892.539148918986,target,-1,2021,13,NEG,True
2021-09-22 10:00:00-04:00,2021-09-22 10:40:00-04:00,LONG,15077.0,15135.963328020061,58.963328020061454,1179.266560401229,target,-1,2021,10,NEG,True
2021-09-22 14:20:00-04:00,2021-09-22 15:00:00-04:00,LONG,15195.0,15125.0,-70.0,-1400.0,force_close,-1,2021,14,NEG,True
2021-09-24 12:00:00-04:00,2021-09-24 15:00:00-04:00,LONG,15253.5,15301.75,48.25,965.0,force_close,-1,2021,12,NEG,True
2021-09-27 10:20:00-04:00,2021-09-27 15:00:00-04:00,SHORT,15159.75,15201.0,-41.25,-825.0,force_close,-1,2021,10,NEG,True
2021-09-29 10:00:00-04:00,2021-09-29 11:40:00-04:00,SHORT,14885.25,14801.713280199177,83.53671980082254,1670.7343960164508,target,-1,2021,10,NEG,True
2021-09-29 14:20:00-04:00,2021-09-29 15:00:00-04:00,SHORT,14834.0,14840.0,-6.0,-120.0,force_close,-1,2021,14,NEG,True
2021-09-30 11:20:00-04:00,2021-09-30 12:00:00-04:00,LONG,14836.75,14745.870150446177,-90.87984955382308,-1817.5969910764616,stop,-1,2021,11,NEG,True
2021-10-01 11:00:00-04:00,2021-10-01 13:40:00-04:00,SHORT,14619.25,14716.784101218082,-97.53410121808156,-1950.6820243616312,stop,-1,2021,11,NEG,True
2021-10-04 12:00:00-04:00,2021-10-04 15:00:00-04:00,SHORT,14444.25,14449.5,-5.25,-105.0,force_close,-1,2021,12,NEG,True
2021-10-06 09:40:00-04:00,2021-10-06 10:20:00-04:00,LONG,14609.0,14526.062457076252,-82.93754292374797,-1658.7508584749594,stop,-1,2021,9,NEG,True
2021-10-11 10:00:00-04:00,2021-10-11 13:40:00-04:00,LONG,14860.75,14786.411998754282,-74.33800124571826,-1486.7600249143652,stop,-1,2021,10,NEG,True
2021-10-12 11:20:00-04:00,2021-10-12 15:00:00-04:00,SHORT,14669.0,14672.5,-3.5,-70.0,force_close,-1,2021,11,NEG,True
2021-10-13 09:20:00-04:00,2021-10-13 14:20:00-04:00,LONG,14725.25,14792.823107238939,67.57310723893897,1351.4621447787795,target,-1,2021,9,NEG,True
2021-10-15 10:40:00-04:00,2021-10-15 15:00:00-04:00,LONG,15083.0,15117.75,34.75,695.0,force_close,-1,2021,10,NEG,True
2021-10-18 10:00:00-04:00,2021-10-18 11:20:00-04:00,LONG,15137.25,15198.222031888274,60.972031888273705,1219.440637765474,target,-1,2021,10,NEG,True
2021-10-19 11:00:00-04:00,2021-10-19 15:00:00-04:00,LONG,15378.0,15374.0,-4.0,-80.0,force_close,-1,2021,11,NEG,True
2021-10-20 13:40:00-04:00,2021-10-20 15:00:00-04:00,SHORT,15351.0,15372.25,-21.25,-425.0,force_close,-1,2021,13,NEG,True
2021-10-21 08:40:00-04:00,2021-10-21 10:00:00-04:00,SHORT,15340.75,15382.195875695541,-41.44587569554096,-828.9175139108193,stop,1,2021,8,POS,True
2021-10-21 10:20:00-04:00,2021-10-21 15:00:00-04:00,LONG,15405.25,15438.75,33.5,670.0,force_close,1,2021,10,POS,True
2021-10-22 12:00:00-04:00,2021-10-22 15:00:00-04:00,SHORT,15315.0,15344.25,-29.25,-585.0,force_close,-1,2021,12,NEG,True
2021-10-25 10:00:00-04:00,2021-10-25 12:20:00-04:00,LONG,15389.25,15443.572617195527,54.32261719552662,1086.4523439105324,target,-1,2021,10,NEG,True
2021-10-26 10:20:00-04:00,2021-10-26 11:40:00-04:00,LONG,15688.75,15638.412253297322,-50.33774670267849,-1006.7549340535697,stop,-1,2021,10,NEG,True
