T_delta,T_abs,tp_rr,n_trades,wr%,net_$,PF,MaxDD_$,avg_$,TP%,SL%,EOD%
0,0,1.0,975,52.3,31285.0,1.05,-31435.0,32.1,38.8,39.9,21.3
0,0,1.25,973,48.3,26474.0,1.04,-32718.0,27.2,29.7,43.3,27.0
0,0,1.5,972,45.5,21568.0,1.03,-42268.0,22.2,23.3,45.6,31.2
0,0,1.75,970,43.8,12811.0,1.02,-44135.0,13.2,18.2,47.0,34.7
0,0,2.0,969,43.4,22200.0,1.03,-38485.0,22.9,14.6,47.4,38.1
0,0,2.25,968,42.7,20428.0,1.03,-39794.0,21.1,11.8,48.0,40.2
0,0,2.5,967,42.1,20870.0,1.03,-40892.0,21.6,9.3,48.6,42.1
0,0,2.75,967,41.9,27585.0,1.04,-40124.0,28.5,8.3,48.8,42.9
0,0,3.0,967,41.7,39000.0,1.06,-38125.0,40.3,7.2,49.0,43.7
0,0,3.25,967,41.6,46345.0,1.07,-38791.0,47.9,6.1,49.0,44.9
0,0,3.5,967,41.6,50530.0,1.07,-37328.0,52.3,4.9,49.0,46.1
0,0,3.75,967,41.5,58511.0,1.08,-35614.0,60.5,4.3,49.1,46.5
0,0,4.0,966,41.4,47665.0,1.07,-38255.0,49.3,3.5,49.2,47.3
0,30,1.0,907,53.8,53775.0,1.09,-39080.0,59.3,36.9,36.9,26.1
0,30,1.25,906,49.8,48842.0,1.08,-42466.0,53.9,27.5,40.4,32.1
0,30,1.5,905,47.4,48012.0,1.08,-50552.0,53.1,20.8,42.3,36.9
0,30,1.75,905,46.1,45345.0,1.07,-50904.0,50.1,15.7,43.5,40.8
0,30,2.0,904,45.7,46480.0,1.07,-49640.0,51.4,11.2,43.9,44.9
0,30,2.25,904,45.4,50280.0,1.08,-46941.0,55.6,8.7,44.2,47.0
0,30,2.5,904,45.2,55438.0,1.08,-46425.0,61.3,7.0,44.4,48.7
0,30,2.75,904,45.0,55361.0,1.08,-49185.0,61.2,5.9,44.6,49.6
0,30,3.0,904,44.8,63230.0,1.1,-48280.0,69.9,5.0,44.8,50.2
0,30,3.25,904,44.8,66414.0,1.1,-50508.0,73.5,3.9,44.8,51.3
0,30,3.5,904,44.8,63445.0,1.1,-50830.0,70.2,2.4,44.8,52.8
0,30,3.75,904,44.8,69738.0,1.11,-50830.0,77.1,2.0,44.8,53.2
0,30,4.0,903,44.7,58200.0,1.09,-50830.0,64.5,1.4,44.9,53.7
0,40,1.0,846,55.0,72350.0,1.14,-37590.0,85.5,33.8,34.8,31.4
0,40,1.25,845,51.7,77020.0,1.14,-41998.0,91.1,24.9,37.8,37.4
0,40,1.5,845,49.6,74862.0,1.13,-42708.0,88.6,18.5,39.3,42.2
0,40,1.75,845,48.3,69148.0,1.12,-44294.0,81.8,13.6,40.6,45.8
0,40,2.0,844,48.0,71755.0,1.12,-43125.0,85.0,9.8,40.9,49.3
0,40,2.25,844,47.7,79244.0,1.13,-41556.0,93.9,7.6,41.1,51.3
0,40,2.5,844,47.6,81748.0,1.14,-41040.0,96.9,5.7,41.2,53.1
0,40,2.75,844,47.5,77985.0,1.13,-43800.0,92.4,4.6,41.4,54.0
0,40,3.0,844,47.3,82320.0,1.14,-42895.0,97.5,4.0,41.6,54.4
0,40,3.25,844,47.3,82271.0,1.14,-45122.0,97.5,3.1,41.6,55.3
0,40,3.5,844,47.3,75868.0,1.13,-45445.0,89.9,1.7,41.6,56.8
0,40,3.75,844,47.3,79199.0,1.13,-45445.0,93.8,1.3,41.6,57.1
0,40,4.0,844,47.3,68340.0,1.11,-45445.0,81.0,0.8,41.6,57.6
0,50,1.0,727,55.2,86020.0,1.2,-32570.0,118.3,30.0,31.6,38.4
0,50,1.25,726,53.0,100080.0,1.23,-36134.0,137.9,22.0,33.6,44.4
0,50,1.5,726,51.4,101052.0,1.22,-36428.0,139.2,16.9,34.7,48.3
0,50,1.75,726,50.1,90278.0,1.2,-34341.0,124.3,12.0,36.0,52.1
0,50,2.0,725,49.7,84330.0,1.18,-39105.0,116.3,9.1,36.4,54.5
0,50,2.25,725,49.4,85635.0,1.18,-37906.0,118.1,6.9,36.7,56.4
0,50,2.5,725,49.2,85198.0,1.18,-37150.0,117.5,5.0,36.8,58.2
0,50,2.75,725,49.1,81374.0,1.17,-38170.0,112.2,3.9,37.0,59.2
0,50,3.0,725,48.8,83125.0,1.18,-37775.0,114.7,3.0,37.2,59.7
0,50,3.25,725,48.8,87310.0,1.18,-37380.0,120.4,2.5,37.2,60.3
0,50,3.5,725,48.8,83168.0,1.18,-37520.0,114.7,1.4,37.2,61.4
0,50,3.75,725,48.8,85841.0,1.18,-37520.0,118.4,1.0,37.2,61.8
0,50,4.0,725,48.8,75170.0,1.16,-37520.0,103.7,0.6,37.2,62.2
0,60,1.0,560,56.8,82875.0,1.27,-23195.0,148.0,27.1,27.9,45.0
0,60,1.25,559,55.5,94185.0,1.3,-21780.0,168.5,19.9,28.8,51.3
0,60,1.5,559,53.7,91330.0,1.28,-24112.0,163.4,14.5,29.9,55.6
0,60,1.75,559,53.1,94005.0,1.29,-25008.0,168.2,10.9,30.4,58.7
0,60,2.0,558,52.9,93675.0,1.29,-26485.0,167.9,8.1,30.6,61.3
0,60,2.25,558,52.3,94919.0,1.29,-27586.0,170.1,6.6,31.2,62.2
0,60,2.5,558,52.3,96608.0,1.29,-27155.0,173.1,4.7,31.2,64.2
0,60,2.75,558,52.3,98810.0,1.3,-26760.0,177.1,3.9,31.2,64.9
0,60,3.0,558,52.2,101295.0,1.31,-26365.0,181.5,3.2,31.4,65.4
0,60,3.25,558,52.2,104155.0,1.31,-25970.0,186.7,2.5,31.4,66.1
0,60,3.5,558,52.2,101588.0,1.31,-26110.0,182.1,1.4,31.4,67.2
0,60,3.75,558,52.2,104330.0,1.32,-26110.0,187.0,1.3,31.4,67.4
0,60,4.0,558,52.2,93830.0,1.28,-26110.0,168.2,0.7,31.4,67.9
0,70,1.0,377,53.3,39250.0,1.19,-25985.0,104.1,22.8,25.7,51.5
0,70,1.25,376,51.9,46658.0,1.22,-23082.0,124.1,16.8,26.9,56.4
0,70,1.5,376,50.5,47010.0,1.22,-28338.0,125.0,12.2,27.9,59.8
0,70,1.75,376,50.0,44265.0,1.2,-32818.0,117.7,8.5,28.5,63.0
0,70,2.0,376,49.7,43550.0,1.2,-31675.0,115.8,5.9,28.7,65.4
0,70,2.25,376,49.7,45222.0,1.2,-29245.0,120.3,4.8,28.7,66.5
0,70,2.5,376,49.7,43360.0,1.2,-27502.0,115.3,2.9,28.7,68.4
0,70,2.75,376,49.7,44538.0,1.2,-25884.0,118.5,2.7,28.7,68.6
0,70,3.0,376,49.7,47110.0,1.21,-24265.0,125.3,2.7,28.7,68.6
0,70,3.25,376,49.7,48342.0,1.22,-23556.0,128.6,1.9,28.7,69.4
0,70,3.5,376,49.7,48660.0,1.22,-23505.0,129.4,1.1,28.7,70.2
0,70,3.75,376,49.7,49216.0,1.22,-23315.0,130.9,0.8,28.7,70.5
0,70,4.0,376,49.7,49845.0,1.23,-23125.0,132.6,0.8,28.7,70.5
0,80,1.0,238,50.0,12880.0,1.08,-33120.0,54.1,20.6,26.1,53.4
0,80,1.25,237,49.4,18910.0,1.12,-29280.0,79.8,13.9,26.2,59.9
0,80,1.5,237,48.1,15850.0,1.1,-30058.0,66.9,8.4,27.0,64.6
0,80,1.75,237,48.1,15120.0,1.1,-29689.0,63.8,5.9,27.0,67.1
0,80,2.0,237,47.7,16385.0,1.11,-28865.0,69.1,5.1,27.4,67.5
0,80,2.25,237,47.7,18251.0,1.12,-28041.0,77.0,4.2,27.4,68.4
0,80,2.5,237,47.7,16235.0,1.1,-27218.0,68.5,3.0,27.4,69.6
0,80,2.75,237,47.7,18012.0,1.12,-26394.0,76.0,3.0,27.4,69.6
0,80,3.0,237,47.7,19790.0,1.13,-25570.0,83.5,3.0,27.4,69.6
0,80,3.25,237,47.7,20472.0,1.13,-25362.0,86.4,2.1,27.4,70.5
0,80,3.5,237,47.7,20740.0,1.13,-25178.0,87.5,1.3,27.4,71.3
0,80,3.75,237,47.7,21106.0,1.14,-25250.0,89.1,0.8,27.4,71.7
0,80,4.0,237,47.7,21545.0,1.14,-25250.0,90.9,0.8,27.4,71.7
0,100,1.0,95,50.5,8170.0,1.13,-12665.0,86.0,18.9,23.2,57.9
0,100,1.25,95,49.5,9941.0,1.16,-13280.0,104.6,11.6,23.2,65.3
0,100,1.5,95,48.4,7808.0,1.12,-15210.0,82.2,8.4,23.2,68.4
0,100,1.75,95,48.4,8489.0,1.13,-15210.0,89.4,6.3,23.2,70.5
0,100,2.0,95,47.4,8980.0,1.14,-15210.0,94.5,5.3,24.2,70.5
0,100,2.25,95,47.4,9941.0,1.15,-15210.0,104.6,4.2,24.2,71.6
0,100,2.5,95,47.4,8505.0,1.13,-15210.0,89.5,3.2,24.2,72.6
0,100,2.75,95,47.4,9148.0,1.14,-15210.0,96.3,3.2,24.2,72.6
0,100,3.0,95,47.4,9790.0,1.15,-15210.0,103.1,3.2,24.2,72.6
0,100,3.25,95,47.4,10432.0,1.16,-15210.0,109.8,3.2,24.2,72.6
0,100,3.5,95,47.4,10872.0,1.17,-15210.0,114.4,2.1,24.2,73.7
0,100,3.75,95,47.4,11311.0,1.17,-15210.0,119.1,2.1,24.2,73.7
0,100,4.0,95,47.4,11750.0,1.18,-15210.0,123.7,2.1,24.2,73.7
100,0,1.0,962,52.5,19550.0,1.03,-39565.0,20.3,37.5,39.2,23.3
100,0,1.25,960,48.8,18939.0,1.03,-35566.0,19.7,28.9,42.4,28.7
100,0,1.5,959,46.1,14725.0,1.02,-41770.0,15.4,22.2,44.5,33.3
100,0,1.75,957,44.5,6975.0,1.01,-43860.0,7.3,17.2,46.0,36.8
100,0,2.0,957,44.2,15665.0,1.02,-38360.0,16.4,13.5,46.3,40.2
100,0,2.25,957,43.6,17274.0,1.02,-39819.0,18.0,10.9,46.9,42.2
100,0,2.5,956,43.3,21302.0,1.03,-40915.0,22.3,8.7,47.2,44.1
100,0,2.75,956,43.2,29948.0,1.04,-39192.0,31.3,7.7,47.3,45.0
100,0,3.0,956,43.0,40735.0,1.06,-37470.0,42.6,6.8,47.5,45.7
100,0,3.25,956,43.0,49830.0,1.07,-37001.0,52.1,5.9,47.5,46.7
100,0,3.5,956,43.0,53680.0,1.08,-35678.0,56.2,4.6,47.5,47.9
100,0,3.75,956,42.9,61326.0,1.09,-37328.0,64.1,4.1,47.6,48.3
100,0,4.0,955,42.8,50145.0,1.07,-36885.0,52.5,3.2,47.6,49.1
100,30,1.0,889,55.0,71385.0,1.13,-28995.0,80.3,37.2,35.3,27.4
100,30,1.25,888,50.8,64272.0,1.11,-34206.0,72.4,27.6,39.0,33.4
100,30,1.5,887,48.7,68120.0,1.11,-37338.0,76.8,20.9,40.7,38.4
100,30,1.75,887,47.4,65324.0,1.1,-37588.0,73.6,15.8,41.9,42.3
100,30,2.0,887,47.0,67580.0,1.11,-36720.0,76.2,11.3,42.3,46.4
100,30,2.25,887,46.7,71146.0,1.11,-35354.0,80.2,8.8,42.6,48.6
100,30,2.5,887,46.6,76070.0,1.12,-34430.0,85.8,7.0,42.7,50.3
100,30,2.75,887,46.3,75760.0,1.12,-35282.0,85.4,5.9,43.0,51.2
100,30,3.0,887,46.1,83690.0,1.13,-34720.0,94.4,5.1,43.2,51.7
100,30,3.25,887,46.1,86574.0,1.14,-34442.0,97.6,3.8,43.2,53.0
100,30,3.5,887,46.1,83525.0,1.13,-34765.0,94.2,2.5,43.2,54.3
100,30,3.75,887,46.1,89818.0,1.14,-34765.0,101.3,2.0,43.2,54.8
100,30,4.0,886,46.0,78280.0,1.12,-34765.0,88.4,1.5,43.2,55.3
100,40,1.0,822,55.8,92100.0,1.18,-33320.0,112.0,34.2,32.8,33.0
100,40,1.25,821,52.4,93200.0,1.17,-37318.0,113.5,24.8,36.1,39.1
100,40,1.5,821,50.4,94492.0,1.17,-37225.0,115.1,18.4,37.5,44.1
100,40,1.75,821,49.1,87635.0,1.16,-37425.0,106.7,13.4,38.9,47.7
100,40,2.0,821,48.8,91990.0,1.16,-36720.0,112.0,9.9,39.1,51.0
100,40,2.25,821,48.6,98895.0,1.18,-35354.0,120.5,7.6,39.3,53.1
100,40,2.5,821,48.5,100815.0,1.18,-34430.0,122.8,5.6,39.5,54.9
100,40,2.75,821,48.4,96469.0,1.17,-35282.0,117.5,4.5,39.6,55.9
100,40,3.0,821,48.1,100515.0,1.18,-34720.0,122.4,4.0,39.8,56.2
100,40,3.25,821,48.1,99991.0,1.18,-34158.0,121.8,3.0,39.8,57.1
100,40,3.5,821,48.1,93508.0,1.16,-34480.0,113.9,1.7,39.8,58.5
100,40,3.75,821,48.1,96839.0,1.17,-34480.0,118.0,1.3,39.8,58.8
100,40,4.0,821,48.1,85980.0,1.15,-34480.0,104.7,0.9,39.8,59.3
100,50,1.0,692,56.6,99340.0,1.25,-35100.0,143.6,30.2,29.9,39.9
100,50,1.25,691,54.3,107878.0,1.26,-38644.0,156.1,22.0,32.1,45.9
100,50,1.5,691,52.7,110448.0,1.26,-39402.0,159.8,16.8,33.3,49.9
100,50,1.75,691,51.4,98001.0,1.23,-37781.0,141.8,11.7,34.6,53.7
100,50,2.0,691,51.1,98790.0,1.23,-37430.0,143.0,9.1,34.9,56.0
100,50,2.25,691,50.8,99341.0,1.23,-36231.0,143.8,6.8,35.2,58.0
100,50,2.5,691,50.7,98150.0,1.22,-35475.0,142.0,4.8,35.3,59.9
100,50,2.75,691,50.5,93572.0,1.21,-36495.0,135.4,3.6,35.5,60.9
100,50,3.0,691,50.2,95275.0,1.22,-36100.0,137.9,3.0,35.7,61.2
100,50,3.25,691,50.2,98985.0,1.23,-35705.0,143.2,2.5,35.7,61.8
100,50,3.5,691,50.2,94762.0,1.22,-35845.0,137.1,1.4,35.7,62.8
100,50,3.75,691,50.2,97436.0,1.22,-35845.0,141.0,1.0,35.7,63.2
100,50,4.0,691,50.2,86765.0,1.2,-35845.0,125.6,0.6,35.7,63.7
100,60,1.0,519,56.1,66525.0,1.23,-23045.0,128.2,26.8,27.7,45.5
100,60,1.25,518,54.6,75576.0,1.25,-22505.0,145.9,19.5,28.8,51.7
100,60,1.5,518,52.9,74858.0,1.25,-24838.0,144.5,14.3,29.9,55.8
100,60,1.75,518,52.3,76488.0,1.25,-24504.0,147.7,10.8,30.5,58.7
100,60,2.0,518,52.1,78060.0,1.25,-24170.0,150.7,8.1,30.7,61.2
100,60,2.25,518,51.5,78705.0,1.25,-25006.0,151.9,6.8,31.3,62.0
100,60,2.5,518,51.5,79820.0,1.26,-24575.0,154.1,4.6,31.3,64.1
100,60,2.75,518,51.5,81449.0,1.26,-24180.0,157.2,3.9,31.3,64.9
100,60,3.0,518,51.4,83655.0,1.27,-23800.0,161.5,3.3,31.5,65.3
100,60,3.25,518,51.4,86715.0,1.28,-23800.0,167.4,2.7,31.5,65.8
100,60,3.5,518,51.4,84148.0,1.27,-23800.0,162.4,1.5,31.5,67.0
100,60,3.75,518,51.4,86890.0,1.28,-23800.0,167.7,1.4,31.5,67.2
100,60,4.0,518,51.4,76390.0,1.24,-23800.0,147.5,0.8,31.5,67.8
100,70,1.0,345,52.8,34330.0,1.17,-26910.0,99.5,23.8,26.4,49.9
100,70,1.25,344,51.2,40801.0,1.2,-23771.0,118.6,17.4,27.6,54.9
100,70,1.5,344,50.0,42050.0,1.2,-31385.0,122.2,12.5,28.8,58.7
100,70,1.75,344,49.4,38834.0,1.19,-35982.0,112.9,8.7,29.4,61.9
100,70,2.0,344,49.1,39060.0,1.19,-34840.0,113.5,6.1,29.7,64.2
100,70,2.25,344,49.1,40454.0,1.19,-32410.0,117.6,4.9,29.7,65.4
100,70,2.5,344,49.1,38312.0,1.18,-30668.0,111.4,2.9,29.7,67.4
100,70,2.75,344,49.1,39211.0,1.19,-29049.0,114.0,2.6,29.7,67.7
100,70,3.0,344,49.1,41505.0,1.2,-27430.0,120.7,2.6,29.7,67.7
100,70,3.25,344,49.1,42938.0,1.21,-26672.0,124.8,2.0,29.7,68.3
100,70,3.5,344,49.1,43255.0,1.21,-26490.0,125.7,1.2,29.7,69.2
100,70,3.75,344,49.1,43811.0,1.21,-26320.0,127.4,0.9,29.7,69.5
100,70,4.0,344,49.1,44440.0,1.21,-26130.0,129.2,0.9,29.7,69.5
100,80,1.0,221,47.1,-2615.0,0.98,-38770.0,-11.8,20.8,27.1,52.0
100,80,1.25,220,46.4,2762.0,1.02,-33755.0,12.6,13.6,27.3,59.1
100,80,1.5,220,45.9,4518.0,1.03,-34532.0,20.5,8.6,27.7,63.6
100,80,1.75,220,45.9,3801.0,1.02,-34164.0,17.3,5.9,27.7,66.4
100,80,2.0,220,45.5,4450.0,1.03,-33630.0,20.2,4.5,28.2,67.3
100,80,2.25,220,45.5,6662.0,1.04,-32806.0,30.3,4.1,28.2,67.7
100,80,2.5,220,45.5,4368.0,1.03,-31982.0,19.9,2.7,28.2,69.1
100,80,2.75,220,45.5,5866.0,1.04,-31159.0,26.7,2.7,28.2,69.1
100,80,3.0,220,45.5,7365.0,1.05,-30335.0,33.5,2.7,28.2,69.1
100,80,3.25,220,45.5,8248.0,1.05,-30128.0,37.5,2.3,28.2,69.5
100,80,3.5,220,45.5,8515.0,1.05,-29942.0,38.7,1.4,28.2,70.5
100,80,3.75,220,45.5,8881.0,1.06,-30015.0,40.4,0.9,28.2,70.9
100,80,4.0,220,45.5,9320.0,1.06,-30015.0,42.4,0.9,28.2,70.9
100,100,1.0,84,46.4,-3050.0,0.95,-15115.0,-36.3,20.2,26.2,53.6
100,100,1.25,84,45.2,-1812.0,0.97,-15730.0,-21.6,11.9,26.2,61.9
100,100,1.5,84,45.2,-338.0,0.99,-17660.0,-4.0,9.5,26.2,64.3
100,100,1.75,84,45.2,344.0,1.01,-17660.0,4.1,7.1,26.2,66.7
100,100,2.0,84,44.0,835.0,1.01,-17660.0,9.9,6.0,27.4,66.7
100,100,2.25,84,44.0,1796.0,1.03,-17660.0,21.4,4.8,27.4,67.9
100,100,2.5,84,44.0,360.0,1.01,-17660.0,4.3,3.6,27.4,69.0
100,100,2.75,84,44.0,1002.0,1.02,-17660.0,11.9,3.6,27.4,69.0
100,100,3.0,84,44.0,1645.0,1.03,-17660.0,19.6,3.6,27.4,69.0
100,100,3.25,84,44.0,2288.0,1.04,-17660.0,27.2,3.6,27.4,69.0
100,100,3.5,84,44.0,2728.0,1.04,-17660.0,32.5,2.4,27.4,70.2
100,100,3.75,84,44.0,3166.0,1.05,-17660.0,37.7,2.4,27.4,70.2
100,100,4.0,84,44.0,3605.0,1.06,-17660.0,42.9,2.4,27.4,70.2
200,0,1.0,931,52.5,31400.0,1.05,-35695.0,33.7,37.4,38.2,24.4
200,0,1.25,928,48.5,22204.0,1.03,-40588.0,23.9,27.9,41.7,30.4
200,0,1.5,927,46.0,20978.0,1.03,-41432.0,22.6,21.5,43.8,34.7
200,0,1.75,926,44.6,18208.0,1.03,-39539.0,19.7,16.6,45.0,38.3
200,0,2.0,926,44.3,26265.0,1.04,-39520.0,28.4,13.0,45.4,41.7
200,0,2.25,926,43.7,27150.0,1.04,-38608.0,29.3,10.5,45.9,43.6
200,0,2.5,925,43.5,30968.0,1.05,-45255.0,33.5,8.3,46.2,45.5
200,0,2.75,925,43.4,38342.0,1.06,-43910.0,41.5,7.2,46.3,46.5
200,0,3.0,925,43.1,47805.0,1.07,-42565.0,51.7,6.3,46.5,47.2
200,0,3.25,925,43.1,57014.0,1.08,-41610.0,61.6,5.3,46.5,48.2
200,0,3.5,925,43.1,59358.0,1.09,-41035.0,64.2,4.0,46.5,49.5
200,0,3.75,925,43.1,69702.0,1.1,-40135.0,75.4,3.7,46.5,49.8
200,0,4.0,924,43.1,57535.0,1.08,-39235.0,62.3,2.8,46.5,50.6
200,30,1.0,870,54.7,63985.0,1.12,-24430.0,73.5,36.3,35.1,28.6
200,30,1.25,869,50.3,51821.0,1.09,-28612.0,59.6,26.5,38.8,34.8
200,30,1.5,869,48.4,61800.0,1.1,-33558.0,71.1,20.3,40.4,39.4
200,30,1.75,869,47.2,62101.0,1.1,-33459.0,71.5,15.2,41.5,43.3
200,30,2.0,869,46.8,64765.0,1.1,-31870.0,74.5,10.9,41.9,47.2
200,30,2.25,869,46.5,67766.0,1.11,-29299.0,78.0,8.5,42.2,49.3
200,30,2.5,869,46.4,73182.0,1.12,-28375.0,84.2,6.8,42.3,50.9
200,30,2.75,869,46.1,72386.0,1.12,-30440.0,83.3,5.6,42.6,51.8
200,30,3.0,869,45.9,79830.0,1.13,-29210.0,91.9,4.8,42.8,52.4
200,30,3.25,869,45.9,84536.0,1.13,-31778.0,97.3,3.7,42.8,53.5
200,30,3.5,869,45.9,81685.0,1.13,-32100.0,94.0,2.4,42.8,54.8
200,30,3.75,869,45.9,87850.0,1.14,-32100.0,101.1,2.0,42.8,55.2
200,30,4.0,868,45.9,76185.0,1.12,-32100.0,87.8,1.4,42.9,55.8
200,40,1.0,806,55.1,81445.0,1.17,-28975.0,101.0,32.5,32.0,35.5
200,40,1.25,805,51.4,76038.0,1.15,-32862.0,94.5,23.1,35.3,41.6
200,40,1.5,805,49.8,85060.0,1.16,-32770.0,105.7,17.3,36.6,46.1
200,40,1.75,805,48.6,80730.0,1.15,-32970.0,100.3,12.4,37.9,49.7
200,40,2.0,805,48.3,84845.0,1.16,-32265.0,105.4,9.2,38.1,52.7
200,40,2.25,805,48.1,91160.0,1.17,-30899.0,113.2,7.2,38.4,54.4
200,40,2.5,805,48.0,93398.0,1.17,-29975.0,116.0,5.3,38.5,56.1
200,40,2.75,805,47.8,90088.0,1.16,-30828.0,111.9,4.3,38.6,57.0
200,40,3.0,805,47.6,93775.0,1.17,-30265.0,116.5,3.9,38.9,57.3
200,40,3.25,805,47.6,95201.0,1.17,-29702.0,118.3,3.0,38.9,58.1
200,40,3.5,805,47.6,89042.0,1.16,-30025.0,110.6,1.7,38.9,59.4
200,40,3.75,805,47.6,92374.0,1.17,-30025.0,114.8,1.4,38.9,59.8
200,40,4.0,805,47.6,81515.0,1.15,-30025.0,101.3,0.9,38.9,60.2
200,50,1.0,659,56.4,87625.0,1.23,-32595.0,133.0,29.1,29.7,41.1
200,50,1.25,658,53.8,92195.0,1.23,-36214.0,140.1,21.1,32.2,46.7
200,50,1.5,658,52.4,98618.0,1.24,-36972.0,149.9,16.1,33.4,50.5
200,50,1.75,658,51.1,87831.0,1.21,-35351.0,133.5,10.9,34.8,54.3
200,50,2.0,658,50.8,88300.0,1.21,-35000.0,134.2,8.5,35.1,56.4
200,50,2.25,658,50.5,89091.0,1.21,-33801.0,135.4,6.7,35.4,57.9
200,50,2.5,658,50.3,88372.0,1.21,-33045.0,134.3,4.7,35.6,59.7
200,50,2.75,658,50.2,84986.0,1.2,-34065.0,129.2,3.6,35.7,60.6
200,50,3.0,658,49.8,86485.0,1.21,-33670.0,131.4,3.0,36.0,60.9
200,50,3.25,658,49.8,89991.0,1.21,-33275.0,136.8,2.4,36.0,61.6
200,50,3.5,658,49.8,85768.0,1.2,-33415.0,130.3,1.5,36.0,62.5
200,50,3.75,658,49.8,88441.0,1.21,-33415.0,134.4,1.1,36.0,62.9
200,50,4.0,658,49.8,77770.0,1.18,-33415.0,118.2,0.6,36.0,63.4
200,60,1.0,481,55.5,49895.0,1.18,-23650.0,103.7,24.9,28.3,46.8
200,60,1.25,480,53.8,56379.0,1.2,-25926.0,117.5,18.3,29.6,52.1
200,60,1.5,480,52.3,59552.0,1.21,-25820.0,124.1,13.3,30.8,55.8
200,60,1.75,480,51.9,65422.0,1.22,-25109.0,136.3,10.2,31.2,58.5
200,60,2.0,480,51.7,67295.0,1.23,-24775.0,140.2,7.7,31.5,60.8
200,60,2.25,480,51.0,67670.0,1.23,-24441.0,141.0,6.5,32.1,61.5
200,60,2.5,480,51.0,68998.0,1.23,-24405.0,143.7,4.4,32.1,63.5
200,60,2.75,480,51.0,71558.0,1.24,-24405.0,149.1,3.8,32.1,64.2
200,60,3.0,480,50.8,73300.0,1.25,-24405.0,152.7,3.1,32.3,64.6
200,60,3.25,480,50.8,75896.0,1.26,-24405.0,158.1,2.5,32.3,65.2
200,60,3.5,480,50.8,73068.0,1.25,-24405.0,152.2,1.5,32.3,66.2
200,60,3.75,480,50.8,75550.0,1.26,-24405.0,157.4,1.2,32.3,66.5
200,60,4.0,480,50.8,64790.0,1.22,-24405.0,135.0,0.6,32.3,67.1
200,70,1.0,316,52.2,24780.0,1.13,-32310.0,78.4,22.5,27.2,50.3
200,70,1.25,315,50.5,29088.0,1.15,-30240.0,92.3,16.5,28.6,54.9
200,70,1.5,315,49.2,28915.0,1.15,-38405.0,91.8,11.7,29.8,58.4
200,70,1.75,315,48.6,27758.0,1.14,-40724.0,88.1,8.3,30.5,61.3
200,70,2.0,315,48.3,28900.0,1.15,-39640.0,91.7,6.0,30.8,63.2
200,70,2.25,315,48.3,29788.0,1.15,-37414.0,94.6,4.8,30.8,64.4
200,70,2.5,315,48.3,27140.0,1.14,-35875.0,86.2,2.5,30.8,66.7
200,70,2.75,315,48.3,29230.0,1.15,-34460.0,92.8,2.5,30.8,66.7
200,70,3.0,315,48.3,31320.0,1.16,-33045.0,99.4,2.5,30.8,66.7
200,70,3.25,315,48.3,32549.0,1.16,-32491.0,103.3,1.9,30.8,67.3
200,70,3.5,315,48.3,32865.0,1.17,-32258.0,104.3,1.3,30.8,67.9
200,70,3.75,315,48.3,33421.0,1.17,-32140.0,106.1,1.0,30.8,68.3
200,70,4.0,315,48.3,34050.0,1.17,-31950.0,108.1,1.0,30.8,68.3
200,80,1.0,201,46.3,-9830.0,0.93,-43975.0,-48.9,19.9,28.9,51.2
200,80,1.25,200,45.5,-5484.0,0.96,-39388.0,-27.4,13.0,29.0,58.0
200,80,1.5,200,45.0,-4352.0,0.97,-40340.0,-21.8,8.0,29.5,62.5
200,80,1.75,200,45.0,-5071.0,0.97,-40175.0,-25.4,5.5,29.5,65.0
200,80,2.0,200,44.5,-3755.0,0.97,-39555.0,-18.8,4.5,30.0,65.5
200,80,2.25,200,44.5,-1746.0,0.99,-38935.0,-8.7,4.0,30.0,66.0
200,80,2.5,200,44.5,-4245.0,0.97,-38315.0,-21.2,2.5,30.0,67.5
200,80,2.75,200,44.5,-2950.0,0.98,-37695.0,-14.8,2.5,30.0,67.5
200,80,3.0,200,44.5,-1655.0,0.99,-37075.0,-8.3,2.5,30.0,67.5
200,80,3.25,200,44.5,-976.0,0.99,-37071.0,-4.9,2.0,30.0,68.0
200,80,3.5,200,44.5,-710.0,1.0,-36888.0,-3.6,1.5,30.0,68.5
200,80,3.75,200,44.5,-344.0,1.0,-36960.0,-1.7,1.0,30.0,69.0
200,80,4.0,200,44.5,95.0,1.0,-36960.0,0.5,1.0,30.0,69.0
200,100,1.0,77,46.8,-4475.0,0.92,-16965.0,-58.1,19.5,26.0,54.5
200,100,1.25,77,45.5,-3666.0,0.94,-18220.0,-47.6,11.7,26.0,62.3
200,100,1.5,77,45.5,-2395.0,0.96,-20150.0,-31.1,9.1,26.0,64.9
200,100,1.75,77,45.5,-1918.0,0.97,-20150.0,-24.9,6.5,26.0,67.5
200,100,2.0,77,44.2,-1630.0,0.97,-20150.0,-21.2,5.2,27.3,67.5
200,100,2.25,77,44.2,-872.0,0.99,-20150.0,-11.3,3.9,27.3,68.8
200,100,2.5,77,44.2,-2512.0,0.96,-20150.0,-32.6,2.6,27.3,70.1
200,100,2.75,77,44.2,-2074.0,0.97,-20150.0,-26.9,2.6,27.3,70.1
200,100,3.0,77,44.2,-1635.0,0.97,-20150.0,-21.2,2.6,27.3,70.1
