delta,lowz,sl,tp,n_is,n_oos,pf_is,pf_oos,wr_is,wr_oos,pnl_is,pnl_oos,mdd_is,mdd_oos
200,1.5,2.75,1.25,1875,535,1.093325332284046,1.1583822109024144,64.21333333333334,65.23364485981308,89720.8540241091,53852.29175154098,-32104.767450209794,-26276.315624470226
200,1.5,2.75,1.5,1769,511,1.079619881056496,1.1868592686013266,61.10797060486151,63.40508806262231,78722.56964928322,65303.646055047575,-37600.91046512795,-26407.32935007938
200,1.5,2.75,1.75,1696,486,1.0777852521210278,1.2016854366495455,58.785377358490564,61.31687242798354,79039.91134761597,71513.79727420441,-36885.71434453882,-25671.494631143723
200,1.5,2.75,2.0,1637,470,1.0739114659998847,1.1816071665419576,56.627978008552226,58.51063829787234,76815.42226309452,65959.35729636614,-47496.26315958639,-26159.80234366405
200,1.5,2.75,2.25,1588,456,1.069516886646213,1.1612729083644004,55.03778337531486,56.578947368421055,73411.8057040965,59645.3473389578,-60034.27332205033,-32902.25233917379
200,1.5,2.75,2.5,1529,446,1.0591138999812497,1.147945977198314,53.9568345323741,54.26008968609865,61706.35242461336,55960.69419127729,-54883.739243008895,-39410.53016483791
200,1.5,2.75,2.75,1484,440,1.0648950162710216,1.1288267899602937,52.76280323450135,52.5,67236.76343671043,49909.270489931805,-48106.24974861511,-43051.54754987998
200,1.5,2.75,3.0,1456,430,1.0702719671387246,1.1531009057680575,52.26648351648352,51.627906976744185,72282.65360113245,59309.92048376771,-54012.33346865703,-38717.55934447312
200,1.5,3.0,1.0,2004,552,1.1629842121089098,1.0062934242398027,70.10978043912175,66.84782608695652,143990.46201030552,2157.5290328478877,-22911.47360591036,-33037.2679976411
200,1.5,3.0,1.25,1851,531,1.062881372970383,1.1753423779022176,64.6677471636953,65.91337099811676,61536.22682192632,58819.94342139835,-28127.083231070137,-22649.28550350014
200,1.5,3.0,1.5,1741,507,1.050571167819547,1.199446821982404,61.401493394600806,63.905325443786985,50795.44286720353,69062.90234245185,-34694.36543575779,-25424.40250443149
200,1.5,3.0,1.75,1664,481,1.053763027533045,1.2094333439765435,59.13461538461539,61.74636174636175,55205.265788439865,73709.13036163183,-33088.56014013554,-22581.765385638864
200,1.5,3.0,2.0,1603,465,1.0567691189563189,1.1877811896566,57.080474111041795,58.924731182795696,59385.486216340905,67777.67961172969,-44598.69571068771,-27439.410850925124
200,1.5,3.0,2.25,1553,451,1.0573818623497688,1.1791666372203335,55.63425627817128,56.98447893569845,60842.97054254045,65190.79151965743,-56793.75528007909,-29795.965106637377
200,1.5,3.0,2.5,1497,440,1.0471456530462937,1.1665090818928887,54.575818303273216,54.77272727272727,49380.70580436575,61810.9921830384,-51937.02395170486,-31614.538038387764
200,1.5,3.0,2.75,1452,435,1.0524915948691993,1.1389563446948536,53.37465564738292,52.87356321839081,54589.42318365196,53201.33971264935,-44957.91249487497,-36643.92696076655
200,1.5,3.0,3.0,1424,425,1.058311103675538,1.1592019707737573,52.949438202247194,52.0,60076.58731185882,61165.83931621484,-48430.13119116683,-33750.84699430205
200,1.6,1.0,1.0,2464,647,1.0567758487890444,0.9635657740898679,51.339285714285715,48.68624420401855,51292.70175967704,-11525.19754514673,-28072.89181185617,-24331.762205737177
200,1.6,1.0,1.25,2349,628,1.0128725678883161,1.082485988815679,46.06215410813112,46.97452229299363,12287.915784910983,26062.720981773964,-35105.08207118306,-16533.425608670223
200,1.6,1.0,1.5,2264,603,0.9800391042854978,1.1128339585991693,42.446996466431095,45.107794361525706,-19621.49080436855,35790.97933746067,-48408.967638203794,-19533.79241619783
200,1.6,1.0,1.75,2203,587,1.0036419974788187,1.1215933421893252,40.49024058102587,43.100511073253834,3588.3360047170936,39129.86768484858,-39754.965814541174,-20344.386841903106
200,1.6,1.0,2.0,2155,576,1.0257287180841401,1.1164925914228148,39.11832946635731,40.625,25389.226668099254,38161.27085418142,-50511.836709797135,-26815.02714228467
200,1.6,1.0,2.25,2103,561,1.0369204127500309,1.0848757105767086,37.708036138849266,38.859180035650624,36284.1059863769,28028.034030205672,-52551.45315183796,-30081.730788882123
200,1.6,1.0,2.5,2054,558,1.037103701206446,1.0893812462689494,36.66017526777021,37.27598566308244,36194.16972726692,29901.60543767124,-50496.627911197196,-31114.035093884086
200,1.6,1.0,2.75,2015,553,1.0429034539788697,1.0719037276672068,35.38461538461539,35.44303797468354,41561.60325643479,24419.110233365063,-39922.676895911536,-39328.46716006439
200,1.6,1.0,3.0,1992,544,1.040719456200284,1.113600359110037,34.83935742971887,34.74264705882353,39408.0641195663,38458.83853750143,-40739.13321533706,-34922.73145551655
200,1.6,1.25,1.0,2367,624,1.0774349538830648,0.9540319118059908,56.90747782002535,53.84615384615385,72270.2650906723,-15385.42067878232,-35469.04150926581,-32303.38245089377
200,1.6,1.25,1.25,2251,607,1.0254713894267489,1.0672002594888144,51.488227454464685,51.72981878088962,25381.786708386353,22715.317540672768,-40920.75572472131,-18756.229453613123
200,1.6,1.25,1.5,2156,581,1.0030449564493114,1.0978252183592623,48.05194805194805,49.91394148020654,3123.99616874387,33340.812430373626,-46455.63356074439,-24357.86128786196
200,1.6,1.25,1.75,2091,564,1.015236343767714,1.1128630672217126,45.81539933046389,47.87234042553192,15738.002129015513,39040.98757630658,-36697.50932977346,-24138.140867076072
200,1.6,1.25,2.0,2042,548,1.0294855713363003,1.09925276810012,44.17238001958864,45.25547445255474,30685.433776201862,34879.237571173944,-51408.91076227769,-33568.33787807627
200,1.6,1.25,2.25,1989,533,1.0406759943194497,1.0777022236943283,42.73504273504273,43.33958724202627,42298.154845768295,27335.13798279586,-53318.46451283904,-35999.00391351446
200,1.6,1.25,2.5,1939,529,1.0314550165908567,1.0863893876737452,41.51624548736462,41.587901701323254,32580.84949307413,30753.339968354994,-50069.58546074864,-35211.74220125198
200,1.6,1.25,2.75,1896,523,1.0404501807408593,1.0740934329677554,40.242616033755276,39.961759082217974,41551.50937354527,26757.791699109657,-39509.05282273656,-41829.57035480926
200,1.6,1.25,3.0,1867,514,1.0391552404975382,1.1151533468044272,39.52865559721479,39.29961089494164,40081.982093573424,41500.155627677304,-39916.28901360571,-37709.18192497127
200,1.6,1.5,1.0,2297,608,1.08103419279605,1.0104993388731998,60.42664344797562,58.55263157894737,77220.35298634786,3512.1267474096385,-41797.80350571324,-23317.856963034283
200,1.6,1.5,1.25,2164,588,1.0278206917185833,1.150283490516179,55.036968576709796,56.97278911564626,28326.004380114828,49898.77295313643,-53917.025181646386,-18558.231841052548
200,1.6,1.5,1.5,2063,560,1.0133473812966296,1.210887610594301,51.67232186136694,55.892857142857146,13970.266321450836,69401.36623621504,-57737.13300365234,-22977.508025229763
200,1.6,1.5,1.75,1992,543,1.0297897086703742,1.2140731431065697,49.59839357429719,53.775322283609576,31412.55735360577,72382.8465628824,-43415.44408426864,-22550.169355541148
200,1.6,1.5,2.0,1931,526,1.044399518918801,1.1944029912276533,47.850854479544275,50.950570342205324,46982.78334382012,67013.82755377788,-57038.608749507854,-28393.175113115212
200,1.6,1.5,2.25,1880,512,1.047063890488182,1.1768839123131185,46.11702127659574,49.0234375,49992.961974412035,61198.02106283831,-60894.80952727438,-27854.63170592353
200,1.6,1.5,2.5,1828,507,1.037383603983261,1.1627170998139091,44.967177242888404,46.74556213017752,39428.922437233414,57513.243019692454,-53607.044167656946,-29398.97874695649
200,1.6,1.5,2.75,1780,502,1.0272847324898857,1.1782192187157703,43.42696629213483,45.418326693227094,28636.22312038471,63469.74341914538,-54485.98260109258,-31972.480711051467
200,1.6,1.5,3.0,1752,492,1.0187674701852243,1.195359766828552,42.57990867579909,44.51219512195122,19649.220563583003,69779.69724562565,-59258.21307644157,-30930.604779739806
200,1.6,1.75,1.0,2219,594,1.1259689643053277,1.0241377337261268,63.54213609734114,61.111111111111114,117387.76541546555,8053.360549515128,-19844.669396460493,-34140.86773911418
200,1.6,1.75,1.25,2088,575,1.0745716220025463,1.1723602434088654,58.333333333333336,59.47826086956522,74570.33808227522,57015.319080877816,-29569.14505188288,-26902.542336157567
200,1.6,1.75,1.5,1982,549,1.051424265205842,1.1996047562570942,54.94450050454087,57.923497267759565,53184.07397597173,67213.9388706108,-39418.75493930906,-31971.254133803013
200,1.6,1.75,1.75,1910,530,1.0658921625821647,1.1937486490777194,52.82722513089005,55.84905660377358,68946.39391601813,67721.22211640039,-28810.64912238493,-30225.12784913728
200,1.6,1.75,2.0,1843,513,1.081720456437375,1.1672276078124513,51.11231687466088,53.021442495126706,85813.0063820423,59805.47939192809,-40795.70203753849,-34151.00800297674
200,1.6,1.75,2.25,1790,500,1.081100462220084,1.1383066089710638,49.385474860335194,50.8,85712.36360940932,50225.10375774822,-47605.86679951855,-34519.00721719168
200,1.6,1.75,2.5,1736,493,1.075157026526217,1.1275747451841984,48.27188940092166,48.6815415821501,78695.54037577374,47163.25125515781,-39547.71445948249,-39992.45089640033
200,1.6,1.75,2.75,1691,488,1.068467671257399,1.12539148594865,46.836191602602014,47.131147540983605,71560.29247742568,47035.40995492556,-38272.978782410966,-42932.02950770348
200,1.6,1.75,3.0,1660,478,1.0673521254354887,1.1444341444989508,45.963855421686745,46.23430962343096,69999.37744292803,54357.891783961095,-45687.87099208847,-38988.06709347562
200,1.6,2.0,1.0,2177,578,1.1428793213050725,1.0888402742117609,65.41111621497474,63.84083044982699,132220.528218248,28464.246072426613,-21328.731953482013,-26705.03156861465
200,1.6,2.0,1.25,2032,557,1.0921588901363344,1.2463282532144553,60.23622047244095,62.118491921005386,91262.86493754557,78179.09043766951,-29267.96167965964,-21187.896985913758
200,1.6,2.0,1.5,1923,532,1.0580214073675858,1.2696530850741592,56.78627145085803,60.526315789473685,59860.783889172235,88052.06942332974,-35547.099563299445,-19765.673396768616
200,1.6,2.0,1.75,1851,512,1.0747317042234041,1.268044527234683,54.78119935170178,58.203125,78033.03684798993,90359.23031885104,-29607.29562193541,-19517.374175613295
200,1.6,2.0,2.0,1781,496,1.0880209114859642,1.2401988078506128,52.83548568220101,55.24193548387097,92201.59467167046,83049.53847512938,-31967.727883035768,-18909.28962785969
200,1.6,2.0,2.25,1730,481,1.0939254412574497,1.2124819513779497,51.213872832369944,53.222453222453225,98868.35303299988,74562.0767938537,-38931.097725448926,-24410.569134410907
200,1.6,2.0,2.5,1675,472,1.0890858272487165,1.1995241837116173,50.08955223880597,51.059322033898304,92815.31925772721,71427.71972295544,-39757.37201369804,-26060.242328690874
200,1.6,2.0,2.75,1632,467,1.0865081629802213,1.1782680998909518,48.713235294117645,49.25053533190578,90172.41020226786,65446.49060283722,-39745.47996878449,-33227.854741032206
200,1.6,2.0,3.0,1602,457,1.0808093130002396,1.1993665446078456,47.87765293383271,48.35886214442013,84088.0191077251,73477.6928953248,-38149.98162614,-28941.569908052115
200,1.6,2.25,1.0,2131,572,1.1646132137889398,1.0359217125132671,67.1984983575786,64.68531468531468,150126.82067540652,12086.340815621152,-19381.489779958327,-32976.33501133445
200,1.6,2.25,1.25,1980,550,1.1033080949176703,1.2049087746158087,62.02020202020202,63.45454545454545,101517.22488145929,67599.88522838583,-28353.659751610612,-24701.701147456042
200,1.6,2.25,1.5,1870,526,1.0734231242137882,1.2226652863668925,58.663101604278076,61.78707224334601,75205.97676579314,76039.09121070486,-26194.734276580566,-25113.883631960853
200,1.6,2.25,1.75,1794,506,1.0791605240317763,1.2205398182381098,56.52173913043478,59.28853754940712,82612.43344937681,77747.79893632178,-27834.095362297885,-22826.740441895672
200,1.6,2.25,2.0,1729,490,1.089034924683567,1.1934269823030672,54.48235974551764,56.326530612244895,93651.31520601423,69947.54519703842,-30645.126240061072,-25970.711227009597
200,1.6,2.25,2.25,1678,474,1.0851037923122933,1.156551360623338,52.74135876042908,54.219409282700425,90468.51374511124,57713.11060393891,-39091.73976377133,-32056.902784190243
200,1.6,2.25,2.5,1622,465,1.0769099878576613,1.1441567895583893,51.54130702836005,52.043010752688176,80957.50716357242,54280.78240945506,-42422.78222659166,-35829.744629274064
200,1.6,2.25,2.75,1579,460,1.076670971920044,1.124035420766667,50.28499050031665,50.21739130434783,80502.55778527743,47906.11087727957,-41228.6504101615,-42417.133032747806
200,1.6,2.25,3.0,1550,450,1.0759785886098732,1.1486117333681531,49.61290322580645,49.333333333333336,79357.75975194036,57415.436453784496,-41434.577652691005,-38006.44857766871
200,1.6,2.5,1.0,2084,566,1.1707243637543403,1.0289183949751697,68.47408829174664,65.7243816254417,153675.63135405345,9804.925946678413,-20737.797590579903,-32663.10494087549
200,1.6,2.5,1.25,1933,544,1.1092628305435555,1.2048979593477096,63.32126228660114,64.70588235294117,106035.40152213413,67839.59678481835,-27263.312054520356,-24523.628213228076
200,1.6,2.5,1.5,1827,518,1.0761676947794736,1.2290867724119106,59.989053092501365,62.93436293436294,77168.23538984664,78135.90330753796,-29769.17979370219,-24008.02645300777
200,1.6,2.5,1.75,1752,494,1.0757741144241375,1.2192841823077423,57.705479452054796,60.32388663967611,78790.67365048555,76983.77612331074,-33313.033425759975,-25450.970542950163
200,1.6,2.5,2.0,1690,478,1.0802855977705645,1.1982669631428116,55.739644970414204,57.53138075313807,84675.18853719073,71282.65169563943,-41203.12266360526,-26827.486368269965
200,1.6,2.5,2.25,1641,464,1.0794965694106424,1.1662525920120075,54.17428397318708,55.38793103448276,84837.71881717158,61142.28713739103,-52725.14930084882,-32944.22758481145
200,1.6,2.5,2.5,1584,454,1.070849946960571,1.1546481957252486,52.9040404040404,53.08370044052864,74837.54931883409,58063.07937037098,-45368.07421553839,-37874.85996503863
200,1.6,2.5,2.75,1539,449,1.0705878378570306,1.132653556866377,51.65692007797271,51.224944320712694,74307.51025865055,51187.14485552409,-41826.665649215865,-40677.89887907675
200,1.6,2.5,3.0,1510,439,1.0721453804496701,1.1568170816129721,51.05960264900662,50.34168564920273,75399.33732790945,60518.45790451727,-45063.962193972824,-36408.48976984067
200,1.6,2.75,1.0,2043,558,1.180273285224707,1.0068391209063874,69.50562897699461,66.30824372759857,159327.75970665936,2349.047269580915,-20870.710105410435,-35042.35069127353
200,1.6,2.75,1.25,1889,538,1.1030170727371233,1.1624629241326923,64.26680783483324,65.24163568773234,99331.34846914813,55257.66546267674,-30029.241947873947,-26276.315624470226
200,1.6,2.75,1.5,1779,513,1.0810900625096163,1.1916760315484052,61.15795390668915,63.35282651072125,80863.22394574399,67008.09450841058,-36827.45375255881,-26407.32935007938
200,1.6,2.75,1.75,1705,488,1.083107361930509,1.1954922876034653,58.88563049853372,61.0655737704918,85025.36532789102,69732.51870696491,-35606.45078964908,-25671.494631143723
200,1.6,2.75,2.0,1643,472,1.078453099433422,1.1756766882945122,56.725502130249545,58.26271186440678,82050.84071924721,64178.078729126646,-46260.29766285476,-27732.579598233715
200,1.6,2.75,2.25,1594,458,1.0742462088579874,1.1549594111828256,55.14429109159347,56.33187772925764,78889.23690370473,57639.0687717183,-60099.10709373267,-32902.25233917379
200,1.6,2.75,2.5,1534,448,1.0617653982129913,1.141846389668349,53.976531942633635,54.017857142857146,64843.231254555,53954.41562403779,-52735.69493986596,-39410.53016483791
200,1.6,2.75,2.75,1489,442,1.0680357610755666,1.1229747975151823,52.78710543989254,52.262443438914026,70897.41164275396,47902.99192269231,-46059.43406154349,-43051.54754987998
200,1.6,2.75,3.0,1461,432,1.0739381659534832,1.1471163756968072,52.29295003422313,51.388888888888886,76495.5938804106,57303.64191652821,-51868.533015863475,-38717.55934447312
200,1.6,3.0,1.0,2021,556,1.164666562059143,1.0086077845055292,70.11380504700644,66.72661870503597,146715.56016192437,2953.8280017565558,-22712.669043833484,-33037.2679976411
200,1.6,3.0,1.25,1866,535,1.072633816571569,1.178682635612314,64.68381564844587,65.79439252336448,71277.20773955545,60000.31713253411,-27827.88876394392,-22649.28550350014
200,1.6,3.0,1.5,1752,510,1.0539528436214005,1.2035224254676464,61.41552511415525,63.72549019607843,54561.53825006113,70542.35079581485,-33908.24840001689,-25424.40250443149
200,1.6,3.0,1.75,1674,484,1.061030005471731,1.2017633892711193,59.199522102747906,61.36363636363637,62981.955091906966,71520.00828827964,-31796.636262074047,-23058.76731026212
200,1.6,3.0,2.0,1609,468,1.0622650017398962,1.1804516919863899,57.11622125543816,58.547008547008545,65432.13999568565,65588.5575383775,-44330.06989078429,-29633.532924277315
200,1.6,3.0,2.25,1559,454,1.0630380409607,1.1713408304067714,55.67671584348942,56.607929515418505,67137.24337209537,62776.66944630524,-57825.92872858967,-31990.08717998957
200,1.6,3.0,2.5,1502,443,1.0494954595340638,1.158923065233747,54.52729693741678,54.401805869074494,52109.384703448595,59396.870109686206,-50756.319325390155,-32139.999781875013
200,1.6,3.0,2.75,1457,438,1.055331532518798,1.1317803945934188,53.32875772134523,52.51141552511415,57841.871458836686,50787.21763929716,-43779.32979373493,-36868.92696076655
200,1.6,3.0,3.0,1429,428,1.0616805063417913,1.1519184668874012,52.90412876137159,51.63551401869159,63881.327660278184,58751.71724286265,-47253.670415201515,-33975.84699430205
200,1.7,1.0,1.0,2495,654,1.0554321479540156,0.9528584700300747,51.2625250501002,48.47094801223242,50740.47369852651,-15214.119023860185,-28062.042221853844,-23925.726596753957
200,1.7,1.0,1.25,2373,634,1.0152315076159988,1.075911143296059,46.144121365360306,46.845425867507885,14677.003577712821,24371.319596255344,-35308.821844386766,-17173.212374620634
200,1.7,1.0,1.5,2288,608,0.9863469502054234,1.1298220363435882,42.61363636363637,45.39473684210526,-13540.639099374785,41419.153306922526,-48848.67272174153,-17455.10728767862
200,1.7,1.0,1.75,2226,591,1.0101821751677276,1.1219823429382605,40.700808625336926,43.14720812182741,10115.78900633951,39640.69921635055,-40317.56167056505,-20344.386841903106
200,1.7,1.0,2.0,2175,580,1.031869083015453,1.118509720157591,39.40229885057471,40.689655172413794,31654.357316980524,39196.72152450461,-50980.27065100059,-24529.865706516866
200,1.7,1.0,2.25,2123,565,1.0458582143932147,1.0887503041842468,38.05934997644842,38.93805309734513,45334.20103890112,29588.10383935015,-52730.642137462186,-26024.56926737592
200,1.7,1.0,2.5,2074,561,1.044725744842002,1.0914019793807468,36.93346190935391,37.254901960784316,43946.25223852626,30866.589148599523,-50691.5719412424,-26769.724957260405
200,1.7,1.0,2.75,2035,557,1.0519137397806895,1.069093301759555,35.67567567567568,35.36804308797127,50657.88924593159,23760.537808455047,-42097.59342203808,-36217.17445811293
200,1.7,1.0,3.0,2008,548,1.050758373730995,1.107437243199331,35.059760956175296,34.67153284671533,49429.48167138165,36832.41472770889,-43187.984566817904,-31302.17682210081
200,1.7,1.25,1.0,2395,630,1.076865065492967,0.9460450435736238,56.91022964509395,53.80952380952381,72693.74952287256,-18404.434567449425,-36134.142641603175,-31175.846627278443
200,1.7,1.25,1.25,2272,612,1.0311099338119856,1.052179604849663,51.67253521126761,51.470588235294116,31228.388090521985,18016.47757183222,-40653.26259864567,-17851.19940671866
200,1.7,1.25,1.5,2178,585,1.0100399199769587,1.1010977873219336,48.25528007346189,49.914529914529915,10382.377388650675,34868.50745987387,-49148.489912137156,-17981.308979775713
200,1.7,1.25,1.75,2113,567,1.019929394421612,1.1113760263007355,46.000946521533365,47.795414462081126,20763.82666035577,38980.85652092035,-38765.890967351115,-22396.166256581564
200,1.7,1.25,2.0,2062,552,1.0313699537175516,1.099376886100765,44.37439379243453,45.289855072463766,32919.535075698186,35328.17339584835,-54293.475635806724,-29307.584473363968
200,1.7,1.25,2.25,2009,537,1.045208712550979,1.0790540758459666,43.00647088103534,43.38919925512104,47368.41790123414,28133.140687531122,-56024.976738348385,-29847.271395685602
200,1.7,1.25,2.5,1958,532,1.0356659395475254,1.0854868160235718,41.72625127681307,41.54135338345865,37234.12371921804,30780.70431611355,-52903.04503823822,-28773.477854022785
200,1.7,1.25,2.75,1915,527,1.0458157509281165,1.0673890924313691,40.469973890339425,39.84819734345351,47437.79477036725,24705.871464530355,-40659.87765959486,-37295.65511687448
200,1.7,1.25,3.0,1882,518,1.045598083233937,1.1069673299459,39.69181721572795,39.189189189189186,46992.24613072642,39136.11946097684,-42755.27507129269,-31901.722073263372
200,1.7,1.5,1.0,2322,613,1.0852104346787872,1.011706968681562,60.551248923341944,58.564437194127244,82028.64924551868,3946.1127581001347,-41848.733595275335,-22169.262502564306
200,1.7,1.5,1.25,2183,592,1.0340403921211467,1.1441740066238244,55.24507558405863,56.75675675675676,34877.559934257115,48386.052485970795,-55024.56209954653,-17961.21701421318
200,1.7,1.5,1.5,2083,563,1.017707457131772,1.2126770195646641,51.84829572731637,55.772646536412076,18686.61655969543,70393.62718071709,-61138.764224419065,-22072.090233022464
200,1.7,1.5,1.75,2012,545,1.031319702087124,1.209795479102563,49.75149105367793,53.57798165137615,33326.25648504909,71334.39000613398,-46853.04570017778,-22550.169355541148
200,1.7,1.5,2.0,1948,529,1.0454845656285123,1.1904764119938798,48.049281314168375,50.85066162570889,48513.760321034424,66021.54646072624,-60558.15771739726,-28393.175113115212
200,1.7,1.5,2.25,1897,515,1.0481684018136483,1.172768646426379,46.28360569319979,48.932038834951456,51592.31321568889,60101.91543348359,-64236.30584714406,-27854.63170592353
200,1.7,1.5,2.5,1844,509,1.0378987584619868,1.1553208910419195,45.06507592190889,46.56188605108055,40318.3168377378,55193.607616997106,-57075.487839506925,-29398.97874695649
200,1.7,1.5,2.75,1796,505,1.0287774627775204,1.1634965894431455,43.54120267260579,45.148514851485146,30465.660680116598,58811.478023862146,-55631.25569279141,-31514.09044725282
200,1.7,1.5,3.0,1766,495,1.0206129488689315,1.1793732878093435,42.63873159682899,44.24242424242424,21765.08796174283,64711.30833766205,-61430.10179005625,-30930.604779739806
200,1.7,1.75,1.0,2242,599,1.1301007739494782,1.0230419803603812,63.64852809991079,61.101836393989984,122452.33687715128,7763.540460214936,-20885.212672898284,-32992.27327864421
200,1.7,1.75,1.25,2105,579,1.0807216685162915,1.1695294844200081,58.527315914489314,59.41278065630397,81220.47750273038,56636.3935020817,-30995.4561375294,-26305.5275093182
200,1.7,1.75,1.5,2000,552,1.0552573412919615,1.2036391394732375,55.1,57.971014492753625,57632.497042732786,69002.81039417234,-44349.891122851404,-31065.836341595714
200,1.7,1.75,1.75,1926,532,1.0673962712156218,1.192348302576883,52.9595015576324,55.82706766917293,71105.21371681971,67638.24895583515,-31976.124593460263,-28947.92204170255
200,1.7,1.75,2.0,1856,516,1.0829715773591249,1.166640163114914,51.293103448275865,53.10077519379845,87737.26764317398,59947.55451218327,-44707.03517230057,-32756.344223051346
200,1.7,1.75,2.25,1803,503,1.0823788538953019,1.1380734536589256,49.528563505269,50.89463220675945,87704.99913460357,50432.22715882395,-51339.14728626091,-34392.859560726574
200,1.7,1.75,2.5,1748,495,1.0757976480347142,1.124570104651064,48.34096109839817,48.686868686868685,79978.21906019551,46315.71770001661,-43407.94229820512,-39934.65524633968
200,1.7,1.75,2.75,1703,491,1.0700532513310557,1.1176653110038293,46.91720493247211,47.04684317718941,73783.01432107495,44524.17635075377,-41955.15397311386,-43399.478896079236
200,1.7,1.75,3.0,1670,481,1.0691381530855038,1.135932835133748,45.98802395209581,46.15384615384615,72398.52912500523,51605.407484232564,-49553.625311008465,-38197.081715044405
200,1.7,2.0,1.0,2195,582,1.1426516913525089,1.0892242368300247,65.46697038724373,63.91752577319588,133344.20130857005,28822.8122112689,-22948.408462337786,-25556.437108144673
200,1.7,2.0,1.25,2046,560,1.0936953944533752,1.245138232949346,60.36168132942326,62.142857142857146,93442.45078884458,78448.55108701588,-31013.04693305261,-20590.88215907439
200,1.7,2.0,1.5,1939,534,1.0571035960317692,1.27587935317359,56.83341928829294,60.674157303370784,59521.74775410629,90489.32717503376,-41484.76732465791,-18860.255604561316
200,1.7,2.0,1.75,1866,513,1.0720629702689544,1.2685547551105056,54.769560557341904,58.28460038986355,76033.56681807658,90924.64338642829,-29607.29562193541,-19517.374175613295
200,1.7,2.0,2.0,1793,498,1.0852602153606838,1.241461956097803,52.87228109313999,55.42168674698795,90115.72971664634,83839.99982352703,-36700.91791644713,-18909.28962785969
200,1.7,2.0,2.25,1741,483,1.0907331909027034,1.2140264405957022,51.17748420448019,53.41614906832298,96404.81275806803,75417.58642307192,-44477.26109338757,-24523.372280160693
200,1.7,2.0,2.5,1686,473,1.085752610982949,1.1981570167998599,50.0,51.16279069767442,90214.48329935956,71228.57239595673,-39757.37201369804,-26473.687290900925
200,1.7,2.0,2.75,1643,469,1.0841065707191666,1.171957419284139,48.630553864881314,49.25373134328358,88524.27856046437,63583.64322680791,-39745.47996878449,-34528.52498534994
200,1.7,2.0,3.0,1612,459,1.0781413218641476,1.192280226736703,47.76674937965261,48.36601307189542,82089.11900620203,71373.59482373875,-42450.3660568996,-28902.307295100836
200,1.7,2.25,1.0,2147,576,1.1652816944810236,1.0352607888094874,67.2566371681416,64.75694444444444,152057.28164303012,11973.666342192664,-20939.147513993958,-31827.740550864473
200,1.7,2.25,1.25,1993,553,1.1064448219951502,1.202388501266063,62.167586552935276,63.47197106690778,105182.27460770999,67398.10526546142,-29911.317485646214,-24104.686320616674
200,1.7,2.25,1.5,1885,528,1.0741020173992724,1.2271345956789805,58.726790450928384,61.93181818181818,76602.56610406504,78005.1083501381,-27752.392010616168,-24208.465839753553
200,1.7,2.25,1.75,1808,507,1.0783248592694694,1.219600870184252,56.52654867256637,59.36883629191321,82502.92258103861,77841.97139162825,-27834.095362297885,-23485.700144897637
200,1.7,2.25,2.0,1740,492,1.0890524674989803,1.1932749135340945,54.59770114942529,56.50406504065041,94354.38754034828,70266.7659331653,-30645.126240061072,-26512.212957520896
200,1.7,2.25,2.25,1688,476,1.0846200906925652,1.1567703624313552,52.725118483412324,54.411764705882355,90642.52136834901,58097.37962088635,-40792.92369480245,-32640.946542210804
200,1.7,2.25,2.5,1632,466,1.0762906996177035,1.1416480460940608,51.470588235294116,52.14592274678112,80947.82971218597,53610.394470185565,-42422.78222659166,-36714.43020375489
200,1.7,2.25,2.75,1588,462,1.0755903087675387,1.1170492913669978,50.18891687657431,50.21645021645022,80004.19525926656,45572.02288897948,-41228.6504101615,-44861.44841978028
200,1.7,2.25,3.0,1557,452,1.0741467816725911,1.14081190184504,49.45407835581246,49.336283185840706,78052.32510352676,54840.09776992767,-41434.577652691005,-39170.65163336032
200,1.7,2.5,1.0,2097,570,1.175746396359501,1.02691186404579,68.57415355269433,65.78947368421052,158902.42463163543,9221.010860979222,-21268.582757568307,-31514.510480405515
200,1.7,2.5,1.25,1944,547,1.1166000701042182,1.200693699717575,63.52880658436214,64.71663619744058,113309.27107857229,67166.57620962324,-28994.042870115445,-23926.613386388708
200,1.7,2.5,1.5,1839,520,1.0799448871353008,1.2318329685039706,60.08700380641653,63.07692307692308,81453.00703107606,79630.6798347005,-32043.070201782903,-23186.79331331121
200,1.7,2.5,1.75,1763,495,1.078102163696167,1.2167239677620982,57.7424844015882,60.4040404040404,81683.71560674565,76606.70796634651,-33604.539038760806,-26732.299888493217
200,1.7,2.5,2.0,1698,480,1.0837116628320584,1.1965281781193668,55.889281507656065,57.708333333333336,88610.92466266247,71130.63181949561,-41494.62827660612,-28255.581857625366
200,1.7,2.5,2.25,1648,466,1.082191079988566,1.1649364325477378,54.18689320388349,55.5793991416309,88066.33758352732,61055.315542067765,-53189.15943454654,-35351.63370751885
200,1.7,2.5,2.5,1592,455,1.0735339273207725,1.1506416080361876,52.88944723618091,53.18681318681319,78009.43036254586,56921.45081883078,-45910.927996858634,-40540.36587669696
200,1.7,2.5,2.75,1546,451,1.0726514407822847,1.1242300883186007,51.61707632600259,51.21951219512195,76812.65357971817,48381.8162549533,-41826.665649215865,-43593.454878379926
200,1.7,2.5,3.0,1515,441,1.073286004145869,1.1475529929553707,50.95709570957096,50.34013605442177,76910.98765479142,57471.87860838974,-47337.05477273077,-38906.47566260079
