delta,lowz,sl,tp,n_is,n_oos,pf_is,pf_oos,wr_is,wr_oos,pnl_is,pnl_oos,mdd_is,mdd_oos
100,0.9,1.25,2.0,1941,530,1.0113394236793607,1.0644034889744558,44.04945904173107,44.528301886792455,11146.354378753458,21771.427768743742,-43696.28883767709,-27914.312988971797
100,0.9,1.25,2.25,1882,518,1.023610837046892,1.0161692824584627,42.614240170031884,42.084942084942085,23070.183164788432,5549.891524537306,-39383.818484314,-28375.726535973008
100,0.9,1.25,2.5,1840,510,1.003854471394931,1.0200986727555919,41.141304347826086,40.588235294117645,3774.3592459699357,6893.620679114902,-49541.5941718901,-28350.19712976762
100,0.9,1.25,2.75,1803,504,1.0100783259194608,1.0093012653331213,39.822518025513034,39.285714285714285,9825.863467199015,3239.829907187959,-41089.5347914302,-32579.486552656454
100,0.9,1.25,3.0,1781,491,1.0119464839073533,1.048291685647474,39.191465468837734,38.4928716904277,11629.65620338513,16680.15064905885,-41785.99441801962,-27098.58924110653
100,0.9,1.5,1.0,2153,582,1.0644041044926622,0.962601444857857,60.195076637250345,56.87285223367697,57505.850378389405,-12098.330945580237,-37003.541192932316,-30455.828456187373
100,0.9,1.5,1.25,2032,566,0.9968091824552114,1.0297988055064617,54.52755905511811,53.886925795053,-3074.9134695006796,9945.1354097289,-45624.284959317665,-26024.35889181237
100,0.9,1.5,1.5,1950,538,0.981127000018977,1.0662007136950538,51.07692307692308,52.60223048327138,-18784.695829593657,21930.807854706145,-49517.900292587474,-23669.267481431743
100,0.9,1.5,1.75,1891,525,1.0034357396358609,1.1052959698641773,49.23320994182972,51.42857142857143,3445.885374601894,35420.61103500455,-33260.325181819935,-23841.007282754144
100,0.9,1.5,2.0,1842,514,1.0221276099858463,1.110547326485196,47.50271444082519,49.221789883268485,22264.237608220392,37778.92230087957,-47313.67775324059,-29214.776555530625
100,0.9,1.5,2.25,1785,501,1.0257007734419663,1.0694040158085873,45.7703081232493,46.9061876247505,25803.30731772512,24021.941006655397,-46716.12047066261,-30640.899144521973
100,0.9,1.5,2.5,1740,494,1.012450601559276,1.067406750135281,44.42528735632184,45.1417004048583,12462.857394046769,23502.359898930736,-53502.765142245735,-32584.114648797768
100,0.9,1.5,2.75,1698,489,1.003266245687922,1.0730917519432561,42.8150765606596,43.967280163599185,3262.8899343541707,25794.737018874876,-55646.03912504823,-33542.69494987515
100,0.9,1.5,3.0,1675,476,0.9930976813695227,1.0891931134387187,41.97014925373134,43.0672268907563,-6906.8496096775925,31398.916710586855,-63451.78706716746,-31332.506760136675
100,0.9,1.75,1.0,2083,565,1.0935755667132456,0.9709745535333304,63.13010081613058,59.823008849557525,82762.17990063207,-9361.419172165188,-26555.398954370175,-35985.62557307618
100,0.9,1.75,1.25,1966,549,1.0233609558419365,1.037049445081398,57.52797558494405,56.64845173041894,22434.198670906808,12358.417529954895,-36448.11837582551,-31359.071231691414
100,0.9,1.75,1.5,1878,523,1.002676085905463,1.0464275363747202,54.046858359957405,55.06692160611855,2664.664761555032,15784.724811497072,-43434.50311973891,-26756.913473128006
100,0.9,1.75,1.75,1821,507,1.0237864245238764,1.0713700849375711,52.11422295442065,53.64891518737672,23959.127738099378,24876.714520375535,-33038.23913227847,-25493.47137835466
100,0.9,1.75,2.0,1765,496,1.0416799281027496,1.0777548200614848,50.36827195467422,51.61290322580645,42037.546139562255,27520.044820070834,-39227.54924638316,-29480.326335790014
100,0.9,1.75,2.25,1706,483,1.0402545261313632,1.0276838481080217,48.593200468933176,49.06832298136646,40639.61428902276,9999.80274044654,-45563.908079557266,-32538.279108593342
100,0.9,1.75,2.5,1662,475,1.0264469368317888,1.0254802627985682,47.292418772563174,47.36842105263158,26648.693722450444,9270.047990956518,-47893.8101769684,-36148.416303089616
100,0.9,1.75,2.75,1624,470,1.0229962505126233,1.029405115691014,45.935960591133004,46.170212765957444,23178.682808252815,10842.557328282928,-47392.669362695124,-41186.051088608074
100,0.9,1.75,3.0,1597,457,1.0215706010505097,1.043860803148139,45.14715090795241,45.29540481400438,21685.562606192143,16148.19273767549,-54260.15069748795,-33996.7281761131
100,0.9,2.0,1.0,2043,550,1.1281836503676563,1.0150371024424383,65.49192364170338,62.18181818181818,111796.28224565226,4710.000606963513,-25118.762387209863,-30644.789758428306
100,0.9,2.0,1.25,1917,531,1.0570074416744655,1.109078017665886,59.989567031820556,59.698681732580035,53951.44073031552,34762.13642071161,-31923.001682293943,-23461.829737984517
100,0.9,2.0,1.5,1822,508,1.0276191724524906,1.114379973056945,56.421514818880354,58.267716535433074,27198.184215230976,37557.41626000134,-34646.40671759022,-21727.21488315059
100,0.9,2.0,1.75,1765,492,1.0501988234945514,1.1384127271555233,54.56090651558074,56.707317073170735,50040.10633200214,46662.719095900975,-28199.67267599688,-24383.49092607881
100,0.9,2.0,2.0,1706,481,1.062663225022521,1.1402910058558897,52.52051582649472,54.26195426195426,62624.75860091483,48160.266237116666,-28564.682483487806,-24383.49092607881
100,0.9,2.0,2.25,1649,466,1.064506692618631,1.0854408733829002,50.87932080048514,51.93133047210301,64600.50855331585,30032.819751287316,-38184.32653592566,-27188.264382620036
100,0.9,2.0,2.5,1607,458,1.0488256433821697,1.0552027616103328,49.595519601742375,49.78165938864629,48922.869625046405,19932.537665036216,-41358.84358263959,-30019.890939402467
100,0.9,2.0,2.75,1570,453,1.0486436435357689,1.0548612929158547,48.21656050955414,48.565121412803535,48842.93274820219,20199.90171785954,-40921.29701822484,-35369.006664715926
100,0.9,2.0,3.0,1544,440,1.0443868537076657,1.0713096984615196,47.47409326424871,47.72727272727273,44618.858376978926,26228.670525278212,-44937.104604209824,-28752.25042271166
100,0.9,2.25,1.0,2006,543,1.1449146767067788,0.9834906968422483,67.098703888335,63.35174953959484,125276.39701357123,-5352.355609180595,-24068.39707376108,-38412.232883951656
100,0.9,2.25,1.25,1875,525,1.0544096312505506,1.0732249552713562,61.49333333333333,60.95238095238095,51731.71110152998,24256.582629053664,-32646.735365431923,-31245.685477350853
100,0.9,2.25,1.5,1778,503,1.0347779270159334,1.080950765264257,58.15523059617548,59.642147117296226,34255.29283494034,27723.91682143083,-35661.73039144214,-27972.256041721557
100,0.9,2.25,1.75,1719,487,1.056634639170574,1.1037470323534726,56.36998254799302,57.90554414784394,56550.00596773185,36474.23651517929,-32153.134257562488,-28600.212209043966
100,0.9,2.25,2.0,1663,476,1.0708707356132698,1.1053887521075856,54.35959110042093,55.46218487394958,71072.39949901334,37730.429806065804,-27170.83636214608,-27004.5522918387
100,0.9,2.25,2.25,1603,459,1.0615110097635223,1.0503027372049882,52.588895820336866,53.15904139433551,62074.82579466781,18393.431653785738,-35767.332541920005,-30111.957815693022
100,0.9,2.25,2.5,1559,451,1.0438789474926404,1.020676580314163,51.25080179602309,50.99778270509978,44323.69956092138,7777.438910810015,-35078.77940075741,-33400.396654025535
100,0.9,2.25,2.75,1521,446,1.0453896133641003,1.0142490094651964,49.967126890203815,49.775784753363226,45847.45641695601,5468.356657404074,-40338.5526991155,-40259.536785450255
100,0.9,2.25,3.0,1495,433,1.0422756642964486,1.0345385163245906,49.23076923076923,48.96073903002309,42720.564133968765,13188.727892292882,-38711.02324094075,-32232.462591923468
100,0.9,2.5,1.0,1967,540,1.1521999688608708,0.9708767592665379,68.27656329435689,64.25925925925925,129941.64994893697,-9623.09301787187,-21090.197533389975,-36971.53318146971
100,0.9,2.5,1.25,1837,521,1.05098039640598,1.0647178225973053,62.60206859009254,62.18809980806142,48200.7784416946,21725.967326240425,-33112.11335831096,-31622.94099417646
100,0.9,2.5,1.5,1739,497,1.0315865829296706,1.0824335171656407,59.286946520989076,60.76458752515091,30835.13161445382,28394.31597868992,-36230.317903251744,-30648.153238473096
100,0.9,2.5,1.75,1681,478,1.0497072555698477,1.0987621657752826,57.465794170136824,58.99581589958159,49477.75250258499,34779.84738843625,-31100.94355465113,-28097.235362039864
100,0.9,2.5,2.0,1627,467,1.0610799503728545,1.1089587569063153,55.500921942224956,56.74518201284796,61336.32493088415,38986.95463425611,-37474.034118780015,-27466.12672322255
100,0.9,2.5,2.25,1569,452,1.0558894707778337,1.0592689231487937,53.91969407265774,54.424778761061944,56414.34518461043,21733.831720516464,-45216.43760420812,-34334.82584527497
100,0.9,2.5,2.5,1522,444,1.0380385737911042,1.019169480482836,52.562417871222074,52.027027027027025,38409.44935761698,7282.047483387214,-43485.37960076255,-39353.91902805299
100,0.9,2.5,2.75,1485,438,1.0384083861966755,1.0102020664620703,51.38047138047138,50.91324200913242,38793.909771037725,3959.492025191139,-43929.53643549237,-42943.41948882575
100,0.9,2.5,3.0,1459,424,1.0345082953149247,1.0369667141294592,50.65113091158327,50.235849056603776,34877.65142468168,14207.548878601301,-45960.06029691003,-37025.502490440194
100,0.9,2.75,1.0,1926,534,1.158446830626521,0.941769463060594,69.21079958463136,64.7940074906367,132975.07515229716,-19778.89644894516,-20633.651018152363,-46941.80260702851
100,0.9,2.75,1.25,1795,515,1.042800250495549,1.0386559753477278,63.3983286908078,63.10679611650485,40368.553119403114,13316.600094543828,-43287.01218467964,-29108.777957479615
100,0.9,2.75,1.5,1697,491,1.0330687088925026,1.0443416000471755,60.22392457277549,61.30346232179226,31961.160417718056,15759.500143471741,-39472.46946682853,-33573.94300202177
100,0.9,2.75,1.75,1641,471,1.0482429197288525,1.0760097062298164,58.37903717245582,59.87261146496815,47730.6120463417,27369.867634311886,-35179.84294135749,-31815.10351564859
100,0.9,2.75,2.0,1587,459,1.0538041617931253,1.0898051200741365,56.269691241335856,57.9520697167756,54003.94379047357,32802.105628616264,-45285.86157317517,-30359.938201150508
100,0.9,2.75,2.25,1529,444,1.046049816841909,1.0508019551440146,54.67625899280576,55.85585585585586,46648.989047288414,18927.863427904813,-52410.49283872401,-39465.43684149532
100,0.9,2.75,2.5,1480,436,1.0252820578202346,1.0216730230063618,53.37837837837838,53.669724770642205,25582.606608445603,8334.573046761216,-54348.36880515852,-45102.06637518197
100,0.9,2.75,2.75,1443,430,1.0335234510421993,1.0158786682214769,52.39085239085239,52.55813953488372,33727.09472435454,6221.362928383533,-50463.58473549739,-49162.64191501759
100,0.9,2.75,3.0,1417,416,1.032517490805124,1.0429927175558211,51.799576570218775,51.92307692307692,32726.117898030134,16663.663875619895,-55853.87510856808,-42773.64983756917
100,0.9,3.0,1.0,1903,529,1.1323946269975,0.9617440175060623,69.7845507094062,65.40642722117202,112816.79064847023,-12717.33582421235,-24832.60116488753,-38381.51033141781
100,0.9,3.0,1.25,1770,510,1.00862173013775,1.0578679981849362,63.728813559322035,63.72549019607843,8300.805983374376,19565.97579103487,-41747.229147048456,-22739.498982152945
100,0.9,3.0,1.5,1669,486,1.0089032075773063,1.0601888178514174,60.575194727381664,61.934156378600825,8713.89550548025,21067.64446622452,-47268.303503328025,-29263.00374318991
100,0.9,3.0,1.75,1610,465,1.0343323766284154,1.0896560223425173,58.94409937888199,60.43010752688172,34093.926239953726,31854.922335357187,-44721.937375652924,-27688.556352144587
100,0.9,3.0,2.0,1554,453,1.0469017173517918,1.103753044229315,56.94980694980695,58.498896247240616,47031.014699920124,37423.21040921022,-40962.185305891755,-27143.87980546424
100,0.9,3.0,2.25,1497,438,1.0462688073142106,1.0716451622385172,55.577822311289246,56.39269406392694,46670.02353839751,26202.020986616262,-46491.34127378945,-32906.846892309695
100,0.9,3.0,2.5,1451,429,1.0222896806442356,1.0421673973286465,54.30737422467264,54.312354312354316,22484.96466276756,15897.933875282033,-50461.297531223936,-35635.26225227506
100,0.9,3.0,2.75,1412,424,1.034164626538465,1.0348184721582054,53.47025495750708,53.06603773584906,34185.28229656924,13402.623663405393,-46386.64645680092,-39375.03784123575
100,0.9,3.0,3.0,1388,410,1.032480631763993,1.0606080670984184,52.88184438040346,52.4390243902439,32487.594078257353,23134.44472312978,-46663.42250335114,-33640.57119462268
100,1.0,1.0,1.0,2335,625,1.035519747374017,0.9363634003169793,51.26338329764454,47.52,30617.47933621111,-19438.152142984036,-27367.10978833311,-33333.13961381173
100,1.0,1.0,1.25,2232,608,0.9995872881217674,1.021272187680051,46.10215053763441,44.901315789473685,-375.01595955127414,6585.580213680732,-31293.495622219416,-22420.66994881119
100,1.0,1.0,1.5,2162,582,0.9731699182404451,1.024635964293611,42.64569842738205,42.78350515463917,-25124.12692322465,7683.9106579240615,-39005.387128977745,-17319.385899473855
100,1.0,1.0,1.75,2107,570,0.9987903757518407,1.0693383985538552,40.673943996203135,41.40350877192982,-1137.782860818661,21735.2776019265,-29378.446269872293,-21183.33952708861
100,1.0,1.0,2.0,2066,562,1.0233313518172256,1.0695092177875574,39.303000968054214,39.145907473309606,21984.204635829483,22198.49288740843,-38985.8467416832,-21336.045440481612
100,1.0,1.0,2.25,2011,549,1.0360134344849734,1.0225862991371732,37.89159622078568,37.15846994535519,33714.69431736514,7313.543388320031,-37832.915746313956,-25596.08480274197
100,1.0,1.0,2.5,1968,542,1.0344491089225651,1.0149733069725375,36.73780487804878,35.79335793357934,32074.577591105262,4880.474256781163,-40760.04957395697,-26087.41732098686
100,1.0,1.0,2.75,1931,537,1.042015669673518,1.0030503890417468,35.52563438632833,34.26443202979516,38859.21942546287,1007.6512859910144,-34870.40132128146,-31997.44457519788
100,1.0,1.0,3.0,1912,525,1.0413666687100314,1.0318331170714259,34.98953974895397,33.333333333333336,38216.36355183677,10460.731993572626,-34718.26651325311,-27930.111752404482
100,1.0,1.25,1.0,2261,609,1.0563888929226304,0.934306258118224,56.567890314020346,52.87356321839081,50479.28741193231,-21275.44803569479,-35850.02984297142,-35414.01472825688
100,1.0,1.25,1.25,2156,595,1.000019835486322,1.0069265582426932,51.06679035250464,49.747899159663866,19.04593249593745,2321.3598562404513,-35519.134934077156,-25090.152850047234
100,1.0,1.25,1.5,2077,569,0.9765022733019775,1.0269273049656227,47.56860857005296,47.978910369068544,-23346.99176219605,9079.92273362288,-40081.771327387614,-18505.237249605052
100,1.0,1.25,1.75,2019,556,1.0011530629062317,1.0728245625566524,45.66617137196632,46.58273381294964,1150.8657820499502,24719.179198268175,-35579.86095475953,-21526.084615025975
100,1.0,1.25,2.0,1975,545,1.0171447471221327,1.0666300596817586,43.949367088607595,44.03669724770642,17194.49827121134,23052.592589418273,-40469.06136815749,-24987.782191330407
100,1.0,1.25,2.25,1917,530,1.0271508961830942,1.0250762695144804,42.4621804903495,41.886792452830186,27136.08941383918,8731.053774735774,-38701.2127316718,-29029.76457826444
100,1.0,1.25,2.5,1874,521,1.0120590546431325,1.0321982830891974,41.088580576307365,40.49904030710173,12047.005893147252,11176.71766528365,-44671.152330266996,-28416.135338293825
100,1.0,1.25,2.75,1834,514,1.0203498602334389,1.0240651593074857,39.85823336968375,39.29961089494164,20206.332458174365,8475.005639553856,-39454.54441848928,-30238.008601516995
100,1.0,1.25,3.0,1811,501,1.0144784666490778,1.0554820001312621,39.14964108227499,38.32335329341317,14373.171565754456,19428.656586086945,-43537.61938470259,-26452.67139650685
100,1.0,1.5,1.0,2198,598,1.054056176112532,0.9632344457525706,59.91810737033667,56.8561872909699,49677.86217828096,-12172.865192157915,-41943.460341307946,-32354.871040535
100,1.0,1.5,1.25,2073,581,0.9948834970949644,1.0474576834861815,54.36565364206464,54.0447504302926,-5046.9687610699475,16097.497883234973,-46840.188895152605,-24865.81562377265
100,1.0,1.5,1.5,1988,553,0.981974660037516,1.0892556508197464,50.95573440643863,52.802893309222426,-18325.761972128712,30055.201152812297,-49339.698413735314,-19597.192781946287
100,1.0,1.5,1.75,1925,540,1.0095438417635474,1.1275028892233299,49.142857142857146,51.48148148148148,9769.681424976516,43649.347678530976,-33491.61372656301,-21252.96133587013
100,1.0,1.5,2.0,1871,527,1.0314462147120018,1.12123316819445,47.46125066809193,48.95635673624288,32180.486822378007,42195.75877124691,-45823.84381635755,-26441.215988556287
100,1.0,1.5,2.25,1816,512,1.0315407797870115,1.0783137020526512,45.64977973568282,46.6796875,32306.119214725186,27485.201092590723,-48646.06892431904,-26216.99456641225
100,1.0,1.5,2.5,1770,504,1.0191330020940719,1.0804866847291918,44.35028248587571,45.03968253968254,19522.64178838621,28374.58066515377,-47909.42755767683,-27974.695450597792
100,1.0,1.5,2.75,1725,498,1.012161780787258,1.0891002664261327,42.84057971014493,43.975903614457835,12359.353661921377,31763.95908972976,-51645.59277497097,-30867.273999766403
100,1.0,1.5,3.0,1701,484,0.9956447433784333,1.0948492885622423,41.91651969429747,42.97520661157025,-4438.565998049053,33801.80622323198,-64636.7851758104,-29691.321483381107
100,1.0,1.75,1.0,2127,581,1.0940510009069582,0.970349161240955,62.99952985425482,59.55249569707401,84956.79029877385,-9811.05365637377,-29876.154475578587,-37039.501029551175
100,1.0,1.75,1.25,2006,565,1.0302251229371975,1.0398305046690648,57.47756729810568,56.283185840707965,29542.25926877374,13657.111280085883,-35858.97135246778,-31039.019553957987
100,1.0,1.75,1.5,1916,539,1.0121872331195603,1.0539846803533255,54.1231732776618,54.73098330241187,12333.813422303137,18856.92677641353,-40668.59320385847,-27999.692345622097
100,1.0,1.75,1.75,1854,523,1.038074586561944,1.080898774885822,52.21143473570658,53.346080305927345,38963.508293949344,28951.61535473817,-27503.10541930019,-23988.305195160938
100,1.0,1.75,2.0,1795,511,1.0550381932242787,1.0725979401737376,50.41782729805014,50.88062622309198,56452.929916391986,26469.48444696245,-39130.58376562213,-29686.93665463914
100,1.0,1.75,2.25,1737,497,1.0487502808750775,1.0169645884705099,48.53195164075993,48.2897384305835,50226.23709888237,6307.23763342321,-47862.42480498299,-34274.642836312996
100,1.0,1.75,2.5,1692,488,1.0361690311860294,1.0182955734726598,47.28132387706856,46.721311475409834,37156.22745786077,6828.864073694713,-49657.72028353738,-37874.02572869316
100,1.0,1.75,2.75,1651,482,1.0328231893975215,1.024289664143884,45.97213809812235,45.643153526970956,33699.82871957687,9178.691839244202,-52618.86245725757,-42900.90621209536
100,1.0,1.75,3.0,1623,469,1.0297457779053987,1.0302461704357757,45.16327788046827,44.562899786780385,30451.995480398073,11451.867895144387,-59816.695760401744,-39225.60677919944
100,1.0,2.0,1.0,2083,566,1.1240080780243482,1.01689839575166,65.29044647143543,62.014134275618375,110538.60285048545,5441.557781332231,-30849.958860335828,-31809.36107781279
100,1.0,2.0,1.25,1950,546,1.059572795576546,1.1104118234566007,59.84615384615385,59.34065934065934,57326.760160776976,36200.31277720671,-33792.43642007423,-23252.473923160578
100,1.0,2.0,1.5,1855,523,1.033373219379867,1.1207857873426756,56.38814016172507,57.93499043977055,33399.24734824286,40769.1008312819,-35821.547087030995,-23053.180139243486
100,1.0,2.0,1.75,1794,507,1.0601489084253009,1.1469149640888123,54.57079152731327,56.41025641025641,60924.525155734664,50877.10253662772,-25785.691784574083,-24383.49092607881
100,1.0,2.0,2.0,1732,495,1.0726619242440223,1.1335405512473662,52.482678983833715,53.535353535353536,73832.43031078237,47249.18847037239,-30762.60848891124,-24383.49092607881
100,1.0,2.0,2.25,1676,479,1.0723537844359499,1.0732015270259094,50.71599045346062,51.1482254697286,73788.05055832345,26493.46352462395,-42454.285038265836,-30361.713293868816
100,1.0,2.0,2.5,1633,470,1.0580675610440435,1.0463281325088156,49.47948560930802,49.148936170212764,59180.507840017744,17179.838926955636,-45912.12526982273,-30778.585848373987
100,1.0,2.0,2.75,1594,464,1.055867930671474,1.0482557344743566,48.117942283563366,48.060344827586206,57154.104843830355,18224.521408002038,-49007.10862580412,-36116.94727157119
100,1.0,2.0,3.0,1567,451,1.0488715459795244,1.0555368076877143,47.35162731333759,47.006651884700666,50097.810572791524,21035.31624183801,-52809.54738168436,-32740.970170438013
100,1.0,2.25,1.0,2046,561,1.1359963717920263,0.9669880460260366,66.86217008797654,62.923351158645275,120604.6086207061,-11210.079587945875,-25672.92494299647,-40854.982702828565
100,1.0,2.25,1.25,1907,541,1.0535173689090913,1.059558545130034,61.35291033036182,60.44362292051756,51825.58487507438,20580.519537572764,-33265.99296544169,-31147.025525436402
100,1.0,2.25,1.5,1808,519,1.0372094427741694,1.0723756407702891,58.075221238938056,59.152215799614645,37269.48451388111,25821.3619447354,-36068.27614412425,-29381.407681413184
100,1.0,2.25,1.75,1744,503,1.0646877235826662,1.0972352483144991,56.36467889908257,57.45526838966203,65568.08049701875,35574.38050793004,-28753.341870361473,-27579.583169889593
100,1.0,2.25,2.0,1685,491,1.0787682043036215,1.0848508788475142,54.3026706231454,54.58248472505092,80223.97368881112,31705.112591345533,-28527.11758664997,-30285.573014211986
100,1.0,2.25,2.25,1627,473,1.0691297679946719,1.025588075091847,52.42778119237861,52.219873150105705,70968.62351401706,9753.562253142227,-37195.6664184703,-35799.29122004825
100,1.0,2.25,2.5,1583,464,1.0509030677808053,0.9998062064889994,51.16866708780796,50.21551724137931,52238.11138349578,-75.77300125070906,-39453.82794639876,-38445.89910070521
100,1.0,2.25,2.75,1543,458,1.0512987089192622,0.9959643838896828,49.90278677900194,49.12663755458515,52725.72869588937,-1607.5368264335702,-39845.28277041936,-45294.28493001367
100,1.0,2.25,3.0,1516,445,1.047004946439003,1.0068058337028218,49.20844327176781,48.08988764044944,48330.940673937956,2709.345814782282,-46791.215839947996,-41152.26345626652
100,1.0,2.5,1.0,2004,558,1.1381289664960255,0.9566550250787244,67.96407185628742,63.97849462365591,121345.68275754424,-14991.679953110579,-24183.472325903043,-41838.2421803871
100,1.0,2.5,1.25,1866,537,1.046470232380729,1.0529478312874039,62.37942122186495,61.82495344506518,44834.653060113196,18542.19886134626,-38375.66170544036,-31634.976905171497
100,1.0,2.5,1.5,1767,513,1.0320581098503052,1.0682825656924915,59.13978494623656,60.23391812865497,31858.379368535752,24604.896179337593,-38184.57992563515,-32140.491261763455
100,1.0,2.5,1.75,1705,492,1.0537058585499683,1.0840226902822714,57.360703812316714,58.333333333333336,54383.44145656716,30924.20327994383,-32005.86151991738,-30669.302341900984
100,1.0,2.5,2.0,1649,481,1.0644907775043453,1.0812994173578667,55.30624620982414,55.71725571725572,65984.77143555705,30491.926139706484,-39161.030313995885,-33798.28378302387
100,1.0,2.5,2.25,1593,464,1.0599031600504056,1.0323348671028478,53.60954174513497,53.44827586206897,61718.80690036308,12366.22529000153,-46922.89896656628,-40501.201695722484
100,1.0,2.5,2.5,1545,454,1.0415675916516252,1.0039773957996436,52.297734627831716,51.3215859030837,42780.39018300315,1560.5687090910214,-46629.121048729256,-43858.25734073689
100,1.0,2.5,2.75,1506,447,1.0400297677564385,0.997271057582858,51.12881806108898,50.33557046979866,41270.4344529816,-1092.4069506194064,-45680.68450825574,-48749.061574260486
100,1.0,2.5,3.0,1479,433,1.0349820203609146,1.0137025605305887,50.4394861392833,49.42263279445727,36087.96008965678,5458.908059290188,-53740.44668617948,-43915.94192677105
100,1.0,2.75,1.0,1962,549,1.1505088054381467,0.9250820206234549,68.96024464831804,64.48087431693989,129431.96986727035,-26558.817650829806,-21231.854156544825,-52904.81181184667
100,1.0,2.75,1.25,1823,529,1.044245279329748,1.0241984411215392,63.247394404827205,62.75992438563327,42404.83210442719,8675.585560227046,-48506.38141752829,-30085.402027989476
100,1.0,2.75,1.5,1723,506,1.0375273917307002,1.0386212846741927,60.127684271619266,60.869565217391305,36802.85838991651,14251.933012790905,-44454.43192518431,-35149.46740891086
100,1.0,2.75,1.75,1663,484,1.0566886970429465,1.0690306365001685,58.32832230907998,59.29752066115702,56869.890985509555,25796.07619449096,-34572.93117567051,-31208.425806967498
100,1.0,2.75,2.0,1607,472,1.0610612217069968,1.0699303537883031,56.12943372744244,56.99152542372882,62237.49069728846,26588.92980273813,-45671.83862454946,-35029.54762794885
100,1.0,2.75,2.25,1551,455,1.0566989172334844,1.0310760750381291,54.4809800128949,54.94505494505494,58348.77789370938,11992.053055512079,-54408.925137165046,-41492.958908872315
100,1.0,2.75,2.5,1501,445,1.0348608773348966,1.0134500575312164,53.23117921385743,53.03370786516854,35778.90461162122,5304.045116360503,-60261.19634382878,-46427.65999932366
100,1.0,2.75,2.75,1462,438,1.041234323518134,1.0096194690449434,52.25718194254446,52.054794520547944,42139.02026229123,3860.414796468467,-57301.36756796391,-51858.999421513
100,1.0,2.75,3.0,1435,424,1.0390045015089797,1.026107298734798,51.707317073170735,51.179245283018865,39871.82741899804,10420.459280113937,-64629.04713995043,-46961.30067785278
100,1.0,3.0,1.0,1938,543,1.1305167197813688,0.9382337532992269,69.6078431372549,65.19337016574586,113506.13438811226,-21566.037861766017,-21696.415979902922,-46064.61004243756
100,1.0,3.0,1.25,1797,523,1.0153540735990267,1.0357878723564633,63.66165831942126,63.47992351816443,14966.008019205947,12674.878538206176,-46074.18068647548,-27346.573388936813
100,1.0,3.0,1.5,1693,500,1.0135464351442487,1.0466299929455505,60.42528056704076,61.4,13438.633580989372,17061.043755457213,-43020.614142966624,-33859.32384785767
100,1.0,3.0,1.75,1629,477,1.0417800028678967,1.0748526883523366,58.74769797421731,59.74842767295598,42035.969087469566,27782.09731544979,-40160.52148859155,-28093.91470544353
100,1.0,3.0,2.0,1571,465,1.0528995040612117,1.0759740229328403,56.65181413112667,57.41935483870968,53828.61229440725,28711.00100324562,-39966.454249135815,-35182.975259508676
100,1.0,3.0,2.25,1516,448,1.0553555638809433,1.0465569134707227,55.21108179419525,55.357142857142854,56685.45858460442,17707.46164149743,-47003.95967567962,-36529.24637984543
100,1.0,3.0,2.5,1469,437,1.032024591915851,1.0298246718797337,53.982300884955755,53.546910755148744,32739.513136223723,11567.811757928575,-55163.13892973897,-37613.4438218156
100,1.0,3.0,2.75,1429,431,1.0449823875416753,1.0246332847934896,53.18404478656403,52.43619489559165,45560.501982989845,9742.081344537582,-47612.02022804736,-44636.813883071736
100,1.0,3.0,3.0,1403,417,1.0422697746964829,1.0390535054954697,52.6728439059159,51.55875299760192,42786.597747709166,15406.131320580826,-51412.60839457813,-41180.02337835387
100,1.1,1.0,1.0,2383,643,1.022581526685651,0.9161626374420253,50.81829626521192,47.12286158631415,19970.742705936245,-26757.931320768912,-27643.786018268438,-35960.767068614005
100,1.1,1.0,1.25,2277,624,0.9875737507179511,1.0262821559512962,45.718050065876156,45.032051282051285,-11576.964761270865,8368.024998089168,-33143.14068906875,-18327.334407426242
100,1.1,1.0,1.5,2204,597,0.9580664407395492,1.0378225288676775,42.19600725952813,43.21608040201005,-40288.25319808853,12081.065191303933,-53331.47977344361,-19392.775654360303
100,1.1,1.0,1.75,2146,584,0.9855131837656878,1.0645654359143664,40.26095060577819,41.60958904109589,-13956.439583696665,20811.51284166568,-39281.17814561498,-18902.79554697736
100,1.1,1.0,2.0,2103,575,1.0122117104806818,1.0602362866953843,38.89681407513076,39.47826086956522,11771.760498978692,19730.169869716483,-50430.252992233436,-21207.401571252485
100,1.1,1.0,2.25,2046,561,1.0264984673881612,1.020420130021547,37.48778103616813,37.4331550802139,25360.949087409972,6779.284022724241,-49567.85241054491,-23977.93046519044
100,1.1,1.0,2.5,2001,555,1.0213285447312814,1.0186045231951153,36.33183408295852,36.03603603603604,20297.279435828532,6236.835740608076,-52723.658806703315,-25235.662462687396
100,1.1,1.0,2.75,1965,550,1.0274137976289353,1.01242767865628,35.11450381679389,34.72727272727273,25946.27839080873,4215.873504759875,-47062.683122543276,-35468.597289833124
100,1.1,1.0,3.0,1945,538,1.0230931288604095,1.042475373636724,34.55012853470437,33.82899628252788,21840.35644667805,14335.814947283507,-47554.22088303032,-31401.264467039728
100,1.1,1.25,1.0,2303,625,1.0528875584526187,0.9135905213088815,56.317846287451154,52.48,48250.42795519388,-29223.282209234385,-35220.31482687686,-38326.17571732597
100,1.1,1.25,1.25,2195,609,0.9990661223384657,1.0132694720561308,50.933940774487475,49.917898193760266,-912.4106716094684,4557.935537293015,-37579.04193341543,-18535.73549862842
