entry_time,exit_time,direction,entry_price,exit_price,contracts,bars_held,gross_pnl,net_pnl,exit_reason,signal_time
2025-08-06 11:01:00-04:00,2025-08-06 11:01:00-04:00,long,23282.5625,23282.390135491052,1,1,-3.45,-7.95,band_stop,2025-08-06 11:00:00-04:00
2025-08-06 11:31:00-04:00,2025-08-06 16:45:00-04:00,long,23323.8125,23408.9375,1,315,1702.5,1698.0,eod_close,2025-08-06 11:30:00-04:00
2025-08-08 10:01:00-04:00,2025-08-08 10:15:00-04:00,long,23643.8125,23639.666972632564,1,15,-82.91,-87.41,band_stop,2025-08-08 10:00:00-04:00
2025-08-08 10:31:00-04:00,2025-08-08 10:58:00-04:00,long,23676.0625,23649.556641250754,1,28,-530.12,-534.62,band_stop,2025-08-08 10:30:00-04:00
2025-08-08 11:01:00-04:00,2025-08-08 11:01:00-04:00,long,23652.3125,23652.1875,1,1,-2.5,-7.0,band_stop,2025-08-08 11:00:00-04:00
2025-08-08 11:31:00-04:00,2025-08-08 11:31:00-04:00,long,23666.5625,23656.269549626868,1,1,-205.86,-210.36,band_stop,2025-08-08 11:30:00-04:00
2025-08-08 12:01:00-04:00,2025-08-08 12:55:00-04:00,long,23680.0625,23677.495226070063,1,55,-51.35,-55.85,band_stop,2025-08-08 12:00:00-04:00
2025-08-08 13:01:00-04:00,2025-08-08 13:01:00-04:00,long,23677.0625,23676.9375,1,1,-2.5,-7.0,band_stop,2025-08-08 13:00:00-04:00
2025-08-08 14:01:00-04:00,2025-08-08 14:26:00-04:00,long,23700.5625,23700.637262060132,1,26,1.5,-3.0,band_stop,2025-08-08 14:00:00-04:00
2025-08-08 14:31:00-04:00,2025-08-08 15:32:00-04:00,long,23706.8125,23698.36142197426,1,62,-169.02,-173.52,band_stop,2025-08-08 14:30:00-04:00
2025-08-12 12:01:00-04:00,2025-08-12 12:01:00-04:00,long,23867.5625,23861.532985857655,1,1,-120.59,-125.09,band_stop,2025-08-12 12:00:00-04:00
2025-08-12 12:31:00-04:00,2025-08-12 16:45:00-04:00,long,23879.3125,23934.6875,1,255,1107.5,1103.0,eod_close,2025-08-12 12:30:00-04:00
2025-08-19 10:01:00-04:00,2025-08-19 10:01:00-04:00,short,23678.1875,23678.3125,2,1,-5.0,-14.0,band_stop,2025-08-19 10:00:00-04:00
2025-08-19 10:31:00-04:00,2025-08-19 16:45:00-04:00,short,23627.1875,23469.5625,2,375,6305.0,6296.0,eod_close,2025-08-19 10:30:00-04:00
2025-08-20 10:01:00-04:00,2025-08-20 11:19:00-04:00,short,23173.9375,23174.14138292185,2,79,-8.16,-17.16,vwap_stop,2025-08-20 10:00:00-04:00
2025-08-20 11:31:00-04:00,2025-08-20 11:31:00-04:00,short,23224.1875,23224.3125,2,1,-5.0,-14.0,vwap_stop,2025-08-20 11:30:00-04:00
2025-08-20 12:01:00-04:00,2025-08-20 12:02:00-04:00,short,23171.1875,23181.583371540368,2,2,-415.83,-424.83,vwap_stop,2025-08-20 12:00:00-04:00
