atr_n,sl_mult,tp_mult,rr,n_all,wr_strict_all,wr_inc_fc_all,net_all,pf_all,mdd_all,is_n,wr_strict_is,wr_inc_fc_is,net_is,pf_is,oos_n,wr_strict_oos,wr_inc_fc_oos,net_oos,pf_oos,robust_1to1
14,2.0,4.0,2.0,1386,17.893217893217894,44.44444444444444,118301.08890718617,1.102787144649973,-41258.710602986466,831,17.56919374247894,43.32129963898917,31237.16714358039,1.0508517054116608,555,18.37837837837838,46.126126126126124,87063.92176360577,1.1622350137454835,False
14,2.25,2.25,1.0,1386,43.073593073593074,53.46320346320347,83573.1427682139,1.0768849377241,-56950.24508301203,831,43.20096269554753,52.34657039711191,22552.003068304835,1.0387829925694234,555,42.88288288288288,55.13513513513514,61021.139699909094,1.120714966520834,True
14,2.25,3.38,1.5,1386,25.613275613275615,48.05194805194805,100133.92300489884,1.0846661320117321,-55795.58426482938,831,25.03008423586041,46.57039711191336,14583.71022073294,1.0228736397530394,555,26.486486486486488,50.27027027027027,85550.21278416591,1.1569399127804871,False
14,2.25,4.5,2.0,1386,14.06926406926407,46.53679653679654,124089.65097385316,1.102937700891848,-45164.88240216101,831,13.718411552346572,45.12635379061371,20789.59819342146,1.0319571982064173,555,14.594594594594595,48.64864864864865,103300.0527804317,1.1861470361108069,False
14,2.5,2.5,1.0,1386,40.04329004329004,53.535353535353536,103697.3348995006,1.090277337863654,-54904.77669919582,831,40.794223826714806,52.46690734055355,31691.44002428424,1.0511463739045053,555,38.91891891891892,55.13513513513514,72005.89487521636,1.1361091359157351,True
14,2.5,3.75,1.5,1386,21.356421356421357,49.134199134199136,120995.8160970395,1.0986663533089733,-55967.99304435989,831,20.216606498194945,47.292418772563174,-3207.427596880734,0.9952522160378252,555,23.063063063063062,51.891891891891895,124203.24369392023,1.2255166579510894,False
14,2.5,5.0,2.0,1386,10.461760461760463,48.124098124098126,127838.37235602131,1.1029595458581356,-54634.20821453362,831,10.22864019253911,46.57039711191336,10002.7572121167,1.0146985074542478,555,10.81081081081081,50.45045045045045,117835.6151439046,1.2100051789896142,False
14,2.75,2.75,1.0,1386,36.507936507936506,53.75180375180375,113625.00408780223,1.0946698554425636,-68273.42223791222,831,36.22141997593261,52.46690734055355,21679.910136284932,1.0333644597835638,555,36.93693693693694,55.67567567567567,91945.09395151731,1.167041340845899,True
14,2.75,4.12,1.5,1386,18.037518037518037,50.144300144300146,123173.09368967034,1.0975210919449871,-48611.56515474279,831,17.328519855595665,48.73646209386281,10352.37094741083,1.015060239857641,555,19.0990990990991,52.25225225225225,112820.72274225952,1.195990760124919,False
14,2.75,5.5,2.0,1386,7.72005772005772,49.35064935064935,111450.3614077874,1.0875231470568754,-61661.441356009906,831,7.2202166064981945,47.89410348977136,2457.223130776324,1.0035445706893922,555,8.468468468468467,51.53153153153153,108993.13827701108,1.18787197498985,False
14,3.0,3.0,1.0,1386,32.03463203463203,53.823953823953815,113473.29735827887,1.0919714865562775,-48572.9340943996,831,31.768953068592058,52.58724428399518,31729.800610801576,1.0480817907468225,555,32.432432432432435,55.67567567567567,81743.49674747731,1.1424413535288545,True
14,3.0,4.5,1.5,1386,14.43001443001443,51.22655122655123,136630.5412777868,1.1072770149989424,-36663.8030828402,831,13.959085439229844,49.81949458483754,27475.228738829683,1.040098401571063,555,15.135135135135137,53.333333333333336,109155.3125389571,1.1855030969598437,False
