date,entry_time,exit_time,direction,prior_gamma_sign,entry_price,exit_price,qty,bars_held,pnl_pts,pnl_$,reason
2021-02-23,2021-02-23 10:00:00-05:00,2021-02-23 11:00:00-05:00,SHORT,-1,12885.25,13082.066278247365,1,2,-196.8162782473646,-3936.325564947292,SL
2021-02-25,2021-02-25 10:00:00-05:00,2021-02-25 14:30:00-05:00,SHORT,-1,13219.75,13013.5,2,9,206.25,8250.0,FC
2021-02-26,2021-02-26 10:00:00-05:00,2021-02-26 14:30:00-05:00,SHORT,-1,12876.5,12950.75,1,9,-74.25,-1485.0,FC
2021-03-04,2021-03-04 10:00:00-05:00,2021-03-04 12:00:00-05:00,SHORT,-1,12589.5,12771.904086829323,2,4,-182.4040868293232,-7296.163473172928,SL
2021-03-05,2021-03-05 10:00:00-05:00,2021-03-05 14:30:00-05:00,SHORT,-1,12421.75,12592.0,1,9,-170.25,-3405.0,FC
2021-03-12,2021-03-12 10:00:00-05:00,2021-03-12 14:30:00-05:00,SHORT,-1,12880.75,12874.0,2,9,6.75,270.0,FC
2021-03-18,2021-03-18 10:00:00-04:00,2021-03-18 14:30:00-04:00,SHORT,-1,12995.25,12886.25,1,9,109.0,2180.0,FC
2021-03-19,2021-03-19 10:00:00-04:00,2021-03-19 14:30:00-04:00,SHORT,-1,12774.75,12859.0,1,9,-84.25,-1685.0,FC
2021-03-25,2021-03-25 10:00:00-04:00,2021-03-25 14:30:00-04:00,SHORT,-1,12789.0,12660.75,2,9,128.25,5130.0,FC
2021-03-29,2021-03-29 10:00:00-04:00,2021-03-29 13:30:00-04:00,SHORT,-1,12854.25,12975.17161628237,1,7,-120.92161628237045,-2418.432325647409,SL
2021-03-30,2021-03-30 10:00:00-04:00,2021-03-30 14:30:00-04:00,SHORT,-1,12831.5,12850.5,2,9,-19.0,-760.0,FC
2021-04-13,2021-04-13 10:00:00-04:00,2021-04-13 14:30:00-04:00,LONG,1,13941.5,13944.5,1,9,3.0,60.0,FC
2021-04-16,2021-04-16 10:00:00-04:00,2021-04-16 12:30:00-04:00,SHORT,-1,13963.75,14033.967159790916,1,5,-70.21715979091641,-1404.3431958183282,SL
2021-04-19,2021-04-19 10:00:00-04:00,2021-04-19 14:30:00-04:00,SHORT,-1,13995.25,13889.0,2,9,106.25,4250.0,FC
2021-04-20,2021-04-20 10:00:00-04:00,2021-04-20 14:30:00-04:00,SHORT,-1,13904.75,13769.0,1,9,135.75,2715.0,FC
2021-04-27,2021-04-27 10:00:00-04:00,2021-04-27 14:30:00-04:00,SHORT,-1,13955.5,13965.25,1,9,-9.75,-195.0,FC
2021-04-29,2021-04-29 10:00:00-04:00,2021-04-29 14:30:00-04:00,SHORT,-1,13966.75,13937.75,2,9,29.0,1160.0,FC
2021-04-30,2021-04-30 10:00:00-04:00,2021-04-30 14:30:00-04:00,SHORT,-1,13906.75,13860.5,1,9,46.25,925.0,FC
2021-05-03,2021-05-03 10:00:00-04:00,2021-05-03 10:30:00-04:00,SHORT,-1,13874.75,13936.99795507521,1,1,-62.247955075210484,-1244.9591015042097,SL
2021-05-04,2021-05-04 10:00:00-04:00,2021-05-04 14:30:00-04:00,SHORT,-1,13543.25,13452.0,2,9,91.25,3650.0,FC
2021-05-05,2021-05-05 10:00:00-04:00,2021-05-05 14:30:00-04:00,SHORT,-1,13595.5,13558.75,1,9,36.75,735.0,FC
2021-05-06,2021-05-06 10:00:00-04:00,2021-05-06 12:00:00-04:00,SHORT,-1,13427.75,13523.794864968122,1,4,-96.04486496812206,-1920.8972993624411,SL
2021-05-10,2021-05-10 10:00:00-04:00,2021-05-10 14:30:00-04:00,SHORT,-1,13536.25,13392.25,2,9,144.0,5760.0,FC
2021-05-11,2021-05-11 10:00:00-04:00,2021-05-11 14:30:00-04:00,SHORT,-1,13270.75,13373.25,1,9,-102.5,-2050.0,FC
2021-05-12,2021-05-12 10:00:00-04:00,2021-05-12 14:30:00-04:00,SHORT,-1,13157.75,13024.25,2,9,133.5,5340.0,FC
2021-05-17,2021-05-17 10:00:00-04:00,2021-05-17 14:30:00-04:00,SHORT,-1,13286.25,13229.0,1,9,57.25,1145.0,FC
2021-05-18,2021-05-18 10:00:00-04:00,2021-05-18 14:30:00-04:00,SHORT,-1,13327.25,13305.25,1,9,22.0,440.0,FC
2021-05-19,2021-05-19 10:00:00-04:00,2021-05-19 12:30:00-04:00,SHORT,-1,13043.75,13170.120787233489,1,5,-126.37078723348895,-2527.415744669779,SL
2021-05-26,2021-05-26 10:00:00-04:00,2021-05-26 14:30:00-04:00,SHORT,-1,13671.0,13704.25,2,9,-33.25,-1330.0,FC
2021-05-27,2021-05-27 10:00:00-04:00,2021-05-27 14:30:00-04:00,SHORT,-1,13655.5,13666.75,1,9,-11.25,-225.0,FC
2021-06-01,2021-06-01 10:00:00-04:00,2021-06-01 10:30:00-04:00,LONG,1,13722.75,13667.848046029127,2,1,-54.901953970873365,-2196.0781588349346,SL
2021-06-03,2021-06-03 10:00:00-04:00,2021-06-03 11:30:00-04:00,SHORT,-1,13497.0,13593.211455159413,1,3,-96.21145515941316,-1924.2291031882633,SL
2021-06-15,2021-06-15 10:00:00-04:00,2021-06-15 11:30:00-04:00,LONG,1,14097.25,14045.444808060727,2,3,-51.805191939272845,-2072.207677570914,SL
2021-06-21,2021-06-21 10:00:00-04:00,2021-06-21 14:30:00-04:00,SHORT,-1,14057.25,14134.75,1,9,-77.5,-1550.0,FC
2021-06-29,2021-06-29 10:00:00-04:00,2021-06-29 14:30:00-04:00,LONG,1,14513.75,14550.25,2,9,36.5,1460.0,FC
2021-06-30,2021-06-30 10:00:00-04:00,2021-06-30 14:30:00-04:00,SHORT,-1,14535.25,14536.0,1,9,-0.75,-15.0,FC
2021-07-01,2021-07-01 10:00:00-04:00,2021-07-01 14:30:00-04:00,SHORT,-1,14545.25,14533.75,2,9,11.5,460.0,FC
2021-07-06,2021-07-06 10:00:00-04:00,2021-07-06 12:00:00-04:00,LONG,1,14753.5,14706.800204442741,1,4,-46.69979555725877,-933.9959111451753,SL
2021-07-15,2021-07-15 10:00:00-04:00,2021-07-15 14:30:00-04:00,SHORT,-1,14893.0,14753.25,2,9,139.75,5590.0,FC
2021-07-19,2021-07-19 10:00:00-04:00,2021-07-19 14:30:00-04:00,SHORT,-1,14483.5,14514.75,1,9,-31.25,-625.0,FC
2021-07-20,2021-07-20 10:00:00-04:00,2021-07-20 11:30:00-04:00,SHORT,-1,14585.75,14672.253184853236,2,3,-86.50318485323623,-3460.1273941294494,SL
2021-07-27,2021-07-27 10:00:00-04:00,2021-07-27 14:30:00-04:00,SHORT,-1,15042.75,14870.5,1,9,172.25,3445.0,FC
2021-07-29,2021-07-29 10:00:00-04:00,2021-07-29 14:30:00-04:00,LONG,1,15054.25,15055.75,1,9,1.5,30.0,FC
2021-08-02,2021-08-02 10:00:00-04:00,2021-08-02 12:00:00-04:00,SHORT,-1,14976.75,15050.580690238354,1,4,-73.83069023835378,-1476.6138047670756,SL
2021-08-03,2021-08-03 10:00:00-04:00,2021-08-03 12:00:00-04:00,SHORT,-1,14905.25,14971.169788543166,2,4,-65.91978854316585,-2636.791541726634,SL
2021-08-12,2021-08-12 10:00:00-04:00,2021-08-12 11:00:00-04:00,SHORT,-1,14974.75,15027.771804332984,1,2,-53.021804332984175,-1060.4360866596835,SL
2021-08-17,2021-08-17 10:00:00-04:00,2021-08-17 11:00:00-04:00,SHORT,-1,14976.5,15050.06577719255,2,2,-73.56577719255074,-2942.6310877020296,SL
2021-08-19,2021-08-19 10:00:00-04:00,2021-08-19 11:30:00-04:00,SHORT,-1,14802.25,14905.593384499345,1,3,-103.34338449934512,-2066.8676899869024,SL
2021-08-26,2021-08-26 10:00:00-04:00,2021-08-26 14:30:00-04:00,SHORT,-1,15335.25,15313.75,2,9,21.5,860.0,FC
2021-08-27,2021-08-27 10:00:00-04:00,2021-08-27 10:30:00-04:00,SHORT,-1,15307.0,15357.527274911228,1,1,-50.52727491122823,-1010.5454982245647,SL
2021-09-07,2021-09-07 10:00:00-04:00,2021-09-07 13:00:00-04:00,SHORT,-1,15642.75,15695.409912457275,2,6,-52.65991245727491,-2106.3964982909965,SL
2021-09-08,2021-09-08 10:00:00-04:00,2021-09-08 14:30:00-04:00,SHORT,-1,15634.75,15608.0,1,9,26.75,535.0,FC
2021-09-13,2021-09-13 10:00:00-04:00,2021-09-13 14:30:00-04:00,SHORT,-1,15438.75,15355.25,1,9,83.5,1670.0,FC
2021-09-14,2021-09-14 10:00:00-04:00,2021-09-14 14:30:00-04:00,SHORT,-1,15432.25,15377.0,1,9,55.25,1105.0,FC
2021-09-15,2021-09-15 10:00:00-04:00,2021-09-15 13:00:00-04:00,SHORT,-1,15356.0,15425.02219555742,1,6,-69.02219555741976,-1380.4439111483953,SL
2021-09-16,2021-09-16 10:00:00-04:00,2021-09-16 14:30:00-04:00,SHORT,-1,15409.5,15474.75,2,9,-65.25,-2610.0,FC
2021-09-17,2021-09-17 10:00:00-04:00,2021-09-17 14:30:00-04:00,SHORT,-1,15402.75,15288.25,1,9,114.5,2290.0,FC
2021-09-20,2021-09-20 10:00:00-04:00,2021-09-20 14:30:00-04:00,SHORT,-1,15107.5,14841.75,1,9,265.75,5315.0,FC
2021-09-21,2021-09-21 10:00:00-04:00,2021-09-21 14:30:00-04:00,SHORT,-1,15067.25,15005.75,1,9,61.5,1230.0,FC
2021-09-27,2021-09-27 10:00:00-04:00,2021-09-27 14:30:00-04:00,SHORT,-1,15122.5,15212.5,1,9,-90.0,-1800.0,FC
2021-09-28,2021-09-28 10:00:00-04:00,2021-09-28 14:30:00-04:00,SHORT,-1,14951.0,14831.25,2,9,119.75,4790.0,FC
2021-09-29,2021-09-29 10:00:00-04:00,2021-09-29 14:30:00-04:00,SHORT,-1,14883.0,14822.5,1,9,60.5,1210.0,FC
2021-10-01,2021-10-01 10:00:00-04:00,2021-10-01 14:30:00-04:00,SHORT,-1,14629.75,14740.75,1,9,-111.0,-2220.0,FC
2021-10-04,2021-10-04 10:00:00-04:00,2021-10-04 14:30:00-04:00,SHORT,-1,14596.75,14425.5,2,9,171.25,6850.0,FC
2021-10-06,2021-10-06 10:00:00-04:00,2021-10-06 10:30:00-04:00,SHORT,-1,14538.0,14663.764961476605,1,1,-125.7649614766051,-2515.299229532102,SL
2021-10-08,2021-10-08 10:00:00-04:00,2021-10-08 14:30:00-04:00,SHORT,-1,14849.25,14866.0,2,9,-16.75,-670.0,FC
2021-10-12,2021-10-12 10:00:00-04:00,2021-10-12 14:30:00-04:00,SHORT,-1,14661.25,14699.25,1,9,-38.0,-760.0,FC
2021-10-14,2021-10-14 10:00:00-04:00,2021-10-14 14:30:00-04:00,LONG,1,14945.0,15042.75,2,9,97.75,3910.0,FC
2021-10-21,2021-10-21 10:00:00-04:00,2021-10-21 14:30:00-04:00,LONG,1,15380.25,15428.25,1,9,48.0,960.0,FC
2021-11-04,2021-11-04 10:00:00-04:00,2021-11-04 14:30:00-04:00,LONG,1,16246.0,16355.75,1,9,109.75,2195.0,FC
2021-11-05,2021-11-05 10:00:00-04:00,2021-11-05 13:30:00-04:00,LONG,1,16416.75,16326.030340616264,1,7,-90.71965938373614,-1814.3931876747229,SL
2021-11-09,2021-11-09 10:00:00-05:00,2021-11-09 14:30:00-05:00,SHORT,-1,16226.0,16214.5,2,9,11.5,460.0,FC
2021-11-10,2021-11-10 10:00:00-05:00,2021-11-10 14:30:00-05:00,SHORT,-1,16172.5,15937.75,1,9,234.75,4695.0,FC
2021-11-12,2021-11-12 10:00:00-05:00,2021-11-12 11:00:00-05:00,SHORT,-1,16020.25,16086.101073098098,1,2,-65.85107309809791,-1317.0214619619583,SL
2021-11-15,2021-11-15 10:00:00-05:00,2021-11-15 10:30:00-05:00,LONG,1,16229.0,16166.570838738879,2,1,-62.42916126112141,-2497.1664504448563,SL
2021-11-22,2021-11-22 10:00:00-05:00,2021-11-22 11:30:00-05:00,LONG,1,16721.5,16653.902588375626,1,3,-67.59741162437422,-1351.9482324874843,SL
2021-11-23,2021-11-23 10:00:00-05:00,2021-11-23 14:30:00-05:00,SHORT,-1,16398.0,16161.75,2,9,236.25,9450.0,FC
2021-11-24,2021-11-24 10:00:00-05:00,2021-11-24 11:30:00-05:00,SHORT,-1,16181.25,16305.220433485263,1,3,-123.97043348526313,-2479.4086697052626,SL
2021-12-02,2021-12-02 10:00:00-05:00,2021-12-02 14:30:00-05:00,SHORT,-1,15993.5,16020.0,2,9,-26.5,-1060.0,FC
2021-12-03,2021-12-03 10:00:00-05:00,2021-12-03 14:30:00-05:00,SHORT,-1,15842.0,15616.5,1,9,225.5,4510.0,FC
2021-12-06,2021-12-06 10:00:00-05:00,2021-12-06 13:30:00-05:00,SHORT,-1,15666.75,15850.552291233782,1,7,-183.80229123378194,-3676.045824675639,SL
2021-12-09,2021-12-09 10:00:00-05:00,2021-12-09 10:30:00-05:00,LONG,1,16348.75,16272.83221436869,2,1,-75.91778563131084,-3036.7114252524334,SL
2021-12-10,2021-12-10 10:00:00-05:00,2021-12-10 14:30:00-05:00,SHORT,-1,16221.0,16264.75,1,9,-43.75,-875.0,FC
2021-12-14,2021-12-14 10:00:00-05:00,2021-12-14 14:30:00-05:00,SHORT,-1,15926.25,15827.75,2,9,98.5,3940.0,FC
2021-12-15,2021-12-15 10:00:00-05:00,2021-12-15 14:30:00-05:00,SHORT,-1,15840.5,15913.75,1,9,-73.25,-1465.0,FC
2021-12-16,2021-12-16 10:00:00-05:00,2021-12-16 14:30:00-05:00,SHORT,-1,16169.75,15851.75,2,9,318.0,12720.0,FC
2021-12-17,2021-12-17 10:00:00-05:00,2021-12-17 14:30:00-05:00,SHORT,-1,15782.0,15852.0,1,9,-70.0,-1400.0,FC
2021-12-20,2021-12-20 10:00:00-05:00,2021-12-20 14:30:00-05:00,SHORT,-1,15630.25,15573.25,2,9,57.0,2280.0,FC
2021-12-21,2021-12-21 10:00:00-05:00,2021-12-21 12:00:00-05:00,SHORT,-1,15664.75,15785.490490641992,1,4,-120.74049064199244,-2414.8098128398487,SL
2021-12-28,2021-12-28 10:00:00-05:00,2021-12-28 10:30:00-05:00,LONG,1,16575.5,16499.523149012508,2,1,-75.97685098749207,-3039.074039499683,SL
2021-12-29,2021-12-29 10:00:00-05:00,2021-12-29 14:30:00-05:00,SHORT,-1,16510.5,16481.75,1,9,28.75,575.0,FC
2021-12-30,2021-12-30 10:00:00-05:00,2021-12-30 14:30:00-05:00,SHORT,-1,16499.75,16525.75,1,9,-26.0,-520.0,FC
2021-12-31,2021-12-31 10:00:00-05:00,2021-12-31 14:30:00-05:00,SHORT,-1,16395.75,16364.0,2,9,31.75,1270.0,FC
2022-01-03,2022-01-03 10:00:00-05:00,2022-01-03 10:30:00-05:00,SHORT,-1,16316.5,16421.519899505744,1,1,-105.01989950574352,-2100.3979901148705,SL
2022-01-05,2022-01-05 10:00:00-05:00,2022-01-05 14:30:00-05:00,SHORT,-1,16212.75,15972.75,2,9,240.0,9600.0,FC
2022-01-06,2022-01-06 10:00:00-05:00,2022-01-06 11:30:00-05:00,SHORT,-1,15718.5,15884.130975877788,1,3,-165.63097587778793,-3312.6195175557586,SL
2022-01-07,2022-01-07 10:00:00-05:00,2022-01-07 14:30:00-05:00,SHORT,-1,15792.5,15580.0,2,9,212.5,8500.0,FC
2022-01-10,2022-01-10 10:00:00-05:00,2022-01-10 14:00:00-05:00,SHORT,-1,15259.25,15427.452351685824,1,8,-168.2023516858244,-3364.047033716488,SL
2022-01-11,2022-01-11 10:00:00-05:00,2022-01-11 11:30:00-05:00,SHORT,-1,15548.0,15689.549381043698,2,3,-141.5493810436983,-5661.975241747932,SL
2022-01-18,2022-01-18 10:00:00-05:00,2022-01-18 14:30:00-05:00,SHORT,-1,15333.0,15259.75,1,9,73.25,1465.0,FC
2022-01-21,2022-01-21 10:00:00-05:00,2022-01-21 11:30:00-05:00,SHORT,-1,14650.0,14847.635033331355,1,3,-197.63503333135486,-3952.7006666270972,SL
2022-01-24,2022-01-24 10:00:00-05:00,2022-01-24 14:30:00-05:00,SHORT,-1,14096.5,14067.5,2,9,29.0,1160.0,FC
2022-01-25,2022-01-25 10:00:00-05:00,2022-01-25 14:30:00-05:00,SHORT,-1,14100.25,14311.0,1,9,-210.75,-4215.0,FC
2022-01-28,2022-01-28 10:00:00-05:00,2022-01-28 11:30:00-05:00,SHORT,-1,13899.75,14189.630162356209,2,3,-289.88016235620853,-11595.206494248341,SL
2022-02-03,2022-02-03 10:00:00-05:00,2022-02-03 14:30:00-05:00,SHORT,-1,14710.0,14640.25,1,9,69.75,1395.0,FC
2022-02-04,2022-02-04 10:00:00-05:00,2022-02-04 14:30:00-05:00,SHORT,-1,14576.25,14719.0,1,9,-142.75,-2855.0,FC
2022-02-08,2022-02-08 10:00:00-05:00,2022-02-08 11:30:00-05:00,SHORT,-1,14521.75,14632.86850030039,2,3,-111.11850030039022,-4444.740012015609,SL
2022-02-10,2022-02-10 10:00:00-05:00,2022-02-10 14:30:00-05:00,SHORT,-1,14909.5,14767.0,1,9,142.5,2850.0,FC
2022-02-11,2022-02-11 10:00:00-05:00,2022-02-11 14:30:00-05:00,SHORT,-1,14639.0,14286.0,1,9,353.0,7060.0,FC
2022-02-14,2022-02-14 10:00:00-05:00,2022-02-14 14:30:00-05:00,SHORT,-1,14288.0,14205.25,1,9,82.75,1655.0,FC
2022-02-16,2022-02-16 10:00:00-05:00,2022-02-16 14:30:00-05:00,SHORT,-1,14408.0,14559.25,1,9,-151.25,-3025.0,FC
2022-02-18,2022-02-18 10:00:00-05:00,2022-02-18 14:30:00-05:00,SHORT,-1,14184.75,14083.5,2,9,101.25,4050.0,FC
2022-02-23,2022-02-23 10:00:00-05:00,2022-02-23 14:30:00-05:00,SHORT,-1,13903.5,13619.25,1,9,284.25,5685.0,FC
2022-02-24,2022-02-24 10:00:00-05:00,2022-02-24 14:00:00-05:00,SHORT,-1,13340.5,13627.234989207444,1,8,-286.7349892074435,-5734.69978414887,SL
2022-03-04,2022-03-04 10:00:00-05:00,2022-03-04 14:30:00-05:00,SHORT,-1,13923.25,13813.75,2,9,109.5,4380.0,FC
2022-03-07,2022-03-07 10:00:00-05:00,2022-03-07 14:30:00-05:00,SHORT,-1,13674.0,13482.5,1,9,191.5,3830.0,FC
2022-03-08,2022-03-08 10:00:00-05:00,2022-03-08 12:30:00-05:00,SHORT,-1,13252.75,13468.996631521719,1,5,-216.24663152171888,-4324.932630434378,SL
2022-03-10,2022-03-10 10:00:00-05:00,2022-03-10 14:30:00-05:00,SHORT,-1,13575.25,13585.5,2,9,-10.25,-410.0,FC
2022-03-11,2022-03-11 10:00:00-05:00,2022-03-11 14:30:00-05:00,SHORT,-1,13590.0,13483.75,1,9,106.25,2125.0,FC
2022-03-14,2022-03-14 10:00:00-04:00,2022-03-14 14:30:00-04:00,SHORT,-1,13272.0,13036.25,1,9,235.75,4715.0,FC
2022-03-23,2022-03-23 10:00:00-04:00,2022-03-23 10:30:00-04:00,SHORT,-1,14492.5,14588.706583011539,1,1,-96.2065830115389,-1924.131660230778,SL
2022-03-24,2022-03-24 10:00:00-04:00,2022-03-24 11:30:00-04:00,SHORT,-1,14481.75,14588.679339282768,2,3,-106.92933928276761,-4277.173571310705,SL
2022-03-29,2022-03-29 10:00:00-04:00,2022-03-29 14:30:00-04:00,LONG,1,15152.25,15185.0,1,9,32.75,655.0,FC
2022-03-30,2022-03-30 10:00:00-04:00,2022-03-30 14:30:00-04:00,LONG,1,15187.0,15104.75,1,9,-82.25,-1645.0,FC
2022-04-01,2022-04-01 10:00:00-04:00,2022-04-01 14:30:00-04:00,SHORT,-1,14838.75,14821.25,2,9,17.5,700.0,FC
2022-04-05,2022-04-05 10:00:00-04:00,2022-04-05 14:30:00-04:00,SHORT,-1,15070.0,14886.25,1,9,183.75,3675.0,FC
2022-04-06,2022-04-06 10:00:00-04:00,2022-04-06 14:30:00-04:00,SHORT,-1,14505.75,14441.0,1,9,64.75,1295.0,FC
2022-04-07,2022-04-07 10:00:00-04:00,2022-04-07 14:30:00-04:00,SHORT,-1,14560.0,14482.0,1,9,78.0,1560.0,FC
2022-04-08,2022-04-08 10:00:00-04:00,2022-04-08 11:00:00-04:00,SHORT,-1,14322.75,14458.324857536725,1,2,-135.57485753672518,-2711.4971507345035,SL
2022-04-11,2022-04-11 10:00:00-04:00,2022-04-11 14:30:00-04:00,SHORT,-1,14138.75,14060.0,2,9,78.75,3150.0,FC
2022-04-13,2022-04-13 10:00:00-04:00,2022-04-13 11:30:00-04:00,SHORT,-1,14014.25,14162.34540061747,1,3,-148.09540061747066,-2961.908012349413,SL
2022-04-14,2022-04-14 10:00:00-04:00,2022-04-14 14:30:00-04:00,SHORT,-1,14114.5,14005.25,2,9,109.25,4370.0,FC
2022-04-18,2022-04-18 10:00:00-04:00,2022-04-18 10:30:00-04:00,SHORT,-1,13866.75,13968.407690393176,1,1,-101.65769039317638,-2033.1538078635276,SL
2022-04-20,2022-04-20 10:00:00-04:00,2022-04-20 14:30:00-04:00,SHORT,-1,14086.75,14029.25,2,9,57.5,2300.0,FC
2022-04-22,2022-04-22 10:00:00-04:00,2022-04-22 14:30:00-04:00,SHORT,-1,13668.25,13444.0,1,9,224.25,4485.0,FC
2022-04-25,2022-04-25 10:00:00-04:00,2022-04-25 11:00:00-04:00,SHORT,-1,13249.75,13421.738058996903,1,2,-171.98805899690342,-3439.7611799380684,SL
2022-04-26,2022-04-26 10:00:00-04:00,2022-04-26 14:30:00-04:00,SHORT,-1,13268.25,13169.25,2,9,99.0,3960.0,FC
2022-04-28,2022-04-28 10:00:00-04:00,2022-04-28 13:00:00-04:00,SHORT,-1,13135.5,13304.891135832473,1,6,-169.39113583247308,-3387.8227166494617,SL
2022-05-02,2022-05-02 10:00:00-04:00,2022-05-02 14:30:00-04:00,SHORT,-1,12928.0,12746.75,2,9,181.25,7250.0,FC
2022-05-04,2022-05-04 10:00:00-04:00,2022-05-04 13:30:00-04:00,SHORT,-1,13018.25,13112.181201674757,1,7,-93.93120167475718,-1878.6240334951435,SL
2022-05-06,2022-05-06 10:00:00-04:00,2022-05-06 10:30:00-04:00,SHORT,-1,12550.25,12781.880156339847,2,1,-231.6301563398465,-9265.20625359386,SL
2022-05-09,2022-05-09 10:00:00-04:00,2022-05-09 14:30:00-04:00,SHORT,-1,12451.25,12239.5,1,9,211.75,4235.0,FC
2022-05-11,2022-05-11 10:00:00-04:00,2022-05-11 14:30:00-04:00,SHORT,-1,12386.75,12081.5,1,9,305.25,6105.0,FC
2022-05-12,2022-05-12 10:00:00-04:00,2022-05-12 10:30:00-04:00,SHORT,-1,11795.75,12032.97894698854,1,1,-237.22894698853997,-4744.5789397707995,SL
2022-05-18,2022-05-18 10:00:00-04:00,2022-05-18 14:30:00-04:00,SHORT,-1,12299.5,11997.5,2,9,302.0,12080.0,FC
2022-05-19,2022-05-19 10:00:00-04:00,2022-05-19 14:30:00-04:00,SHORT,-1,11894.0,11941.75,1,9,-47.75,-955.0,FC
2022-05-20,2022-05-20 10:00:00-04:00,2022-05-20 14:30:00-04:00,SHORT,-1,11994.5,11555.25,2,9,439.25,17570.0,FC
2022-05-23,2022-05-23 10:00:00-04:00,2022-05-23 12:30:00-04:00,SHORT,-1,11853.0,12018.05222863321,1,5,-165.0522286332107,-3301.044572664214,SL
2022-05-24,2022-05-24 10:00:00-04:00,2022-05-24 14:30:00-04:00,SHORT,-1,11679.0,11729.5,2,9,-50.5,-2020.0,FC
2022-05-31,2022-05-31 10:00:00-04:00,2022-05-31 12:30:00-04:00,SHORT,-1,12551.5,12723.888532365358,1,5,-172.3885323653576,-3447.770647307152,SL
2022-06-02,2022-06-02 10:00:00-04:00,2022-06-02 11:30:00-04:00,SHORT,-1,12531.0,12677.693286644208,2,3,-146.69328664420755,-5867.731465768302,SL
2022-06-03,2022-06-03 10:00:00-04:00,2022-06-03 14:30:00-04:00,SHORT,-1,12693.5,12600.75,1,9,92.75,1855.0,FC
2022-06-07,2022-06-07 10:00:00-04:00,2022-06-07 11:00:00-04:00,SHORT,-1,12529.25,12667.628781422054,1,2,-138.3787814220541,-2767.575628441082,SL
2022-06-10,2022-06-10 10:00:00-04:00,2022-06-10 14:30:00-04:00,SHORT,-1,11987.5,11920.0,2,9,67.5,2700.0,FC
2022-06-13,2022-06-13 10:00:00-04:00,2022-06-13 14:30:00-04:00,SHORT,-1,11512.75,11422.0,1,9,90.75,1815.0,FC
2022-06-14,2022-06-14 10:00:00-04:00,2022-06-14 14:30:00-04:00,SHORT,-1,11406.25,11357.75,1,9,48.5,970.0,FC
2022-06-16,2022-06-16 10:00:00-04:00,2022-06-16 14:30:00-04:00,SHORT,-1,11266.75,11096.0,1,9,170.75,3415.0,FC
2022-06-27,2022-06-27 10:00:00-04:00,2022-06-27 14:30:00-04:00,SHORT,-1,12064.75,12044.25,1,9,20.5,410.0,FC
2022-06-29,2022-06-29 10:00:00-04:00,2022-06-29 14:30:00-04:00,SHORT,-1,11688.25,11707.0,1,9,-18.75,-375.0,FC
