giveback,scale_body,max_gb_atr,min_gap_atr,IS_PF,IS_gross,IS_td,OOS_PF,OOS_gross,OOS_td,FULL_PF,FULL_gross,FULL_td,robust_PF
0.2,False,0.25,0.1,1.054324353299741,17735.0,765,1.3188698867575688,110380.0,620,1.1904701728303289,128115.0,1385,1.054324353299741
0.2,False,0.25,0.2,1.069588128798655,21525.0,765,1.3022342685517545,103145.0,620,1.1916245897985691,124670.0,1385,1.069588128798655
0.2,False,0.25,0.3,1.0630993768999513,18785.0,765,1.290590586078935,96710.0,620,1.183177110593012,115495.0,1385,1.0630993768999513
0.2,False,0.25,0.5,1.0463424117309437,12515.0,765,1.3466565244450592,100260.0,620,1.201644986813285,112775.0,1385,1.0463424117309437
0.2,False,0.5,0.0,1.0286364742772869,10000.0,765,1.2957913296275858,109885.0,620,1.1663452199250728,119885.0,1385,1.0286364742772869
0.2,False,0.5,0.1,1.020603772480501,7040.0,765,1.2939095832872776,106360.0,620,1.1611791376774,113400.0,1385,1.020603772480501
0.2,False,0.5,0.2,1.0351986396661,11385.0,765,1.3403357638480535,115755.0,620,1.191599981916,127140.0,1385,1.0351986396661
0.2,False,0.5,0.3,1.0587153873686266,18045.0,765,1.310713641013298,103275.0,620,1.1896484344468587,121320.0,1385,1.0587153873686266
0.2,False,0.5,0.5,1.062773171214274,17450.0,765,1.2979715857764638,90710.0,620,1.185711096993527,108160.0,1385,1.062773171214274
0.2,False,0.75,0.0,1.0286364742772869,10000.0,765,1.2957913296275858,109885.0,620,1.1663452199250728,119885.0,1385,1.0286364742772869
0.2,False,0.75,0.1,1.020603772480501,7040.0,765,1.2939095832872776,106360.0,620,1.1611791376774,113400.0,1385,1.020603772480501
0.2,False,0.75,0.2,1.0351986396661,11385.0,765,1.3403357638480535,115755.0,620,1.191599981916,127140.0,1385,1.0351986396661
0.2,False,0.75,0.3,1.0587153873686266,18045.0,765,1.310713641013298,103275.0,620,1.1896484344468587,121320.0,1385,1.0587153873686266
0.2,False,0.75,0.5,1.062773171214274,17450.0,765,1.2979715857764638,90710.0,620,1.185711096993527,108160.0,1385,1.062773171214274
0.2,False,1.0,0.0,1.0286364742772869,10000.0,765,1.2957913296275858,109885.0,620,1.1663452199250728,119885.0,1385,1.0286364742772869
0.2,False,1.0,0.1,1.020603772480501,7040.0,765,1.2939095832872776,106360.0,620,1.1611791376774,113400.0,1385,1.020603772480501
0.2,False,1.0,0.2,1.0351986396661,11385.0,765,1.3403357638480535,115755.0,620,1.191599981916,127140.0,1385,1.0351986396661
0.2,False,1.0,0.3,1.0587153873686266,18045.0,765,1.310713641013298,103275.0,620,1.1896484344468587,121320.0,1385,1.0587153873686266
