atr_len,yellow_atr_mult,yellow_drift,yellow_mode,green_atr_mult,green_base,green_decay,yellow_giveback,scale_by_body,max_giveback_atr,giveback_min_gap_atr,IS_trades,IS_win%,IS_avg_$,IS_gross_$,IS_PF,OOS_trades,OOS_win%,OOS_avg_$,OOS_gross_$,OOS_PF
12,2.54,2.96,pure_ratchet,3.01,97.2,2.07,0.0,True,0.57,0.39,764,43.717277486910994,-0.837696335078534,-640.0,0.9984055407459079,620,48.064516129032256,208.26612903225808,129125.0,1.3096040185582583
12,2.38,1.16,drift_floor,2.55,95.7,1.93,0.68,True,0.48,0.53,765,46.1437908496732,-20.019607843137255,-15315.0,0.9653632169350461,620,51.29032258064517,205.76612903225808,127575.0,1.2786849434765988
16,2.28,1.53,pure_ratchet,2.06,70.7,0.54,0.79,True,0.67,0.51,765,50.45751633986928,36.01307189542484,27550.0,1.0613715596841202,620,54.19354838709678,154.09677419354838,95540.0,1.1915377752829261
25,2.99,0.99,raw_atr,1.5,31.5,2.27,0.55,True,0.57,0.52,764,72.12041884816755,31.8717277486911,24350.0,1.0728910974076513,618,72.00647249190939,173.75404530744336,107380.0,1.2801899592944368
7,2.92,2.25,raw_atr,2.84,160.4,0.08,0.25,True,1.18,0.42,762,53.41207349081365,50.643044619422575,38590.0,1.0839451387302728,617,56.72609400324149,187.43111831442462,115645.0,1.230563724268554
10,0.86,1.99,pure_ratchet,1.48,104.1,0.7,0.21,False,0.29,0.58,765,41.568627450980394,-32.89542483660131,-25165.0,0.8399427571951026,621,46.3768115942029,69.09017713365539,42905.0,1.2258990154267362
7,1.84,1.56,drift_floor,3.79,23.5,2.25,0.0,False,1.37,0.0,765,42.48366013071895,-41.33986928104575,-31625.0,0.873868304550712,620,48.38709677419355,183.66935483870967,113875.0,1.3884331349240189
20,1.68,0.47,drift_floor,3.5,109.6,1.1,0.21,True,0.58,0.29,764,40.968586387434556,4.928010471204188,3765.0,1.0109693208635608,619,47.65751211631664,209.3941841680129,129615.0,1.3532080716144592
25,1.78,2.35,pure_ratchet,3.73,104.1,0.21,0.0,False,0.58,0.55,764,41.753926701570684,16.112565445026178,12310.0,1.0341432296000443,619,46.68820678513732,208.9903069466882,129365.0,1.3398439552356434
7,1.08,1.4,raw_atr,3.03,65.0,2.19,0.0,False,0.55,0.47,763,56.09436435124508,5.150720838794233,3930.0,1.0080680756715699,618,61.165048543689316,239.38511326860842,147940.0,1.3127728622924133
25,2.33,0.88,drift_floor,2.92,47.4,2.62,0.71,True,1.33,0.47,765,59.869281045751634,33.849673202614376,25895.0,1.058609841111765,620,63.2258064516129,210.70967741935485,130640.0,1.2779101429543906
30,0.9,1.96,pure_ratchet,3.16,53.1,2.81,0.42,False,1.0,0.07,765,45.751633986928105,-2.823529411764706,-2160.0,0.9940749681118075,620,51.12903225806451,230.32258064516128,142800.0,1.3853522951129342
14,2.96,0.83,pure_ratchet,2.99,121.4,1.35,0.87,False,0.63,0.38,763,53.86631716906947,30.268676277850588,23095.0,1.04941481053555,619,57.51211631663974,198.59450726978997,122930.0,1.2458772114047982
10,1.15,1.75,pure_ratchet,1.1,29.0,1.88,0.1,True,0.42,0.4,765,43.00653594771242,-8.405228758169935,-6430.0,0.9671183840450013,622,46.78456591639871,67.98231511254019,42285.0,1.1822118802921595
16,2.1,2.22,raw_atr,2.73,189.4,2.19,0.64,False,0.46,0.56,762,53.41207349081365,49.849081364829395,37985.0,1.0830972512387473,617,55.59157212317666,162.93354943273906,100530.0,1.1980164866009435
25,2.26,2.03,pure_ratchet,3.69,113.0,2.23,0.0,False,0.91,0.27,763,44.42988204456094,-19.823066841415464,-15125.0,0.9638793031392169,620,48.38709677419355,162.7016129032258,100875.0,1.2353428364790144
25,1.08,0.98,raw_atr,0.68,40.3,2.3,0.28,True,0.39,0.24,765,60.0,16.77777777777778,12835.0,1.047173625404293,620,65.48387096774194,65.0241935483871,40315.0,1.131537733694411
12,1.86,0.99,raw_atr,1.48,166.8,1.26,0.2,True,0.69,0.57,763,46.788990825688074,24.200524246395805,18465.0,1.0448626059913992,617,51.53970826580226,198.290113452188,122345.0,1.2759308960508806
30,0.95,2.53,pure_ratchet,3.5,121.6,0.1,0.0,True,1.31,0.18,765,39.47712418300654,-10.065359477124183,-7700.0,0.9695567943699838,620,45.483870967741936,178.0241935483871,110375.0,1.4058725109856773
12,2.9,0.45,drift_floor,3.52,82.7,1.07,0.79,False,0.68,0.44,764,53.403141361256544,27.787958115183248,21230.0,1.0454905826137264,619,56.70436187399031,198.3198707592892,122760.0,1.247687263556116
16,1.28,0.71,pure_ratchet,1.88,92.8,0.83,0.39,False,0.44,0.56,765,43.92156862745098,3.7777777777777777,2890.0,1.0098249192588815,620,46.45161290322581,186.99193548387098,115935.0,1.35825530731436
12,1.24,1.6,drift_floor,0.63,177.9,0.04,0.9,True,1.24,0.04,764,45.15706806282723,7.0811518324607325,5410.0,1.0149940411851113,619,51.8578352180937,233.05331179321487,144260.0,1.3758434723705808
10,2.03,1.94,drift_floor,3.13,100.1,1.46,0.1,False,1.25,0.36,765,41.568627450980394,1.8431372549019607,1410.0,1.0042707213278612,619,47.011308562197094,182.59289176090468,113025.0,1.3037571555268888
16,1.71,2.28,drift_floor,3.64,162.9,1.0,0.72,True,1.48,0.37,764,47.774869109947645,29.410994764397905,22470.0,1.0573097327076106,619,52.50403877221325,217.81906300484653,134830.0,1.3117312494219922
14,1.57,2.79,raw_atr,1.78,148.6,2.62,0.35,True,0.44,0.1,764,50.13089005235602,48.87434554973822,37340.0,1.086067604789729,618,53.23624595469255,144.0938511326861,89050.0,1.1823001965280053
7,0.92,2.49,drift_floor,1.05,138.7,0.28,0.4,False,1.37,0.28,765,43.790849673202615,-1.7843137254901962,-1365.0,0.9927374301675977,621,48.953301127214175,156.15942028985506,96975.0,1.4087374344060188
25,1.7,0.35,raw_atr,3.88,69.9,1.57,0.57,False,0.78,0.17,763,54.521625163827004,43.33551769331586,33065.0,1.0708705297339005,618,58.252427184466015,210.98705501618122,130390.0,1.2631722356218023
7,1.26,0.04,drift_floor,3.03,41.2,1.59,0.68,False,0.91,0.01,765,46.79738562091503,14.594771241830065,11165.0,1.0296299244987592,620,54.03225806451613,248.92741935483872,154335.0,1.4021863761922135
10,1.82,1.5,raw_atr,1.29,28.9,2.73,0.25,True,1.26,0.3,765,65.62091503267973,29.235294117647058,22365.0,1.0891337704003348,620,68.06451612903226,50.483870967741936,31300.0,1.0929900919502666
25,2.22,0.02,pure_ratchet,3.32,142.4,0.49,0.0,False,0.46,0.24,763,44.42988204456094,-7.870249017038008,-6005.0,0.9854839489460453,619,47.49596122778675,177.65751211631664,109970.0,1.2582152458997147
14,2.23,2.82,raw_atr,3.61,80.4,0.23,0.8,False,1.29,0.44,762,54.7244094488189,-3.136482939632546,-2390.0,0.9952051359213562,617,58.83306320907617,238.01458670988654,146855.0,1.303431959998347
20,2.44,0.43,pure_ratchet,2.02,143.6,2.2,0.28,False,1.17,0.38,764,53.403141361256544,40.77225130890052,31150.0,1.0678545755549262,620,57.41935483870968,201.74193548387098,125080.0,1.250242580051417
30,2.42,1.55,pure_ratchet,3.05,158.7,2.0,0.0,False,1.11,0.39,763,46.92005242463958,13.584534731323723,10365.0,1.0242456140350877,619,49.43457189014539,165.68659127625202,102560.0,1.2336165463201294
25,1.72,0.88,pure_ratchet,3.86,26.6,0.34,0.78,False,0.4,0.51,765,45.751633986928105,-17.862745098039216,-13665.0,0.9676345894223254,620,50.967741935483865,224.0241935483871,138895.0,1.3248815858721712
25,2.85,1.82,drift_floor,2.44,128.9,1.19,0.51,True,1.19,0.33,763,54.12844036697248,28.27653997378768,21575.0,1.04557649245849,620,57.90322580645161,232.1451612903226,143930.0,1.2882577957581463
10,1.8,2.65,pure_ratchet,0.63,100.5,0.39,0.58,False,1.08,0.4,765,50.06535947712418,-0.7124183006535948,-545.0,0.9987535734705546,620,55.32258064516129,152.3548387096774,94460.0,1.2104817505236418
20,2.67,0.68,drift_floor,0.9,113.1,0.08,0.68,False,0.95,0.46,764,54.31937172774869,14.88219895287958,11370.0,1.0236626049676902,620,58.387096774193544,195.1048387096774,120965.0,1.2453178393615836
16,2.87,0.57,pure_ratchet,2.62,40.6,0.06,0.0,True,0.7,0.02,764,48.167539267015705,36.02094240837696,27520.0,1.063604321950656,620,50.645161290322584,157.9758064516129,97945.0,1.2122065625981735
16,2.25,0.7,drift_floor,3.39,103.7,1.74,0.21,False,0.66,0.34,765,49.80392156862745,22.836601307189543,17470.0,1.0387292719694954,620,54.19354838709678,188.00806451612902,116565.0,1.2399987646441146
14,1.08,2.75,raw_atr,2.71,22.7,1.21,0.54,True,0.63,0.16,764,49.60732984293193,8.769633507853403,6700.0,1.0172749423094278,618,55.8252427184466,171.3106796116505,105870.0,1.259028185554903
25,2.57,1.68,drift_floor,2.64,131.6,0.61,0.49,True,0.45,0.54,763,51.11402359108781,25.432503276539975,19405.0,1.0425198575732677,619,53.79644588045234,158.81260096930532,98305.0,1.1968540990828627
10,1.65,0.71,pure_ratchet,3.18,27.9,0.58,0.0,False,0.98,0.15,765,41.307189542483655,13.222222222222221,10115.0,1.0350193878964133,620,46.61290322580645,185.16935483870967,114805.0,1.3537577419653037
14,1.19,1.14,drift_floor,2.84,63.1,2.56,0.0,True,0.43,0.01,765,42.745098039215684,-12.594771241830065,-9635.0,0.9593339805005698,620,45.96774193548387,155.86290322580646,96635.0,1.3562843343287985
10,2.09,0.48,drift_floor,2.47,38.4,0.44,0.8,True,1.22,0.39,765,50.326797385620914,-13.38562091503268,-10240.0,0.9771201304867558,620,56.612903225806456,215.79032258064515,133790.0,1.2966683297300294
14,2.95,2.12,drift_floor,1.51,157.1,0.06,0.71,True,1.19,0.08,763,54.25950196592398,27.771952817824378,21190.0,1.0444206863300003,619,58.48142164781906,246.95476575121162,152865.0,1.3140652928728453
16,2.13,0.05,pure_ratchet,3.51,149.5,2.56,0.0,True,0.5,0.05,764,42.40837696335078,-14.345549738219896,-10960.0,0.9715999637225814,619,47.49596122778675,194.78190630048465,120570.0,1.3002166280720102
30,2.09,0.69,raw_atr,1.55,194.1,1.96,0.0,True,1.25,0.33,762,54.85564304461942,1.0433070866141732,795.0,1.0015856553044657,617,59.48136142625607,268.128038897893,165435.0,1.3460114615577679
20,2.32,2.84,drift_floor,3.23,195.0,1.42,0.0,False,0.73,0.22,764,42.539267015706805,-15.50392670157068,-11845.0,0.9612756636589512,619,46.203554119547654,217.24555735056543,134475.0,1.3893650288096824
10,1.41,1.02,pure_ratchet,2.45,62.8,2.91,0.0,False,0.83,0.31,765,41.568627450980394,0.8496732026143791,650.0,1.0024152345564328,620,48.38709677419355,181.33064516129033,112425.0,1.37481871676474
10,2.87,0.62,drift_floor,1.05,133.1,1.27,0.77,False,1.45,0.6,764,54.05759162303665,11.263089005235603,8605.0,1.017753982008748,620,58.387096774193544,186.3548387096774,115540.0,1.235461946830516
10,1.39,1.86,drift_floor,3.01,163.1,2.12,0.13,True,0.58,0.52,765,40.78431372549019,-26.901960784313726,-20580.0,0.8994945425243572,620,45.322580645161295,162.5,100750.0,1.419311205909895
12,1.24,2.39,raw_atr,2.45,186.2,2.85,0.64,False,0.88,0.57,763,50.982961992136296,33.774574049803405,25770.0,1.0581197352247995,617,54.45705024311182,205.85089141004863,127010.0,1.26663167838774
10,2.1,2.37,pure_ratchet,1.49,49.6,0.46,0.0,True,0.93,0.04,765,41.045751633986924,-12.758169934640524,-9760.0,0.9721083089233408,620,49.03225806451613,157.3709677419355,97570.0,1.262782962334532
25,1.19,2.3,drift_floor,1.0,67.4,0.02,0.69,False,0.37,0.09,765,45.09803921568628,10.679738562091503,8170.0,1.0222843504943744,620,50.967741935483865,187.32258064516128,116140.0,1.3021135462053717
25,1.19,2.0,drift_floor,2.87,149.3,1.3,0.11,True,0.83,0.03,765,42.35294117647059,31.568627450980394,24150.0,1.0978188225287078,620,45.806451612903224,199.7741935483871,123860.0,1.421744385991794
7,1.9,2.91,drift_floor,2.27,92.2,0.95,0.13,True,0.41,0.48,765,42.87581699346405,-24.176470588235293,-18495.0,0.9237083634113643,620,47.25806451612903,185.95967741935485,115295.0,1.3981937177295412
20,1.18,1.97,drift_floor,0.91,63.8,2.57,0.87,True,1.43,0.05,765,54.509803921568626,17.84967320261438,13655.0,1.0417622411842065,620,61.29032258064516,130.5483870967742,80940.0,1.221280551150965
7,0.77,2.59,pure_ratchet,1.15,195.9,0.47,0.26,True,1.3,0.47,765,40.0,-27.11111111111111,-20740.0,0.8532252928063409,621,45.893719806763286,89.12238325281804,55345.0,1.3217358446692244
30,1.85,0.54,raw_atr,0.82,97.7,1.64,0.0,False,1.1,0.07,763,55.96330275229357,12.221494102228046,9325.0,1.019082993113751,618,61.6504854368932,216.27831715210357,133660.0,1.289257271468144
16,1.45,2.54,raw_atr,3.58,145.0,1.1,0.0,True,0.59,0.07,762,54.85564304461942,2.97244094488189,2265.0,1.0045176217164968,617,59.3192868719611,251.82333873581848,155375.0,1.3245905406534637
30,2.92,2.29,raw_atr,3.21,176.0,2.64,0.16,True,0.61,0.38,762,54.46194225721784,38.30708661417323,29190.0,1.0617144306901911,617,58.0226904376013,209.26256077795787,129115.0,1.2585428368325675
12,0.82,1.72,pure_ratchet,3.19,115.0,2.05,0.0,False,1.09,0.51,765,40.78431372549019,-14.915032679738562,-11410.0,0.9476689522324397,620,43.87096774193549,158.75,98425.0,1.4057006244718782
16,0.83,0.28,raw_atr,3.23,148.1,1.6,0.74,False,1.44,0.16,762,54.199475065616795,28.208661417322833,21495.0,1.0450015701873756,617,57.37439222042139,203.28200972447326,125425.0,1.2520928175907222
14,1.29,2.93,drift_floor,2.78,57.4,1.36,0.25,True,0.6,0.07,765,44.18300653594771,15.660130718954248,11980.0,1.0480323958061866,620,47.58064516129033,187.78225806451613,116425.0,1.387560127161665
7,2.69,2.24,pure_ratchet,1.59,168.2,1.14,0.65,False,0.37,0.37,763,48.492791612057665,19.737876802096984,15060.0,1.0339947179521907,619,52.66558966074314,189.82229402261711,117500.0,1.2462357366639774
16,2.46,0.68,raw_atr,2.4,72.4,2.69,0.45,True,1.48,0.13,763,58.84665792922673,31.402359108781127,23960.0,1.052084125862725,618,61.97411003236246,209.57119741100323,129515.0,1.2749466622793517
16,1.27,0.68,raw_atr,0.63,63.1,0.54,0.55,False,1.33,0.27,763,56.88073394495413,39.02359108781127,29775.0,1.0654503489586196,618,62.7831715210356,169.11812297734627,104515.0,1.2365877399492937
30,1.66,0.11,raw_atr,0.82,44.3,1.35,0.55,False,1.33,0.3,764,64.65968586387434,16.48560209424084,12595.0,1.0298346598446086,619,69.95153473344104,162.40710823909532,100530.0,1.2492345452517013
30,2.38,0.01,raw_atr,0.89,180.6,2.16,0.23,False,0.26,0.57,763,53.997378768020965,54.639580602883356,41690.0,1.091175505740842,618,56.310679611650485,176.52912621359224,109095.0,1.2153006650746976
12,2.77,0.35,raw_atr,1.64,52.0,1.34,0.75,True,1.48,0.31,763,57.40498034076016,-2.6408912188728704,-2015.0,0.9957635136555726,618,64.23948220064725,218.0177993527508,134735.0,1.3032147719728595
25,1.2,1.67,raw_atr,1.71,159.4,0.66,0.0,True,1.03,0.2,762,54.85564304461942,-0.6299212598425197,-480.0,0.999042623212398,617,59.3192868719611,252.15559157212317,155580.0,1.325018801704688
30,2.7,2.63,drift_floor,3.53,193.0,2.59,0.68,False,0.94,0.16,763,54.39056356487549,17.975098296199214,13715.0,1.028116319355467,619,57.996768982229405,226.10662358642972,139960.0,1.2825305825830675
20,0.93,1.04,drift_floor,2.56,79.8,1.32,0.67,False,0.35,0.39,765,42.35294117647059,11.287581699346406,8635.0,1.0371605628953824,620,47.90322580645161,190.76612903225808,118275.0,1.4643880796262123
30,2.77,2.6,drift_floor,0.91,146.1,0.79,0.0,True,0.69,0.53,764,41.49214659685864,7.715968586387435,5895.0,1.0168197900022826,620,45.16129032258064,177.08870967741936,109795.0,1.269793100058974
30,0.85,1.29,raw_atr,3.91,124.7,1.97,0.0,True,1.29,0.59,762,54.85564304461942,-0.07874015748031496,-60.0,0.9998803279015498,617,59.3192868719611,249.62722852512155,154020.0,1.3217598395587866
30,1.62,0.03,pure_ratchet,2.36,189.5,1.79,0.36,False,0.78,0.57,764,49.345549738219894,4.365183246073299,3335.0,1.0077962456460248,620,52.903225806451616,198.42741935483872,123025.0,1.2766254061407354
30,2.56,0.44,raw_atr,3.13,66.8,2.47,0.0,False,1.02,0.53,763,55.70117955439057,12.057667103538662,9200.0,1.0187372708757638,618,59.54692556634305,245.2831715210356,151585.0,1.3162006278747171
20,1.07,0.42,drift_floor,0.7,22.2,1.65,0.0,True,0.84,0.03,765,50.849673202614376,19.522875816993466,14935.0,1.0681621103555292,622,57.39549839228296,60.056270096463024,37355.0,1.1463209228539533
20,1.61,0.33,pure_ratchet,3.47,128.4,1.27,0.14,True,0.87,0.31,764,41.2303664921466,-2.231675392670157,-1705.0,0.9946482940456386,619,46.52665589660743,193.94991922455574,120055.0,1.3509815672918097
7,1.26,2.02,drift_floor,1.81,128.8,1.0,0.7,False,0.47,0.22,765,41.69934640522876,-17.11764705882353,-13095.0,0.9527247784256033,620,48.225806451612904,202.42741935483872,125505.0,1.3867284996764553
14,2.7,1.35,pure_ratchet,3.65,115.1,0.86,0.23,True,0.99,0.58,764,49.08376963350785,11.793193717277488,9010.0,1.0199528307109718,619,52.988691437802906,191.78513731825524,118715.0,1.252281831415426
20,1.92,0.79,drift_floor,1.82,101.3,1.29,0.0,True,0.95,0.44,765,40.0,-3.3856209150326797,-2590.0,0.992475960840136,620,47.25806451612903,227.82258064516128,141250.0,1.3877565026422345
30,0.99,2.05,pure_ratchet,2.43,62.5,1.53,0.0,True,0.55,0.04,765,39.34640522875817,-5.0130718954248366,-3835.0,0.9850876851887856,620,45.483870967741936,186.1209677419355,115395.0,1.418628695809904
20,1.26,0.27,drift_floor,3.44,182.5,0.1,0.17,False,0.76,0.47,764,42.67015706806283,21.158376963350786,16165.0,1.0578023314024172,620,47.58064516129033,210.33870967741936,130410.0,1.4323293938238657
30,2.41,2.13,drift_floor,3.26,156.1,0.16,0.61,False,0.77,0.27,763,54.12844036697248,30.714285714285715,23435.0,1.0496577882313054,619,57.67366720516963,226.6801292407108,140315.0,1.2861148211208875
30,1.36,1.87,pure_ratchet,2.66,94.9,0.38,0.75,True,0.66,0.55,765,44.44444444444444,31.758169934640524,24295.0,1.0747918173842104,620,48.38709677419355,202.88709677419354,125790.0,1.3447718240372757
25,1.87,1.88,drift_floor,2.04,68.2,0.83,0.18,True,0.9,0.16,765,40.78431372549019,8.437908496732026,6455.0,1.0177354654357622,620,48.38709677419355,218.20967741935485,135290.0,1.336228642435539
25,2.94,1.79,drift_floor,4.0,178.4,0.25,0.16,True,0.51,0.53,763,50.06553079947575,23.853211009174313,18200.0,1.039705914435936,619,53.63489499192246,193.36833602584815,119695.0,1.2533656492104484
20,0.76,0.78,raw_atr,2.64,98.8,0.65,0.22,True,0.77,0.54,764,40.05235602094241,-21.25,-16235.0,0.9182959663823256,619,44.26494345718901,119.88691437802908,74210.0,1.3234326309137265
7,2.41,0.68,drift_floor,1.49,44.1,1.36,0.0,True,0.43,0.08,765,42.35294117647059,2.084967320261438,1595.0,1.0051454932576296,620,51.774193548387096,162.81451612903226,100945.0,1.2903388173032673
16,2.28,1.6,raw_atr,3.68,183.9,2.93,0.17,False,0.58,0.01,762,53.937007874015755,33.43832020997375,25480.0,1.05375300620227,617,56.72609400324149,197.82009724473258,122055.0,1.2419038370065008
20,2.3,1.16,pure_ratchet,0.75,58.7,1.31,0.56,True,0.37,0.08,764,56.675392670157066,27.57198952879581,21065.0,1.0495804549680487,620,63.54838709677419,141.66935483870967,87835.0,1.2033688353785599
30,2.13,2.81,raw_atr,0.53,168.0,1.91,0.54,True,0.72,0.59,764,54.05759162303665,54.23429319371728,41435.0,1.0904250095477113,618,57.44336569579288,181.07605177993528,111905.0,1.2270523069431483
14,2.6,1.77,pure_ratchet,2.35,35.3,0.88,0.42,False,1.41,0.51,764,55.235602094240846,10.785340314136125,8240.0,1.017332407816411,620,60.967741935483865,203.55645161290323,126205.0,1.267715282712684
7,0.99,0.71,pure_ratchet,2.14,187.0,1.11,0.48,False,1.08,0.43,765,43.00653594771242,-22.568627450980394,-17265.0,0.9269994291875436,620,48.87096774193548,164.31451612903226,101875.0,1.4059573620243075
25,2.29,1.29,raw_atr,2.6,31.4,1.88,0.74,True,0.84,0.51,763,61.33682830930537,39.35124508519004,30025.0,1.0677681100540566,618,64.56310679611651,215.93851132686083,133450.0,1.2903990947469208
10,2.89,0.06,raw_atr,1.08,161.9,2.37,0.38,True,0.38,0.43,763,54.12844036697248,48.99082568807339,37380.0,1.0806777100307559,618,56.79611650485437,161.86084142394822,100030.0,1.1973367528112053
16,1.65,2.09,drift_floor,3.74,169.0,1.94,0.78,False,0.48,0.1,764,46.07329842931937,-12.277486910994764,-9380.0,0.9783274222802417,619,52.827140549273025,226.75282714054927,140360.0,1.3140677093822022
16,1.78,0.95,raw_atr,3.09,190.8,1.33,0.0,True,0.73,0.55,762,54.85564304461942,4.4619422572178475,3400.0,1.0067814189121806,617,59.3192868719611,262.26904376012965,161820.0,1.3380546502882928
25,0.81,0.26,drift_floor,1.32,90.0,0.83,0.48,False,1.41,0.11,765,42.87581699346405,-13.300653594771243,-10175.0,0.9705443860639483,620,49.193548387096776,187.08870967741936,115995.0,1.343444661573992
25,0.9,0.99,drift_floor,1.46,85.0,1.54,0.43,True,0.51,0.02,765,41.17647058823529,24.555555555555557,18785.0,1.0749990018764721,620,45.806451612903224,171.33870967741936,106230.0,1.3642254680106973
16,2.44,2.46,drift_floor,2.14,128.0,2.97,0.44,False,1.27,0.24,764,53.79581151832461,2.4410994764397906,1865.0,1.0038301586486624,620,58.387096774193544,217.95967741935485,135135.0,1.2786719595813785
14,1.56,2.2,drift_floor,2.15,180.2,0.73,0.41,True,1.46,0.39,764,43.58638743455497,20.759162303664922,15860.0,1.053575651116441,619,48.1421647819063,201.54281098546042,124755.0,1.357607636301095
7,2.81,0.83,drift_floor,3.79,86.0,2.56,0.67,True,0.88,0.01,764,53.79581151832461,19.123036649214658,14610.0,1.0307019848066152,619,57.51211631663974,183.63489499192247,113670.0,1.2293930679582261
20,1.26,0.85,raw_atr,2.98,179.1,2.31,0.85,True,0.54,0.28,763,49.1480996068152,42.03800786369594,32075.0,1.0763317904356207,617,53.322528363047006,144.24635332252836,89000.0,1.1861321119720594
30,2.38,1.62,drift_floor,0.94,92.5,2.14,0.75,True,1.37,0.21,764,56.02094240837696,9.705497382198953,7415.0,1.0158134376899373,620,62.096774193548384,188.58064516129033,116920.0,1.2525542715196025
12,2.8,0.74,raw_atr,3.31,169.9,2.66,0.43,False,1.34,0.48,762,54.7244094488189,-8.313648293963254,-6335.0,0.9874365381564334,617,59.15721231766613,237.23662884927066,146375.0,1.2997921168242004
10,1.76,1.5,drift_floor,3.16,103.0,1.76,0.0,False,1.34,0.24,765,42.48366013071895,-1.3790849673202614,-1055.0,0.9959341760443965,619,46.52665589660743,203.85298869143782,126185.0,1.4168304566851102
12,2.41,0.18,raw_atr,2.62,66.6,2.2,0.69,True,0.75,0.17,763,55.43905635648755,26.716906946264743,20385.0,1.0437202419251062,618,60.679611650485434,206.14077669902912,127395.0,1.2656248371055348
10,1.97,2.56,pure_ratchet,1.63,73.2,2.8,0.33,False,1.46,0.57,765,56.07843137254902,3.3986928104575163,2600.0,1.0065596932081946,620,62.25806451612903,171.5241935483871,106345.0,1.2559569654375662
7,0.96,0.42,drift_floor,2.53,125.4,1.05,0.0,False,1.26,0.52,765,40.78431372549019,-31.18300653594771,-23855.0,0.8812593330014933,619,44.91114701130856,166.39741518578353,103000.0,1.4400957101350196
14,2.95,1.3,pure_ratchet,0.79,33.6,1.21,0.23,True,0.27,0.1,765,67.58169934640523,34.294117647058826,26235.0,1.0753760181580498,621,71.1755233494364,118.09983896940419,73340.0,1.1982778431134
12,0.81,2.55,pure_ratchet,2.7,31.4,1.33,0.0,False,0.94,0.15,765,40.65359477124183,-17.712418300653596,-13550.0,0.937465386745431,620,44.03225806451613,139.82258064516128,86690.0,1.3613438372723103
10,1.33,1.25,drift_floor,3.08,185.2,0.24,0.64,False,1.05,0.15,764,47.90575916230366,23.723821989528794,18125.0,1.0458982767571126,619,52.988691437802906,236.13893376413571,146170.0,1.3544546292254716
16,2.19,2.31,pure_ratchet,2.56,114.4,2.38,0.64,True,0.38,0.1,764,50.523560209424076,37.86649214659686,28930.0,1.0644988685386871,620,53.2258064516129,181.96774193548387,112820.0,1.2316798948589733
30,1.15,1.43,raw_atr,1.29,139.9,2.63,0.0,True,0.3,0.27,763,54.914809960681524,0.3473132372214941,265.0,1.0005285517681552,618,59.54692556634305,221.48867313915858,136880.0,1.2855265490879129
30,1.32,1.9,raw_atr,3.78,164.6,0.43,0.0,True,0.84,0.04,762,54.85564304461942,3.188976377952756,2430.0,1.004846719987235,617,59.3192868719611,253.2090761750405,156230.0,1.3263767025988134
16,1.31,1.31,raw_atr,2.74,27.0,2.34,0.46,False,1.3,0.23,763,67.10353866317169,22.601572739187418,17245.0,1.0428404630595718,618,69.09385113268608,180.34789644012946,111455.0,1.2531371012616541
7,2.96,2.35,drift_floor,1.2,54.4,2.33,0.64,True,0.7,0.2,764,66.8848167539267,18.70418848167539,14290.0,1.0383789010044584,620,70.3225806451613,164.19354838709677,101800.0,1.2622325833000605
10,2.07,1.96,raw_atr,3.96,185.8,2.82,0.0,False,0.63,0.01,762,54.85564304461942,1.7191601049868765,1310.0,1.0026128408161636,617,59.3192868719611,239.7001620745543,147895.0,1.308964234979527
20,1.87,2.07,drift_floor,1.92,139.3,0.8,0.0,False,0.55,0.35,764,41.62303664921466,-8.462041884816754,-6465.0,0.9772194718018288,620,46.61290322580645,202.5,125550.0,1.3805871743183231
12,1.67,1.99,raw_atr,1.81,122.5,0.98,0.75,False,0.93,0.34,763,54.12844036697248,32.55570117955439,24840.0,1.0523884846567542,618,57.44336569579288,215.9546925566343,133460.0,1.268744777036075
25,2.32,1.5,raw_atr,1.12,35.4,2.98,0.21,False,0.73,0.45,765,67.84313725490196,20.725490196078432,15855.0,1.0581557422147232,619,70.59773828756059,74.68497576736672,46230.0,1.129976383265857
25,2.1,2.84,raw_atr,1.44,80.7,1.15,0.83,True,0.97,0.5,764,54.973821989528794,39.81020942408377,30415.0,1.065569352821972,618,59.06148867313916,190.73624595469255,117875.0,1.2436793252434208
7,2.55,2.2,raw_atr,3.15,53.9,1.89,0.13,True,0.71,0.23,763,52.293577981651374,22.12975098296199,16885.0,1.037633869368014,618,57.60517799352751,190.84142394822007,117940.0,1.252035473875414
16,2.76,2.34,raw_atr,2.32,43.0,1.47,0.21,True,1.48,0.57,763,56.225425950196595,35.16382699868939,26830.0,1.0588900229370384,618,60.84142394822006,180.93851132686083,111820.0,1.2340383226765177
12,1.44,0.77,drift_floor,3.43,163.8,1.3,0.31,True,0.62,0.12,764,41.2303664921466,-16.51178010471204,-12615.0,0.9599816007359706,619,47.81906300484653,200.89660743134087,124355.0,1.3640049176009132
14,2.04,2.38,pure_ratchet,3.18,25.1,2.04,0.47,True,1.32,0.02,765,58.82352941176471,-1.4640522875816993,-1120.0,0.9974105842369315,620,62.58064516129033,183.78225806451613,113945.0,1.2529160423949837
20,2.1,1.04,raw_atr,0.76,35.5,0.31,0.59,True,0.89,0.37,764,59.031413612565444,18.089005235602095,13820.0,1.032461888990675,619,65.26655896607431,133.22294022617123,82465.0,1.1962120941741914
