atr_len,yellow_atr_mult,yellow_drift,yellow_mode,green_atr_mult,green_base,green_decay,yellow_giveback,scale_by_body,max_giveback_atr,giveback_min_gap_atr,IS_trades,IS_win%,IS_avg_$,IS_gross_$,IS_PF,OOS_trades,OOS_win%,OOS_avg_$,OOS_gross_$,OOS_PF
16,2.47,2.13,pure_ratchet,2.45,177.1,1.98,0.0,False,0.51,0.05,763,44.69200524246396,-1.690694626474443,-1290.0,0.9968426463029592,619,48.949919224555735,187.4394184168013,116025.0,1.2751004730234379
7,2.26,1.4,pure_ratchet,1.16,38.8,0.63,0.15,False,0.91,0.52,765,46.79738562091503,12.431372549019608,9510.0,1.0263183384300323,620,56.29032258064516,136.3790322580645,84555.0,1.2216586056387873
25,2.18,2.0,raw_atr,2.35,124.0,1.98,0.81,False,0.65,0.44,763,54.521625163827004,42.89646133682831,32730.0,1.0693483626963864,618,58.41423948220065,223.21197411003237,137945.0,1.2756970120915359
16,1.7,2.06,raw_atr,2.77,46.5,2.63,0.25,False,0.55,0.54,764,60.07853403141361,40.70680628272251,31100.0,1.0754140498072213,618,62.13592233009708,169.4822006472492,104740.0,1.2285178195464115
16,1.58,0.15,pure_ratchet,3.06,96.1,0.88,0.14,True,0.99,0.32,765,41.43790849673203,3.281045751633987,2510.0,1.008436974789916,620,46.935483870967744,194.04032258064515,120305.0,1.3684178290894058
30,2.22,2.54,drift_floor,3.7,59.4,1.09,0.35,False,1.33,0.31,765,53.333333333333336,25.013071895424837,19135.0,1.0406220146481264,620,58.06451612903226,236.98387096774192,146930.0,1.3031578512993511
7,2.2,2.88,drift_floor,0.9,181.1,1.73,0.45,True,0.92,0.17,764,45.0261780104712,23.115183246073297,17660.0,1.0449953501407696,620,52.09677419354839,191.1048387096774,118485.0,1.2610664316404099
7,0.96,1.51,raw_atr,2.68,153.0,2.56,0.33,False,0.46,0.41,763,43.774574049803405,3.184796854521625,2430.0,1.0070229184127626,617,50.08103727714749,234.7325769854133,144830.0,1.3858326451234781
7,1.08,1.23,drift_floor,2.81,45.5,1.49,0.68,True,1.18,0.58,765,41.568627450980394,-27.333333333333332,-20910.0,0.8707464070468243,621,43.96135265700483,84.10628019323671,52230.0,1.2472133475328364
25,1.63,0.3,raw_atr,3.38,144.5,1.49,0.66,True,0.5,0.38,763,51.50720838794234,33.30275229357798,25410.0,1.0561100560879741,617,53.970826580226905,174.74068071312803,107815.0,1.2176014693119663
12,2.45,2.33,drift_floor,1.57,152.5,1.36,0.0,False,1.49,0.15,765,42.35294117647059,-25.66013071895425,-19630.0,0.9357246934398585,620,46.61290322580645,218.6451612903226,135560.0,1.380914915139935
20,2.77,0.43,drift_floor,2.83,97.0,0.06,0.0,False,1.35,0.1,763,46.92005242463958,21.58584534731324,16470.0,1.038658795638856,619,49.43457189014539,169.62843295638126,105000.0,1.2315478421946324
20,2.93,1.75,pure_ratchet,3.56,105.1,0.14,0.11,True,1.1,0.17,763,51.24508519003932,17.083879423328966,13035.0,1.0280899481731298,619,54.119547657512115,206.8739903069467,128055.0,1.2710330814654898
7,0.86,0.41,pure_ratchet,3.25,110.4,2.88,0.63,False,1.44,0.43,765,43.790849673202615,-9.529411764705882,-7290.0,0.9617383089277279,621,48.631239935587764,124.21900161030595,77140.0,1.330930930930931
7,2.61,0.9,pure_ratchet,3.62,159.4,2.57,0.39,False,0.99,0.07,763,53.34207077326344,9.272608125819135,7075.0,1.014669749214676,619,57.189014539579965,200.4442649434572,124075.0,1.250007556142136
12,1.43,0.86,pure_ratchet,0.55,27.4,0.85,0.6,False,0.32,0.18,765,58.82352941176471,40.032679738562095,30625.0,1.107316816764201,622,65.11254019292605,85.20096463022509,52995.0,1.1714549160438708
30,2.02,2.38,pure_ratchet,1.51,194.5,1.5,0.0,False,0.83,0.09,764,43.58638743455497,-12.100785340314136,-9245.0,0.9772209286567863,619,46.68820678513732,191.92245557350566,118800.0,1.2915802520647466
14,1.72,2.75,pure_ratchet,1.27,105.2,1.06,0.0,False,1.05,0.25,765,40.52287581699346,-8.594771241830065,-6575.0,0.9799975662438015,620,46.61290322580645,176.0483870967742,109150.0,1.3103850309958482
14,2.82,1.13,drift_floor,3.88,177.9,2.04,0.7,False,0.81,0.57,763,53.86631716906947,33.28309305373526,25395.0,1.0543196936963914,619,57.189014539579965,216.31663974151857,133900.0,1.2730925332952623
20,2.75,1.17,pure_ratchet,3.81,69.7,0.57,0.31,False,1.13,0.5,764,54.31937172774869,0.6413612565445026,490.0,1.0009969075520833,620,58.06451612903226,219.48387096774192,136080.0,1.2747814146962018
14,1.43,0.26,raw_atr,3.74,103.0,0.55,0.0,False,1.29,0.06,762,54.85564304461942,-2.4015748031496065,-1830.0,0.9963500009972674,617,59.3192868719611,246.23987034035656,151930.0,1.3173936659145984
16,2.52,1.74,pure_ratchet,0.95,117.8,1.7,0.0,True,1.19,0.24,764,45.54973821989529,6.263089005235602,4785.0,1.011507244634161,620,49.83870967741936,162.18548387096774,100555.0,1.2350871450781442
16,2.82,1.79,drift_floor,2.47,142.2,0.97,0.18,False,1.1,0.12,763,53.34207077326344,45.032765399737876,34360.0,1.0747932085328689,619,56.219709208400644,227.75444264943457,140980.0,1.287961109522448
7,2.56,1.87,drift_floor,0.9,20.0,1.81,0.89,True,0.37,0.12,765,71.50326797385621,20.627450980392158,15780.0,1.0652632449646386,622,73.63344051446946,53.71382636655949,33410.0,1.1118569730652694
20,1.8,1.28,pure_ratchet,3.87,103.0,2.74,0.66,True,1.21,0.05,765,51.24183006535947,29.627450980392158,22665.0,1.0493790849673204,620,55.32258064516129,225.68548387096774,139925.0,1.2954809418224051
30,2.64,0.25,pure_ratchet,3.4,137.0,1.0,0.1,True,0.61,0.29,763,50.32765399737876,35.40629095674967,27015.0,1.060264346662205,619,53.150242326332794,193.36833602584815,119695.0,1.2585931254996003
7,2.33,1.55,raw_atr,3.09,109.2,0.67,0.15,False,1.32,0.18,762,52.362204724409445,23.523622047244096,17925.0,1.038396452746123,617,55.59157212317666,171.80713128038897,106005.0,1.2115045042348787
30,1.63,2.78,pure_ratchet,1.92,196.9,2.46,0.77,False,0.93,0.49,764,50.39267015706807,-0.25523560209424084,-195.0,0.9995633236667376,619,53.95799676898223,186.40549273021003,115385.0,1.2468762035174805
25,0.77,0.91,raw_atr,2.78,138.3,1.33,0.2,False,0.69,0.08,763,44.42988204456094,32.34600262123198,24680.0,1.0700549255595453,617,47.3257698541329,179.18962722852513,110560.0,1.29576522832455
10,2.91,1.48,raw_atr,1.46,89.4,2.4,0.33,True,1.27,0.09,763,57.01179554390564,41.520314547837486,31680.0,1.0690639953782932,618,62.62135922330098,211.06796116504853,130440.0,1.286253511235955
10,1.72,1.91,drift_floor,1.0,154.0,0.72,0.79,False,1.12,0.12,765,50.849673202614376,9.843137254901961,7530.0,1.0169518235029267,620,54.35483870967742,182.91129032258064,113405.0,1.241564776551783
12,1.27,2.0,pure_ratchet,3.77,105.8,2.28,0.14,False,1.26,0.44,764,41.361256544502616,-1.263089005235602,-965.0,0.9962406015037594,620,45.96774193548387,179.3951612903226,111225.0,1.4003419418698821
7,2.96,1.07,raw_atr,1.24,182.5,1.58,0.47,False,0.47,0.09,762,54.199475065616795,24.586614173228348,18735.0,1.0393633785061456,617,58.50891410048622,250.3484602917342,154465.0,1.316669400139407
12,1.73,1.59,drift_floor,0.8,24.4,2.88,0.28,True,0.29,0.08,765,62.35294117647059,21.790849673202615,16670.0,1.078607973970245,622,67.20257234726688,23.762057877813504,14780.0,1.0528801431127013
12,2.05,2.78,raw_atr,2.34,43.3,0.97,0.58,False,0.69,0.37,763,55.17693315858454,23.80078636959371,18160.0,1.0387351357116195,618,60.03236245954693,185.47734627831716,114625.0,1.2368945883665898
12,2.39,1.15,pure_ratchet,3.73,31.1,0.75,0.0,True,1.19,0.26,765,42.61437908496732,-4.248366013071895,-3250.0,0.9916593953703229,620,47.58064516129033,186.6290322580645,115710.0,1.2798374809547994
30,2.36,2.36,pure_ratchet,3.25,138.5,2.77,0.55,True,1.3,0.29,763,53.997378768020965,32.64089121887287,24905.0,1.0531942160234093,620,58.06451612903226,226.9516129032258,140710.0,1.2895684563620275
7,2.83,0.96,raw_atr,2.07,44.0,1.91,0.61,False,0.49,0.29,763,62.647444298820446,13.800786369593709,10530.0,1.0242180312787488,618,67.47572815533981,188.11488673139158,116255.0,1.263826165891297
25,2.03,2.59,pure_ratchet,1.15,151.4,2.73,0.0,False,0.87,0.5,765,42.745098039215684,-18.830065359477125,-14405.0,0.9640144891331501,620,47.90322580645161,182.2016129032258,112965.0,1.2808572529617244
16,0.92,1.73,raw_atr,3.76,110.0,1.2,0.23,True,1.12,0.07,763,43.90563564875492,7.961992136304063,6075.0,1.0181793697818475,617,46.19124797406807,173.4035656401945,106990.0,1.3003944800864768
30,1.27,1.8,pure_ratchet,0.58,167.8,0.87,0.18,False,0.74,0.21,765,43.00653594771242,-0.7908496732026143,-605.0,0.9982691042256745,620,47.58064516129033,198.67741935483872,123180.0,1.3284712407669128
20,1.55,2.7,drift_floor,3.31,99.0,1.88,0.48,False,0.96,0.08,765,49.93464052287582,17.215686274509803,13170.0,1.0298741068390609,620,55.00000000000001,208.32258064516128,129160.0,1.2753592290964908
7,1.28,0.22,raw_atr,3.67,146.6,2.3,0.63,True,1.48,0.57,763,46.395806028833555,14.351245085190039,10950.0,1.031657463355402,617,51.21555915721232,218.18476499189626,134620.0,1.361357169699898
10,0.88,1.32,pure_ratchet,0.65,82.9,1.97,0.75,True,0.62,0.36,765,40.91503267973856,-6.248366013071895,-4780.0,0.974165653290096,620,45.322580645161295,103.03225806451613,63880.0,1.28819561931831
14,0.96,0.03,pure_ratchet,3.12,179.9,2.38,0.0,False,1.49,0.01,765,40.91503267973856,-7.0588235294117645,-5400.0,0.9769570505024643,620,45.322580645161295,177.29032258064515,109920.0,1.4216987646742882
16,2.22,0.1,pure_ratchet,1.41,80.2,2.29,0.83,True,0.93,0.44,765,53.8562091503268,15.862745098039216,12135.0,1.0273153931863457,620,60.806451612903224,206.20967741935485,127850.0,1.2865531809980613
14,0.8,0.17,drift_floor,2.37,174.9,2.05,0.78,False,0.94,0.03,764,43.717277486910994,1.3285340314136125,1015.0,1.0029816547449437,620,49.193548387096776,200.6048387096774,124375.0,1.3580012377128219
10,2.75,1.44,drift_floor,1.45,27.5,0.11,0.59,False,1.06,0.26,764,57.32984293193717,6.616492146596858,5055.0,1.0110672023294764,620,64.35483870967742,177.9758064516129,110345.0,1.2502239305191787
10,0.92,2.82,drift_floor,2.23,152.3,1.07,0.2,False,0.53,0.43,765,41.96078431372549,-31.287581699346404,-23935.0,0.8550272562083586,621,45.088566827697264,101.98872785829307,63335.0,1.3166512511561632
25,2.33,1.65,drift_floor,2.03,181.5,2.95,0.66,True,0.49,0.26,763,51.63826998689384,25.570117955439056,19510.0,1.0428066788072932,620,54.516129032258064,178.86290322580646,110895.0,1.2186006169979993
25,1.62,0.13,drift_floor,1.83,138.8,1.6,0.12,False,0.29,0.46,765,43.26797385620915,4.764705882352941,3645.0,1.0105386416861826,620,47.096774193548384,208.43548387096774,129230.0,1.3427260551894236
12,2.64,1.56,pure_ratchet,3.1,57.9,1.12,0.16,False,0.43,0.59,764,48.952879581151834,24.430628272251308,18665.0,1.0420766690336907,620,53.387096774193544,197.84677419354838,122665.0,1.2577077008729267
20,2.83,2.72,raw_atr,1.26,24.9,2.18,0.83,False,1.33,0.47,765,72.6797385620915,3.869281045751634,2960.0,1.0096804787912483,619,74.1518578352181,134.5557350565428,83290.0,1.2424427658676447
16,2.71,0.73,pure_ratchet,1.62,117.5,0.31,0.72,True,0.76,0.57,764,53.53403141361257,30.170157068062828,23050.0,1.0499756084340615,620,56.774193548387096,237.3951612903226,147185.0,1.3042332416957771
30,2.89,0.06,drift_floor,1.45,125.9,0.9,0.62,False,0.32,0.51,764,53.53403141361257,48.30497382198953,36905.0,1.0805531000010913,620,56.29032258064516,177.65322580645162,110145.0,1.2145779353606982
20,2.89,1.32,pure_ratchet,3.18,69.7,2.61,0.0,True,1.04,0.09,764,49.345549738219894,36.16492146596859,27630.0,1.0627163464266665,620,52.41935483870967,184.4758064516129,114375.0,1.2443544768944816
10,1.99,2.86,raw_atr,1.51,198.4,1.6,0.7,True,1.15,0.46,763,52.6867627785059,35.57667103538663,27145.0,1.0590301185169078,617,56.401944894651535,224.09238249594813,138265.0,1.2853914030651736
7,2.13,1.09,raw_atr,1.38,137.5,2.31,0.56,True,0.63,0.4,764,51.96335078534031,42.87303664921466,32755.0,1.0722016488118855,618,55.8252427184466,157.89644012944984,97580.0,1.197967174534905
30,1.79,1.32,pure_ratchet,0.63,84.6,1.91,0.78,False,0.76,0.35,765,54.509803921568626,3.6470588235294117,2790.0,1.006250350042005,620,61.7741935483871,180.19354838709677,111720.0,1.256809875181022
25,0.91,1.28,pure_ratchet,1.0,78.8,2.36,0.76,True,0.76,0.39,765,41.568627450980394,12.947712418300654,9905.0,1.0447451042396043,620,45.322580645161295,128.83064516129033,79875.0,1.3272827846182214
30,2.43,2.77,drift_floor,3.68,70.5,2.05,0.87,True,1.5,0.46,764,53.66492146596858,11.459424083769633,8755.0,1.0180398298012632,620,58.387096774193544,236.2016129032258,146445.0,1.3045386015076683
10,2.22,0.55,raw_atr,3.51,124.4,0.13,0.14,False,0.33,0.43,763,50.982961992136296,43.82044560943643,33435.0,1.0749344449673905,617,53.970826580226905,167.56888168557538,103390.0,1.2124852283820582
7,1.11,0.13,drift_floor,3.69,24.6,1.83,0.88,False,0.89,0.47,765,44.18300653594771,-19.052287581699346,-14575.0,0.9410456062291435,620,48.70967741935484,167.75,104005.0,1.389429737521998
20,1.97,0.13,drift_floor,1.72,33.9,1.33,0.31,False,0.55,0.2,765,57.647058823529406,7.1568627450980395,5475.0,1.0126843281939601,620,63.54838709677419,176.95967741935485,109715.0,1.2499117342232042
20,1.3,2.3,pure_ratchet,1.31,76.7,2.92,0.83,False,0.81,0.57,765,49.54248366013072,9.27450980392157,7095.0,1.0215277251005082,620,52.41935483870967,156.41935483870967,96980.0,1.2845949554678444
25,2.27,2.0,raw_atr,1.41,71.6,0.94,0.0,True,0.78,0.59,763,55.57011795543906,5.7077326343381385,4355.0,1.0088572067766275,618,60.84142394822006,208.77022653721684,129020.0,1.2740208988191317
20,2.86,1.14,raw_atr,0.61,150.7,1.14,0.57,False,0.35,0.05,763,54.39056356487549,29.60681520314548,22590.0,1.0473828276578117,618,58.7378640776699,182.69417475728156,112905.0,1.227214183654988
25,1.96,0.36,raw_atr,3.29,129.3,1.98,0.28,False,0.65,0.12,762,54.199475065616795,32.71653543307087,24930.0,1.052704459689439,618,57.92880258899677,200.9304207119741,124175.0,1.2464083025757036
10,2.81,1.96,raw_atr,1.31,161.5,0.69,0.16,False,1.48,0.56,762,53.805774278215225,40.511811023622045,30870.0,1.0663728230488068,617,56.88816855753647,210.19448946515396,129690.0,1.2565883190883191
16,1.02,2.69,pure_ratchet,2.57,131.0,2.98,0.0,True,1.17,0.21,765,40.78431372549019,-12.398692810457517,-9485.0,0.9614376029109832,620,45.806451612903224,190.7741935483871,118280.0,1.4397925226347394
7,2.3,2.97,drift_floor,2.3,115.3,1.16,0.77,True,0.41,0.42,765,42.745098039215684,9.568627450980392,7320.0,1.0202969679324543,619,48.949919224555735,248.23101777059773,153655.0,1.384738654147105
14,2.77,2.63,drift_floor,1.08,95.4,2.3,0.61,False,0.84,0.06,764,56.282722513089,4.2408376963350785,3240.0,1.0067904598231128,620,62.25806451612903,196.53225806451613,121850.0,1.2637445887445888
7,2.09,1.11,raw_atr,2.09,77.7,0.53,0.0,False,0.6,0.46,763,55.17693315858454,11.618610747051115,8865.0,1.017951158269885,618,60.03236245954693,245.73624595469255,151865.0,1.3176826207011965
14,1.72,0.83,raw_atr,1.6,82.5,0.5,0.0,True,0.86,0.13,763,55.17693315858454,13.217562254259501,10085.0,1.020421594038555,618,59.8705501618123,221.48058252427185,136875.0,1.286109949832776
30,1.52,1.69,raw_atr,2.53,171.9,1.28,0.0,True,0.65,0.11,762,54.85564304461942,2.8871391076115485,2200.0,1.0043879769431756,617,59.3192868719611,238.79254457050243,147335.0,1.3077943511322805
14,0.76,2.5,drift_floor,1.79,70.7,2.84,0.87,True,0.81,0.08,765,43.92156862745098,-0.33986928104575165,-260.0,0.9987315526283693,620,47.096774193548384,132.91129032258064,82405.0,1.3280976270106706
16,2.97,2.26,drift_floor,2.83,45.4,0.62,0.0,False,1.19,0.02,765,40.78431372549019,9.705882352941176,7425.0,1.0205053852526926,620,46.45161290322581,169.36290322580646,105005.0,1.2456774525631127
10,1.49,1.52,pure_ratchet,2.09,152.4,2.02,0.28,True,1.11,0.54,764,42.27748691099477,3.18717277486911,2435.0,1.0097724445157925,620,46.935483870967744,189.04032258064515,117205.0,1.4066158996686846
30,2.42,1.31,pure_ratchet,2.95,152.0,2.17,0.43,False,1.28,0.31,763,54.25950196592398,0.9305373525557011,710.0,1.0014429867793957,620,58.225806451612904,228.61290322580646,141740.0,1.288505770522502
16,0.97,0.34,pure_ratchet,1.97,100.5,0.74,0.53,True,0.47,0.57,765,39.47712418300654,-32.31372549019608,-24720.0,0.8605241628346546,620,43.38709677419355,90.70161290322581,56235.0,1.272245352439969
10,2.85,2.38,pure_ratchet,1.17,120.5,2.51,0.0,False,1.44,0.38,764,44.24083769633508,5.93586387434555,4535.0,1.0110775919977528,620,51.12903225806451,194.69354838709677,120710.0,1.2866335810794767
10,1.75,1.3,pure_ratchet,0.8,44.6,0.84,0.83,False,1.46,0.48,765,55.947712418300654,23.529411764705884,18000.0,1.047325454521553,621,61.99677938808373,150.47504025764894,93445.0,1.2505127139659262
25,2.71,0.66,drift_floor,1.43,47.3,2.44,0.0,False,0.6,0.12,765,60.3921568627451,8.5359477124183,6530.0,1.018054134756283,620,65.48387096774194,160.06451612903226,99240.0,1.2521277406569955
20,1.84,1.97,drift_floor,3.57,171.3,2.63,0.0,False,0.86,0.38,764,41.49214659685864,-6.976439790575916,-5330.0,0.9812168519725829,619,46.04200323101777,187.83521809369952,116270.0,1.3539744877766615
25,0.89,2.32,pure_ratchet,2.86,94.0,2.43,0.0,True,0.58,0.03,765,38.954248366013076,-16.862745098039216,-12900.0,0.9469343260865094,620,44.354838709677416,169.7016129032258,105215.0,1.3992297330626648
14,0.76,0.2,raw_atr,2.64,147.8,0.12,0.86,False,1.02,0.38,763,49.93446920052425,33.46002621231979,25530.0,1.0580299810203548,617,53.64667747163695,188.99513776337116,116610.0,1.246017848477816
25,2.34,2.32,pure_ratchet,3.44,175.5,1.8,0.38,False,0.29,0.16,763,52.293577981651374,37.988204456094365,28985.0,1.0632508101384601,619,54.76575121163167,194.36187399030695,120310.0,1.2430627809485328
7,2.89,0.06,pure_ratchet,0.82,146.9,2.74,0.0,False,0.94,0.39,764,42.01570680628272,-4.56151832460733,-3485.0,0.9911250891310991,620,48.87096774193548,179.81451612903226,111485.0,1.2714544856888932
7,1.44,1.23,raw_atr,3.56,116.5,2.34,0.28,True,1.46,0.37,763,43.6435124508519,13.741808650065531,10485.0,1.0295476962096661,617,49.91896272285251,203.42787682333875,125515.0,1.3355522583577282
7,1.43,1.38,drift_floor,1.42,138.1,1.41,0.36,True,0.37,0.58,765,41.43790849673203,-20.58823529411765,-15750.0,0.922106824925816,620,46.45161290322581,163.7258064516129,101510.0,1.4126255030283321
16,2.44,2.44,pure_ratchet,2.79,43.6,2.22,0.3,True,0.36,0.04,764,57.460732984293195,33.84162303664922,25855.0,1.0596066949465142,620,60.806451612903224,186.5483870967742,115660.0,1.2478304656195762
14,2.97,2.51,pure_ratchet,3.51,61.3,2.4,0.39,False,0.66,0.13,764,55.10471204188482,34.58769633507853,26425.0,1.0563042667661002,620,58.70967741935483,192.53225806451613,119370.0,1.238315797879774
25,0.8,2.23,raw_atr,2.62,47.3,2.21,0.71,False,0.49,0.36,764,49.73821989528796,15.078534031413612,11520.0,1.0289185661210964,618,53.883495145631066,166.29449838187702,102770.0,1.250689108427857
7,2.65,2.27,raw_atr,0.86,91.6,1.45,0.85,True,0.63,0.14,763,55.17693315858454,24.934469200524248,19025.0,1.040730472387844,618,61.48867313915858,199.86245954692558,123515.0,1.2679865480581471
10,1.12,1.31,drift_floor,0.64,96.4,0.51,0.0,False,0.86,0.45,765,41.43790849673203,-30.333333333333332,-23205.0,0.8926514468114635,620,45.96774193548387,145.17741935483872,90010.0,1.355384463527786
14,1.61,2.98,raw_atr,1.88,87.1,1.64,0.49,True,0.53,0.59,764,47.90575916230366,21.171465968586386,16175.0,1.0391433238550427,618,53.883495145631066,153.59223300970874,94920.0,1.2108396268325188
20,1.82,0.33,pure_ratchet,1.66,165.7,2.93,0.29,True,0.46,0.52,765,42.61437908496732,0.22875816993464052,175.0,1.0004871598580276,620,48.87096774193548,219.40322580645162,136030.0,1.3549889742820236
20,2.3,1.8,drift_floor,1.44,57.7,1.69,0.22,True,0.87,0.58,765,45.751633986928105,-6.673202614379085,-5105.0,0.9870595690747782,620,55.80645161290323,191.59677419354838,118790.0,1.2939728027518962
30,2.34,1.54,raw_atr,3.97,34.7,0.32,0.0,False,0.72,0.45,763,54.914809960681524,2.051114023591088,1565.0,1.0031214472345773,618,59.54692556634305,248.1229773462783,153340.0,1.319808123468377
30,0.77,1.25,drift_floor,2.15,198.8,0.02,0.21,False,0.5,0.06,765,42.22222222222222,20.045751633986928,15335.0,1.0641148925495443,620,44.83870967741935,192.13709677419354,119125.0,1.4289778353949476
12,1.66,2.51,raw_atr,3.03,122.0,0.7,0.3,False,0.57,0.19,762,52.0997375328084,36.128608923884514,27530.0,1.0604629710972502,617,55.10534846029174,187.67423014586709,115795.0,1.2322472597450786
14,2.56,2.86,pure_ratchet,2.32,65.2,1.39,0.0,False,1.41,0.43,764,44.76439790575916,14.784031413612565,11295.0,1.027546428963381,620,49.516129032258064,181.91935483870967,112790.0,1.26529460190521
10,1.04,1.57,raw_atr,3.18,79.4,2.32,0.0,False,0.6,0.48,763,55.43905635648755,19.875491480996068,15165.0,1.030839154439801,618,59.8705501618123,231.2864077669903,142935.0,1.2984029227557412
16,1.01,2.99,raw_atr,3.73,141.8,1.57,0.42,False,0.71,0.39,763,48.62385321100918,19.711664482306684,15040.0,1.03445195281182,617,53.322528363047006,203.9059967585089,125810.0,1.2736516982240156
30,2.09,0.2,raw_atr,2.46,60.7,1.89,0.18,False,0.59,0.49,763,55.04587155963303,56.841415465268675,43370.0,1.0945931208968571,618,57.76699029126213,182.31391585760517,112670.0,1.2275724860885284
7,1.06,2.42,pure_ratchet,2.83,78.9,1.5,0.82,True,0.95,0.23,765,43.00653594771242,14.241830065359476,10895.0,1.0452798038360036,620,48.225806451612904,200.44354838709677,124275.0,1.4387079692877947
30,1.22,0.01,drift_floor,3.96,36.4,2.41,0.63,True,0.46,0.52,765,41.96078431372549,-5.431372549019608,-4155.0,0.9854322978753243,620,46.774193548387096,188.2258064516129,116700.0,1.3789945440374123
16,1.58,2.3,pure_ratchet,2.46,135.5,0.61,0.57,False,0.38,0.13,764,45.41884816753927,-11.858638743455497,-9060.0,0.978569654536208,619,51.53473344103393,234.7334410339257,145300.0,1.336272535814298
16,1.49,2.73,pure_ratchet,2.26,22.3,0.82,0.0,False,1.05,0.24,765,40.91503267973856,6.38562091503268,4885.0,1.0162192672277837,620,46.774193548387096,171.3790322580645,106255.0,1.3245170649767122
7,1.46,2.57,pure_ratchet,3.94,55.0,1.84,0.0,True,1.3,0.51,765,39.47712418300654,-3.392156862745098,-2595.0,0.9900065467709015,620,46.29032258064516,180.92741935483872,112175.0,1.3848463016330452
10,0.84,0.09,raw_atr,1.04,152.5,2.61,0.7,True,0.77,0.51,764,42.40837696335078,2.774869109947644,2120.0,1.0085606412404853,619,46.52665589660743,141.65589660743134,87685.0,1.3119408029313933
14,2.14,2.63,drift_floor,1.84,52.2,2.24,0.68,True,0.8,0.32,765,56.99346405228758,15.77124183006536,12065.0,1.0298967922587998,620,63.70967741935484,187.7016129032258,116375.0,1.2714222408806792
16,2.64,0.95,drift_floor,3.59,171.6,2.87,0.48,False,1.29,0.43,763,54.25950196592398,7.241153342070773,5525.0,1.011387408926492,619,58.319870759289174,236.35702746365104,146305.0,1.3029496723161502
30,2.31,0.75,drift_floor,2.45,98.4,1.04,0.55,True,0.71,0.28,764,53.53403141361257,48.403141361256544,36980.0,1.0810200907039416,620,57.096774193548384,207.3790322580645,128575.0,1.2593440506686568
16,2.16,2.91,drift_floor,3.52,187.0,2.99,0.66,False,0.86,0.28,764,51.70157068062827,19.43717277486911,14850.0,1.0321651360249524,619,55.25040387722132,205.21809369951535,127030.0,1.2570052805146985
20,1.91,2.82,pure_ratchet,1.96,140.2,0.18,0.67,True,1.2,0.09,764,52.617801047120416,43.003926701570684,32855.0,1.0730687542394555,619,56.058158319870756,228.06138933764134,141170.0,1.2942911641772377
30,2.03,2.09,raw_atr,3.76,35.9,2.75,0.0,True,0.36,0.19,763,60.28833551769331,18.74180865006553,14300.0,1.0300701285865987,618,61.97411003236246,227.74271844660194,140745.0,1.2983876951779258
12,1.45,1.14,pure_ratchet,1.12,45.3,0.95,0.7,True,0.49,0.53,765,45.22875816993464,28.37908496732026,21710.0,1.0745919945026627,620,50.806451612903224,167.08870967741936,103595.0,1.3273143759873618
7,1.37,0.6,raw_atr,1.93,134.4,2.53,0.24,False,0.64,0.34,764,46.72774869109947,38.80235602094241,29645.0,1.0735024298323912,618,52.75080906148867,224.14239482200648,138520.0,1.3278890309141693
16,1.33,1.32,drift_floor,2.21,124.2,1.05,0.0,False,0.81,0.38,765,42.22222222222222,-1.6993464052287581,-1300.0,0.9947782776349614,620,46.45161290322581,180.7741935483871,112080.0,1.384461023925907
25,1.1,1.71,raw_atr,2.02,136.3,2.05,0.13,True,0.68,0.58,764,41.2303664921466,-23.75,-18145.0,0.9339316923973201,618,44.983818770226534,194.13430420711975,119975.0,1.4000566865069441
16,0.95,2.32,pure_ratchet,1.26,67.0,2.77,0.69,False,1.04,0.29,765,49.673202614379086,10.235294117647058,7830.0,1.0256780244646313,620,54.19354838709678,154.58870967741936,95845.0,1.3012762078395625
12,2.52,0.65,pure_ratchet,2.11,177.9,2.83,0.12,True,1.1,0.57,764,43.58638743455497,-8.462041884816754,-6465.0,0.9833526458091928,619,48.62681744749596,220.1615508885299,136280.0,1.3331499883881535
20,1.44,1.4,drift_floor,3.13,99.0,1.85,0.18,False,1.12,0.44,765,42.48366013071895,19.895424836601308,15220.0,1.0483719747652116,620,47.90322580645161,217.13709677419354,134625.0,1.3855682208729523
12,1.43,0.24,drift_floor,3.5,98.6,2.17,0.0,True,0.94,0.47,765,41.17647058823529,8.15032679738562,6235.0,1.0228924952269056,620,46.61290322580645,205.82258064516128,127610.0,1.416216833281691
12,1.53,1.41,raw_atr,1.88,58.2,1.42,0.0,True,0.83,0.15,763,56.356487549148106,2.3001310615989516,1755.0,1.0036009233136702,618,62.13592233009708,204.40129449838187,126320.0,1.2721123605187197
25,2.23,2.7,pure_ratchet,2.95,133.3,2.61,0.36,True,0.78,0.2,764,52.22513089005235,40.988219895287955,31315.0,1.0690381181242972,620,55.32258064516129,211.01612903225808,130830.0,1.2708835861069414
20,2.1,1.45,pure_ratchet,1.55,194.7,2.63,0.29,False,1.38,0.3,764,51.57068062827225,14.725130890052355,11250.0,1.024290973474257,620,55.80645161290323,221.96774193548387,137620.0,1.2786788975963388
25,2.08,0.49,drift_floor,3.73,179.6,2.9,0.72,False,0.5,0.58,764,49.86910994764398,3.06282722513089,2340.0,1.005151802029898,619,53.150242326332794,195.74313408723748,121165.0,1.258364074461053
